"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","45673","2208"
"Any Chronic Condition","Male","37307","2440"
"Any Chronic Condition","Total","83398","4650"
"Any Chronic Condition","Unknown","418","2"
"Cardiovascular Disease","Female","14537","1433"
"Cardiovascular Disease","Male","12369","1614"
"Cardiovascular Disease","Total","27000","3047"
"Cardiovascular Disease","Unknown","94","0"
"Chronic Liver Disease","Female","571","60"
"Chronic Liver Disease","Male","518","87"
"Chronic Liver Disease","Total","1092","147"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","13111","660"
"Chronic Lung Disease","Male","8235","640"
"Chronic Lung Disease","Total","21488","1300"
"Chronic Lung Disease","Unknown","142","0"
"Chronic Renal Disease","Female","2738","556"
"Chronic Renal Disease","Male","2527","656"
"Chronic Renal Disease","Total","5286","1212"
"Chronic Renal Disease","Unknown","21","0"
"Currently Pregnant","Female","2407","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2418","4"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","13516","935"
"Diabetes Mellitus","Male","11312","1141"
"Diabetes Mellitus","Total","24934","2078"
"Diabetes Mellitus","Unknown","106","2"
"ICU","Female","2554","946"
"ICU","Male","3246","1275"
"ICU","Total","5825","2223"
"ICU","Unknown","25","2"
"Immunocompromised Condition","Female","4329","272"
"Immunocompromised Condition","Male","2696","324"
"Immunocompromised Condition","Total","7054","596"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","72186","597"
"Missing/Unknown status on all conditions","Male","68194","700"
"Missing/Unknown status on all conditions","Total","146074","1301"
"Missing/Unknown status on all conditions","Unknown","5694","4"
"Neurologic/Neurodevelopmental","Female","3409","648"
"Neurologic/Neurodevelopmental","Male","2342","569"
"Neurologic/Neurodevelopmental","Total","5780","1217"
"Neurologic/Neurodevelopmental","Unknown","29","0"
"None of the above conditions","Female","107430","2739"
"None of the above conditions","Male","86452","2889"
"None of the above conditions","Total","195232","5628"
"None of the above conditions","Unknown","1350","0"
"Other Chronic Diseases","Female","7238","695"
"Other Chronic Diseases","Male","4652","694"
"Other Chronic Diseases","Total","11938","1389"
"Other Chronic Diseases","Unknown","48","0"
"Smoker","Female","11602","291"
"Smoker","Male","14887","574"
"Smoker","Total","26609","865"
"Smoker","Unknown","120","0"
"Total with completed information","Female","112499","3148"
"Total with completed information","Male","90939","3358"
"Total with completed information","Total","204849","6508"
"Total with completed information","Unknown","1411","2"
