"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1162","US-13001","13","1","18561","102","36","6260.44","193.96","290.93","54"
"Atkinson","481","US-13003","13","3","8330","62","6","5774.31","72.03","252.1","21"
"Bacon","634","US-13005","13","5","11404","48","16","5559.45","140.3","166.61","19"
"Baker","91","US-13007","13","7","3116","20","6","2920.41","192.55","160.46","5"
"Baldwin","2300","US-13009","13","9","44428","178","64","5176.92","144.05","225.08","100"
"Banks","552","US-13011","13","11","19982","73","8","2762.49","40.04","115.1","23"
"Barrow","2570","US-13013","13","13","86383","263","50","2975.12","57.88","203.74","176"
"Bartow","3571","US-13015","13","15","110771","330","94","3223.77","84.86","347.56","385"
"Ben Hill","870","US-13017","13","17","16645","91","33","5226.79","198.26","240.31","40"
"Berrien","490","US-13019","13","19","19276","25","13","2542.02","67.44","114.13","22"
"Bibb","6576","US-13021","13","21","152150","905","193","4322.05","126.85","183.37","279"
"Bleckley","513","US-13023","13","23","12838","34","27","3995.95","210.31","358.31","46"
"Brantley","445","US-13025","13","25","19202","38","13","2317.47","67.7","354.13","68"
"Brooks","552","US-13027","13","27","15727","55","27","3509.89","171.68","120.81","19"
"Bryan","1294","US-13029","13","29","39137","92","14","3306.33","35.77","222.3","87"
"Bulloch","3071","US-13031","13","31","79467","143","33","3864.5","41.53","139.68","111"
"Burke","880","US-13033","13","33","22342","91","12","3938.77","53.71","107.42","24"
"Butts","739","US-13035","13","35","25174","55","44","2935.57","174.78","119.17","30"
"Calhoun","266","US-13037","13","37","6317","48","9","4210.86","142.47","158.3","10"
"Camden","1408","US-13039","13","39","53924","70","18","2611.08","33.38","90.87","49"
"Candler","539","US-13043","13","43","10837","36","24","4973.7","221.46","350.65","38"
"Carroll","3332","US-13045","13","45","120119","180","75","2773.92","62.44","207.29","249"
"Catoosa","1410","US-13047","13","47","68771","84","22","2050.28","31.99","165.77","114"
"Charlton","646","US-13049","13","49","13251","28","10","4875.1","75.47","45.28","6"
"Chatham","9323","US-13051","13","51","292176","826","186","3190.88","63.66","146.14","427"
"Chattahoochee","1742","US-13053","13","53","10749","14","1","16206.16","9.3","344.22","37"
"Chattooga","927","US-13055","13","55","24766","65","29","3743.03","117.1","335.14","83"
"Cherokee","7037","US-13057","13","57","266617","527","101","2639.37","37.88","190.54","508"
"Clarke","5699","US-13059","13","59","129779","242","47","4391.31","36.22","205.73","267"
"Clay","124","US-13061","13","61","2855","9","3","4343.26","105.08","0","0"
"Clayton","8137","US-13063","13","63","304838","689","175","2669.29","57.41","145.32","443"
"Clinch","445","US-13065","13","65","6656","32","12","6685.7","180.29","300.48","20"
"Cobb","21750","US-13067","13","67","790588","1961","454","2751.12","57.43","130.41","1031"
"Coffee","2242","US-13069","13","69","43042","325","60","5208.87","139.4","199.8","86"
"Colquitt","2124","US-13071","13","71","45393","166","39","4679.14","85.92","315.03","143"
"Columbia","4330","US-13073","13","73","158631","198","64","2729.61","40.35","216.86","344"
"Cook","582","US-13075","13","75","17437","61","16","3337.73","91.76","103.23","18"
"Coweta","2949","US-13077","13","77","152001","145","63","1940.12","41.45","95.39","145"
"Crawford","195","US-13079","13","79","12228","29","6","1594.7","49.07","122.67","15"
"Crisp","641","US-13081","13","81","22289","83","23","2875.86","103.19","148.06","33"
"Dade","344","US-13083","13","83","16162","22","6","2128.45","37.12","222.74","36"
"Dawson","908","US-13085","13","85","27021","86","11","3360.35","40.71","166.54","45"
"DeKalb","20977","US-13089","13","89","793154","2306","395","2644.76","49.8","139.7","1108"
"Decatur","1288","US-13087","13","87","26322","100","34","4893.25","129.17","197.55","52"
"Dodge","593","US-13091","13","91","20385","53","15","2909","73.58","637.72","130"
"Dooly","369","US-13093","13","93","13400","56","18","2753.73","134.33","134.33","18"
"Dougherty","3295","US-13095","13","95","89905","674","191","3664.98","212.45","73.41","66"
"Douglas","4066","US-13097","13","97","151906","463","72","2676.66","47.4","135.61","206"
"Early","550","US-13099","13","99","10146","44","35","5420.86","344.96","305.54","31"
"Echols","246","US-13101","13","101","3969","9","2","6198.03","50.39","75.59","3"
"Effingham","1777","US-13103","13","103","64026","114","28","2775.43","43.73","276.45","177"
"Elbert","767","US-13105","13","105","18945","57","9","4048.56","47.51","258.64","49"
"Emanuel","1195","US-13107","13","107","22664","85","36","5272.68","158.84","251.5","57"
"Evans","480","US-13109","13","109","10687","44","7","4491.44","65.5","262","28"
"Fannin","820","US-13111","13","111","26320","72","28","3115.5","106.38","258.36","68"
"Fayette","2116","US-13113","13","113","117544","128","57","1800.18","48.49","107.19","126"
"Floyd","3896","US-13115","13","115","99916","291","59","3899.28","59.05","435.37","435"
"Forsyth","4687","US-13117","13","117","252507","355","52","1856.19","20.59","92.27","233"
"Franklin","919","US-13119","13","119","23329","66","17","3939.3","72.87","475.8","111"
"Fulton","30838","US-13121","13","121","1099181","2591","618","2805.54","56.22","149.2","1640"
"Gilmer","1027","US-13123","13","123","31417","94","23","3268.93","73.21","324.66","102"
"Glascock","49","US-13125","13","125","3025","4","2","1619.83","66.12","264.46","8"
"Glynn","3706","US-13127","13","127","86047","317","104","4306.95","120.86","156.89","135"
"Gordon","2318","US-13129","13","129","58049","131","44","3993.18","75.8","523.7","304"
"Grady","851","US-13131","13","131","24540","99","25","3467.81","101.87","81.5","20"
"Greene","569","US-13133","13","133","18717","61","25","3040.02","133.57","90.83","17"
"Gwinnett","30306","US-13135","13","135","971145","2870","440","3120.65","45.31","149.82","1455"
"Habersham","1869","US-13137","13","137","45800","242","77","4080.79","168.12","157.21","72"
"Hall","10595","US-13139","13","139","206349","1085","173","5134.51","83.84","234.55","484"
"Hancock","413","US-13141","13","141","8193","68","44","5040.89","537.04","85.44","7"
"Haralson","632","US-13143","13","143","30722","31","10","2057.16","32.55","221.34","68"
"Harris","849","US-13145","13","145","34712","92","25","2445.84","72.02","83.54","29"
"Hart","573","US-13147","13","147","26107","71","16","2194.81","61.29","118.74","31"
"Heard","225","US-13149","13","149","12370","15","6","1818.92","48.5","153.6","19"
"Henry","6136","US-13151","13","151","239866","279","112","2558.09","46.69","149.67","359"
"Houston","3571","US-13153","13","153","157039","393","94","2273.96","59.86","175.12","275"
"Irwin","357","US-13155","13","155","9433","41","8","3784.59","84.81","180.22","17"
"Jackson","2351","US-13157","13","157","74700","192","40","3147.26","53.55","250.33","187"
"Jasper","244","US-13159","13","159","14199","20","4","1718.43","28.17","84.51","12"
"Jeff Davis","785","US-13161","13","161","15148","63","23","5182.2","151.84","244.26","37"
"Jefferson","852","US-13163","13","163","15313","82","32","5563.9","208.97","156.73","24"
"Jenkins","464","US-13165","13","165","8576","65","32","5410.45","373.13","93.28","8"
"Johnson","440","US-13167","13","167","9661","60","22","4554.39","227.72","72.46","7"
"Jones","642","US-13169","13","169","28591","55","16","2245.46","55.96","129.41","37"
"Lamar","419","US-13171","13","171","19347","45","19","2165.71","98.21","139.56","27"
"Lanier","318","US-13173","13","173","10351","16","7","3072.17","67.63","67.63","7"
"Laurens","1970","US-13175","13","175","47296","170","86","4165.26","181.83","283.32","134"
"Lee","746","US-13177","13","177","29971","109","29","2489.07","96.76","73.4","22"
"Liberty","1233","US-13179","13","179","61904","117","25","1991.79","40.39","93.69","58"
"Lincoln","232","US-13181","13","181","8125","27","7","2855.38","86.15","135.38","11"
"Long","275","US-13183","13","183","19915","18","4","1380.87","20.09","60.26","12"
"Lowndes","4445","US-13185","13","185","117878","214","85","3770.85","72.11","260.44","307"
"Lumpkin","1038","US-13187","13","187","33802","100","15","3070.82","44.38","165.67","56"
"Macon","248","US-13193","13","193","12988","49","10","1909.45","76.99","53.9","7"
"Madison","780","US-13195","13","195","30177","65","11","2584.75","36.45","135.87","41"
"Marion","196","US-13197","13","197","8293","23","9","2363.44","108.53","24.12","2"
"McDuffie","674","US-13189","13","189","21597","77","15","3120.8","69.45","138.91","30"
"McIntosh","304","US-13191","13","191","14567","32","7","2086.91","48.05","48.05","7"
"Meriwether","594","US-13199","13","199","21020","78","16","2825.88","76.12","133.21","28"
"Miller","308","US-13201","13","201","5764","14","2","5343.51","34.7","242.89","14"
"Mitchell","850","US-13205","13","205","22056","154","45","3853.83","204.03","45.34","10"
"Monroe","753","US-13207","13","207","27727","88","53","2715.76","191.15","93.77","26"
"Montgomery","388","US-13209","13","209","9224","27","10","4206.42","108.41","444.49","41"
"Morgan","524","US-13211","13","211","19138","40","6","2738.01","31.35","99.28","19"
"Murray","1023","US-13213","13","213","40261","62","9","2540.92","22.35","325.38","131"
"Muscogee","6339","US-13215","13","215","191626","691","174","3308.01","90.8","74.62","143"
"Newton","2842","US-13217","13","217","112354","297","95","2529.5","84.55","105.03","118"
"Non-GA Resident/Unknown State","14419","US-.",".",".","0","679","183","0","0","0","1199"
"Oconee","861","US-13219","13","219","41737","69","30","2062.92","71.88","141.36","59"
"Oglethorpe","413","US-13221","13","221","15240","47","12","2709.97","78.74","242.78","37"
"Paulding","3113","US-13223","13","223","172542","155","60","1804.2","34.77","92.15","159"
"Peach","766","US-13225","13","225","27375","112","26","2798.17","94.98","222.83","61"
"Pickens","759","US-13227","13","227","33530","67","10","2263.64","29.82","298.24","100"
"Pierce","674","US-13229","13","229","19545","83","24","3448.45","122.79","199.54","39"
"Pike","385","US-13231","13","231","18860","31","11","2041.36","58.32","121.95","23"
"Polk","1698","US-13233","13","233","43482","131","27","3905.06","62.09","315.07","137"
"Pulaski","335","US-13235","13","235","10893","39","23","3075.37","211.14","137.7","15"
"Putnam","788","US-13237","13","237","21885","75","27","3600.64","123.37","155.36","34"
"Quitman","38","US-13239","13","239","2294","7","1","1656.5","43.59","0","0"
"Rabun","425","US-13241","13","241","16986","54","11","2502.06","64.76","117.74","20"
"Randolph","339","US-13243","13","243","6754","56","29","5019.25","429.38","44.42","3"
"Richmond","7893","US-13245","13","245","202240","622","181","3902.79","89.5","186.91","378"
"Rockdale","2108","US-13247","13","247","94960","266","40","2219.88","42.12","167.44","159"
"Schley","109","US-13249","13","249","5275","16","2","2066.35","37.91","56.87","3"
"Screven","451","US-13251","13","251","13900","47","11","3244.6","79.14","122.3","17"
"Seminole","392","US-13253","13","253","8140","31","11","4815.72","135.14","196.56","16"
"Spalding","1574","US-13255","13","255","69110","207","62","2277.53","89.71","214.15","148"
"Stephens","1263","US-13257","13","257","26328","130","41","4797.17","155.73","262.08","69"
"Stewart","535","US-13259","13","259","6129","81","16","8728.99","261.05","212.11","13"
"Sumter","959","US-13261","13","261","29399","206","68","3262.02","231.3","37.42","11"
"Talbot","174","US-13263","13","263","6158","26","8","2825.59","129.91","113.67","7"
"Taliaferro","27","US-13265","13","265","1632","2","0","1654.41","0","122.55","2"
"Tattnall","921","US-13267","13","267","25411","66","13","3624.41","51.16","177.09","45"
"Taylor","229","US-13269","13","269","7958","32","12","2877.61","150.79","75.4","6"
"Telfair","501","US-13271","13","271","15644","44","24","3202.51","153.41","581.69","91"
"Terrell","340","US-13273","13","273","8467","74","32","4015.59","377.94","59.05","5"
"Thomas","1595","US-13275","13","275","44431","175","69","3589.84","155.3","126.04","56"
"Tift","1949","US-13277","13","277","40830","238","63","4773.45","154.3","183.69","75"
"Toombs","1473","US-13279","13","279","26983","112","56","5458.99","207.54","229.77","62"
"Towns","431","US-13281","13","281","12034","53","13","3581.52","108.03","390.56","47"
"Treutlen","302","US-13283","13","283","6829","33","11","4422.32","161.08","468.59","32"
"Troup","3041","US-13285","13","285","70414","333","106","4318.74","150.54","171.84","121"
"Turner","334","US-13287","13","287","8076","51","24","4135.71","297.18","111.44","9"
"Twiggs","216","US-13289","13","289","8086","52","10","2671.28","123.67","136.04","11"
"Union","882","US-13291","13","291","25335","93","25","3481.35","98.68","149.99","38"
"Unknown","1946","US-.",".",".","0","34","5","0","0","0","249"
"Upson","833","US-13293","13","293","26277","97","70","3170.07","266.39","60.89","16"
"Walker","1855","US-13295","13","295","69610","96","43","2664.85","61.77","261.46","182"
"Walton","2323","US-13297","13","297","95814","226","68","2424.49","70.97","164.9","158"
"Ware","1729","US-13299","13","299","35853","183","63","4822.47","175.72","407.22","146"
"Warren","164","US-13301","13","301","5210","26","5","3147.79","95.97","57.58","3"
"Washington","758","US-13303","13","303","20302","55","13","3733.62","64.03","241.36","49"
"Wayne","1225","US-13305","13","305","29974","115","33","4086.88","110.1","136.79","41"
