"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","117205","4448"
"Any Chronic Condition","Male","93252","5132"
"Any Chronic Condition","Total","211003","9588"
"Any Chronic Condition","Unknown","546","8"
"Any Disability","Female","8473","1231"
"Any Disability","Male","6462","1117"
"Any Disability","Total","14973","2353"
"Any Disability","Unknown","38","5"
"Cardiovascular Disease","Female","25443","2489"
"Cardiovascular Disease","Male","23151","2989"
"Cardiovascular Disease","Total","48679","5481"
"Cardiovascular Disease","Unknown","85","3"
"Chronic Liver Disease","Female","1317","124"
"Chronic Liver Disease","Male","1153","179"
"Chronic Liver Disease","Total","2478","304"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30814","1252"
"Chronic Lung Disease","Male","19611","1298"
"Chronic Lung Disease","Total","50557","2552"
"Chronic Lung Disease","Unknown","132","2"
"Chronic Renal Disease","Female","5304","1011"
"Chronic Renal Disease","Male","5228","1270"
"Chronic Renal Disease","Total","10555","2282"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4975","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4985","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","28318","1807"
"Diabetes Mellitus","Male","24523","2275"
"Diabetes Mellitus","Total","52954","4086"
"Diabetes Mellitus","Unknown","113","4"
"Hypertension/High blood pressure","Female","16733","651"
"Hypertension/High blood pressure","Male","13151","738"
"Hypertension/High blood pressure","Total","29982","1393"
"Hypertension/High blood pressure","Unknown","98","4"
"ICU","Female","4482","1816"
"ICU","Male","5742","2455"
"ICU","Total","10242","4275"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10509","567"
"Immunocompromised Condition","Male","6176","661"
"Immunocompromised Condition","Total","16717","1230"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203908","850"
"Missing/Unknown status on all conditions","Male","187042","1040"
"Missing/Unknown status on all conditions","Total","399855","1898"
"Missing/Unknown status on all conditions","Unknown","8905","8"
"None of the above conditions","Female","257586","6730"
"None of the above conditions","Male","208812","7601"
"None of the above conditions","Total","468058","14342"
"None of the above conditions","Unknown","1660","11"
"Obesity (BMI>40)","Female","5833","138"
"Obesity (BMI>40)","Male","3152","133"
"Obesity (BMI>40)","Total","9004","272"
"Obesity (BMI>40)","Unknown","19","1"
"Other Chronic Diseases","Female","33809","2053"
"Other Chronic Diseases","Male","22298","2104"
"Other Chronic Diseases","Total","56258","4160"
"Other Chronic Diseases","Unknown","151","3"
"Smoker","Female","26669","646"
"Smoker","Male","32917","1264"
"Smoker","Total","59701","1910"
"Smoker","Unknown","115","0"
"Total with completed information","Female","267936","7430"
"Total with completed information","Male","217932","8381"
"Total with completed information","Total","487588","15824"
"Total with completed information","Unknown","1720","13"
