"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","124276","4786"
"Any Chronic Condition","Male","98876","5485"
"Any Chronic Condition","Total","223611","10273"
"Any Chronic Condition","Unknown","459","2"
"Any Disability","Female","9204","1326"
"Any Disability","Male","7038","1183"
"Any Disability","Total","16270","2510"
"Any Disability","Unknown","28","1"
"Cardiovascular Disease","Female","26179","2633"
"Cardiovascular Disease","Male","23828","3148"
"Cardiovascular Disease","Total","50076","5781"
"Cardiovascular Disease","Unknown","69","0"
"Chronic Liver Disease","Female","1406","133"
"Chronic Liver Disease","Male","1220","196"
"Chronic Liver Disease","Total","2632","329"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32596","1341"
"Chronic Lung Disease","Male","20744","1387"
"Chronic Lung Disease","Total","53438","2728"
"Chronic Lung Disease","Unknown","98","0"
"Chronic Renal Disease","Female","5578","1100"
"Chronic Renal Disease","Male","5497","1365"
"Chronic Renal Disease","Total","11093","2465"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5357","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5363","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29830","1971"
"Diabetes Mellitus","Male","25756","2445"
"Diabetes Mellitus","Total","55676","4417"
"Diabetes Mellitus","Unknown","90","1"
"Hypertension/High blood pressure","Female","20085","922"
"Hypertension/High blood pressure","Male","15856","985"
"Hypertension/High blood pressure","Total","36031","1907"
"Hypertension/High blood pressure","Unknown","90","0"
"ICU","Female","4856","1979"
"ICU","Male","6198","2657"
"ICU","Total","11067","4637"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","10819","610"
"Immunocompromised Condition","Male","6300","702"
"Immunocompromised Condition","Total","17146","1312"
"Immunocompromised Condition","Unknown","27","0"
"Missing/Unknown status on all conditions","Female","198024","839"
"Missing/Unknown status on all conditions","Male","182780","1012"
"Missing/Unknown status on all conditions","Total","387886","1852"
"Missing/Unknown status on all conditions","Unknown","7082","1"
"None of the above conditions","Female","274035","7161"
"None of the above conditions","Male","222914","8065"
"None of the above conditions","Total","498370","15227"
"None of the above conditions","Unknown","1421","1"
"Obesity (BMI>40)","Female","7024","200"
"Obesity (BMI>40)","Male","3823","181"
"Obesity (BMI>40)","Total","10861","381"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","34870","2149"
"Other Chronic Diseases","Male","22994","2202"
"Other Chronic Diseases","Total","57984","4351"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","28413","734"
"Smoker","Male","35040","1385"
"Smoker","Total","63556","2119"
"Smoker","Unknown","103","0"
"Total with completed information","Female","284054","7847"
"Total with completed information","Male","231661","8833"
"Total with completed information","Total","517182","16682"
"Total with completed information","Unknown","1467","2"
