"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","126391","4854"
"Any Chronic Condition","Male","100594","5530"
"Any Chronic Condition","Total","227436","10386"
"Any Chronic Condition","Unknown","451","2"
"Any Disability","Female","9364","1343"
"Any Disability","Male","7186","1195"
"Any Disability","Total","16580","2539"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","26415","2657"
"Cardiovascular Disease","Male","24050","3174"
"Cardiovascular Disease","Total","50532","5831"
"Cardiovascular Disease","Unknown","67","0"
"Chronic Liver Disease","Female","1429","135"
"Chronic Liver Disease","Male","1246","199"
"Chronic Liver Disease","Total","2679","334"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","33180","1360"
"Chronic Lung Disease","Male","21107","1403"
"Chronic Lung Disease","Total","54385","2763"
"Chronic Lung Disease","Unknown","98","0"
"Chronic Renal Disease","Female","5656","1115"
"Chronic Renal Disease","Male","5576","1377"
"Chronic Renal Disease","Total","11248","2492"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5504","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5509","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","30289","1997"
"Diabetes Mellitus","Male","26128","2462"
"Diabetes Mellitus","Total","56507","4460"
"Diabetes Mellitus","Unknown","90","1"
"Hypertension/High blood pressure","Female","21088","964"
"Hypertension/High blood pressure","Male","16655","1022"
"Hypertension/High blood pressure","Total","37828","1986"
"Hypertension/High blood pressure","Unknown","85","0"
"ICU","Female","4964","2005"
"ICU","Male","6325","2689"
"ICU","Total","11301","4695"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10406","597"
"Immunocompromised Condition","Male","6066","681"
"Immunocompromised Condition","Total","16497","1278"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","199819","843"
"Missing/Unknown status on all conditions","Male","184460","1009"
"Missing/Unknown status on all conditions","Total","391285","1853"
"Missing/Unknown status on all conditions","Unknown","7006","1"
"None of the above conditions","Female","279173","7227"
"None of the above conditions","Male","227105","8126"
"None of the above conditions","Total","507695","15354"
"None of the above conditions","Unknown","1417","1"
"Obesity (BMI>40)","Female","7362","215"
"Obesity (BMI>40)","Male","4002","188"
"Obesity (BMI>40)","Total","11378","403"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","35115","2178"
"Other Chronic Diseases","Male","23122","2213"
"Other Chronic Diseases","Total","58354","4391"
"Other Chronic Diseases","Unknown","117","0"
"Smoker","Female","29014","742"
"Smoker","Male","35762","1401"
"Smoker","Total","64875","2143"
"Smoker","Unknown","99","0"
"Total with completed information","Female","289255","7911"
"Total with completed information","Male","235915","8897"
"Total with completed information","Total","526630","16810"
"Total with completed information","Unknown","1460","2"
