"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","181119","6532"
"Any Chronic Condition","Male","139225","7599"
"Any Chronic Condition","Total","320755","14134"
"Any Chronic Condition","Unknown","411","3"
"Any Disability","Female","13260","1674"
"Any Disability","Male","10821","1586"
"Any Disability","Total","24116","3260"
"Any Disability","Unknown","35","0"
"Cardiovascular Disease","Female","32280","3270"
"Cardiovascular Disease","Male","29524","4022"
"Cardiovascular Disease","Total","61854","7294"
"Cardiovascular Disease","Unknown","50","2"
"Chronic Liver Disease","Female","2080","183"
"Chronic Liver Disease","Male","1768","284"
"Chronic Liver Disease","Total","3850","467"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","49242","1898"
"Chronic Lung Disease","Male","31416","1921"
"Chronic Lung Disease","Total","80777","3819"
"Chronic Lung Disease","Unknown","119","0"
"Chronic Renal Disease","Female","7512","1440"
"Chronic Renal Disease","Male","7323","1830"
"Chronic Renal Disease","Total","14846","3272"
"Chronic Renal Disease","Unknown","11","2"
"Currently Pregnant","Female","11563","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11571","27"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","40092","2690"
"Diabetes Mellitus","Male","33837","3302"
"Diabetes Mellitus","Total","74014","5994"
"Diabetes Mellitus","Unknown","85","2"
"Hypertension/High blood pressure","Female","38946","1939"
"Hypertension/High blood pressure","Male","30382","2164"
"Hypertension/High blood pressure","Total","69428","4103"
"Hypertension/High blood pressure","Unknown","100","0"
"ICU","Female","6889","2889"
"ICU","Male","8720","3873"
"ICU","Total","15639","6764"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9153","544"
"Immunocompromised Condition","Male","5293","606"
"Immunocompromised Condition","Total","14456","1150"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","557118","1339"
"Missing/Unknown status on all conditions","Male","492015","1530"
"Missing/Unknown status on all conditions","Total","1062796","2871"
"Missing/Unknown status on all conditions","Unknown","13663","2"
"None of the above conditions","Female","465891","12049"
"None of the above conditions","Male","361790","14025"
"None of the above conditions","Total","829559","26080"
"None of the above conditions","Unknown","1878","6"
"Obesity (BMI>40)","Female","14272","478"
"Obesity (BMI>40)","Male","7593","451"
"Obesity (BMI>40)","Total","21889","929"
"Obesity (BMI>40)","Unknown","24","0"
"Other Chronic Diseases","Female","40656","2632"
"Other Chronic Diseases","Male","26389","2713"
"Other Chronic Diseases","Total","67112","5345"
"Other Chronic Diseases","Unknown","67","0"
"Smoker","Female","42940","1045"
"Smoker","Male","49659","1977"
"Smoker","Total","92686","3022"
"Smoker","Unknown","87","0"
"Total with completed information","Female","483575","12876"
"Total with completed information","Male","374076","14929"
"Total with completed information","Total","859576","27813"
"Total with completed information","Unknown","1925","8"
