"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","145347","5494"
"Any Chronic Condition","Male","114638","6332"
"Any Chronic Condition","Total","260349","11829"
"Any Chronic Condition","Unknown","364","3"
"Any Disability","Female","10671","1465"
"Any Disability","Male","8404","1340"
"Any Disability","Total","19097","2805"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28460","2861"
"Cardiovascular Disease","Male","26017","3479"
"Cardiovascular Disease","Total","54528","6341"
"Cardiovascular Disease","Unknown","51","1"
"Chronic Liver Disease","Female","1640","145"
"Chronic Liver Disease","Male","1430","221"
"Chronic Liver Disease","Total","3073","366"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","38845","1539"
"Chronic Lung Disease","Male","24996","1584"
"Chronic Lung Disease","Total","63923","3123"
"Chronic Lung Disease","Unknown","82","0"
"Chronic Renal Disease","Female","6376","1222"
"Chronic Renal Disease","Male","6166","1543"
"Chronic Renal Disease","Total","12551","2765"
"Chronic Renal Disease","Unknown","9","0"
"Currently Pregnant","Female","7167","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7170","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33748","2276"
"Diabetes Mellitus","Male","28832","2791"
"Diabetes Mellitus","Total","62647","5069"
"Diabetes Mellitus","Unknown","67","2"
"Hypertension/High blood pressure","Female","27363","1301"
"Hypertension/High blood pressure","Male","21418","1439"
"Hypertension/High blood pressure","Total","48874","2741"
"Hypertension/High blood pressure","Unknown","93","1"
"ICU","Female","5726","2350"
"ICU","Male","7287","3162"
"ICU","Total","13035","5514"
"ICU","Unknown","22","2"
"Immunocompromised Condition","Female","9776","578"
"Immunocompromised Condition","Male","5705","664"
"Immunocompromised Condition","Total","15494","1242"
"Immunocompromised Condition","Unknown","13","0"
"Missing/Unknown status on all conditions","Female","311480","1091"
"Missing/Unknown status on all conditions","Male","288777","1259"
"Missing/Unknown status on all conditions","Total","609030","2352"
"Missing/Unknown status on all conditions","Unknown","8773","2"
"None of the above conditions","Female","336746","9026"
"None of the above conditions","Male","269102","10359"
"None of the above conditions","Total","607120","19390"
"None of the above conditions","Unknown","1272","5"
"Obesity (BMI>40)","Female","9779","299"
"Obesity (BMI>40)","Male","5314","277"
"Obesity (BMI>40)","Total","15113","576"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","37006","2298"
"Other Chronic Diseases","Male","24224","2348"
"Other Chronic Diseases","Total","61303","4646"
"Other Chronic Diseases","Unknown","73","0"
"Smoker","Female","34242","853"
"Smoker","Male","40827","1584"
"Smoker","Total","75156","2437"
"Smoker","Unknown","87","0"
"Total with completed information","Female","350166","9779"
"Total with completed information","Male","280119","11204"
"Total with completed information","Total","631611","20990"
"Total with completed information","Unknown","1326","7"
