"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1072","US-13001","13","1","18561","98","33","5775.55","177.79","317.87","59"
"Atkinson","449","US-13003","13","3","8330","58","4","5390.16","48.02","144.06","12"
"Bacon","609","US-13005","13","5","11404","47","14","5340.23","122.76","157.84","18"
"Baker","84","US-13007","13","7","3116","20","4","2695.76","128.37","128.37","4"
"Baldwin","2151","US-13009","13","9","44428","167","58","4841.54","130.55","252.09","112"
"Banks","505","US-13011","13","11","19982","68","8","2527.27","40.04","125.11","25"
"Barrow","2310","US-13013","13","13","86383","248","48","2674.14","55.57","201.43","174"
"Bartow","3041","US-13015","13","15","110771","304","88","2745.3","79.44","173.33","192"
"Ben Hill","812","US-13017","13","17","16645","82","26","4878.34","156.2","420.55","70"
"Berrien","463","US-13019","13","19","19276","23","12","2401.95","62.25","108.94","21"
"Bibb","6168","US-13021","13","21","152150","865","181","4053.89","118.96","149.19","227"
"Bleckley","452","US-13023","13","23","12838","28","21","3520.8","163.58","202.52","26"
"Brantley","354","US-13025","13","25","19202","33","10","1843.56","52.08","57.29","11"
"Brooks","528","US-13027","13","27","15727","55","26","3357.28","165.32","95.38","15"
"Bryan","1187","US-13029","13","29","39137","81","11","3032.94","28.11","166.08","65"
"Bulloch","2934","US-13031","13","31","79467","133","28","3692.1","35.23","135.91","108"
"Burke","845","US-13033","13","33","22342","88","10","3782.11","44.76","322.26","72"
"Butts","704","US-13035","13","35","25174","54","43","2796.54","170.81","278.06","70"
"Calhoun","250","US-13037","13","37","6317","47","9","3957.57","142.47","269.12","17"
"Camden","1331","US-13039","13","39","53924","61","16","2468.29","29.67","153.92","83"
"Candler","476","US-13043","13","43","10837","33","21","4392.36","193.78","470.61","51"
"Carroll","2892","US-13045","13","45","120119","165","70","2407.61","58.28","149.85","180"
"Catoosa","1246","US-13047","13","47","68771","79","20","1811.81","29.08","170.13","117"
"Charlton","641","US-13049","13","49","13251","27","9","4837.37","67.92","166.03","22"
"Chatham","8718","US-13051","13","51","292176","785","169","2983.82","57.84","156.75","458"
"Chattahoochee","1689","US-13053","13","53","10749","13","1","15713.09","9.3","632.62","68"
