"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","143602","5394"
"Any Chronic Condition","Male","113313","6208"
"Any Chronic Condition","Total","257278","11604"
"Any Chronic Condition","Unknown","363","2"
"Any Disability","Female","10550","1455"
"Any Disability","Male","8256","1323"
"Any Disability","Total","18828","2778"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28291","2821"
"Cardiovascular Disease","Male","25853","3430"
"Cardiovascular Disease","Total","54195","6252"
"Cardiovascular Disease","Unknown","51","1"
"Chronic Liver Disease","Female","1623","144"
"Chronic Liver Disease","Male","1408","220"
"Chronic Liver Disease","Total","3034","364"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","38311","1512"
"Chronic Lung Disease","Male","24641","1552"
"Chronic Lung Disease","Total","63031","3064"
"Chronic Lung Disease","Unknown","79","0"
"Chronic Renal Disease","Female","6322","1198"
"Chronic Renal Disease","Male","6123","1515"
"Chronic Renal Disease","Total","12455","2713"
"Chronic Renal Disease","Unknown","10","0"
"Currently Pregnant","Female","7007","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7010","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33411","2222"
"Diabetes Mellitus","Male","28594","2740"
"Diabetes Mellitus","Total","62076","4964"
"Diabetes Mellitus","Unknown","71","2"
"Hypertension/High blood pressure","Female","26752","1240"
"Hypertension/High blood pressure","Male","20958","1362"
"Hypertension/High blood pressure","Total","47804","2602"
"Hypertension/High blood pressure","Unknown","94","0"
"ICU","Female","5649","2286"
"ICU","Male","7190","3055"
"ICU","Total","12860","5343"
"ICU","Unknown","21","2"
"Immunocompromised Condition","Female","9881","579"
"Immunocompromised Condition","Male","5760","665"
"Immunocompromised Condition","Total","15656","1244"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","308521","1068"
"Missing/Unknown status on all conditions","Male","284626","1230"
"Missing/Unknown status on all conditions","Total","601869","2299"
"Missing/Unknown status on all conditions","Unknown","8722","1"
"None of the above conditions","Female","330656","8672"
"None of the above conditions","Male","264979","9920"
"None of the above conditions","Total","596907","18596"
"None of the above conditions","Unknown","1272","4"
"Obesity (BMI>40)","Female","9517","288"
"Obesity (BMI>40)","Male","5191","267"
"Obesity (BMI>40)","Total","14725","555"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","36856","2277"
"Other Chronic Diseases","Male","24130","2324"
"Other Chronic Diseases","Total","61062","4601"
"Other Chronic Diseases","Unknown","76","0"
"Smoker","Female","33751","833"
"Smoker","Male","40310","1552"
"Smoker","Total","74146","2385"
"Smoker","Unknown","85","0"
"Total with completed information","Female","344018","9417"
"Total with completed information","Male","275976","10762"
"Total with completed information","Total","621320","20184"
"Total with completed information","Unknown","1326","5"
