"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","57991","2519"
"Any Chronic Condition","Male","47261","2804"
"Any Chronic Condition","Total","105588","5326"
"Any Chronic Condition","Unknown","336","3"
"Cardiovascular Disease","Female","18048","1614"
"Cardiovascular Disease","Male","15577","1826"
"Cardiovascular Disease","Total","33700","3442"
"Cardiovascular Disease","Unknown","75","2"
"Chronic Liver Disease","Female","710","68"
"Chronic Liver Disease","Male","639","107"
"Chronic Liver Disease","Total","1351","175"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","16892","736"
"Chronic Lung Disease","Male","10561","745"
"Chronic Lung Disease","Total","27565","1482"
"Chronic Lung Disease","Unknown","112","1"
"Chronic Renal Disease","Female","3294","626"
"Chronic Renal Disease","Male","3038","732"
"Chronic Renal Disease","Total","6351","1359"
"Chronic Renal Disease","Unknown","19","1"
"Currently Pregnant","Female","2931","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2937","5"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","16684","1066"
"Diabetes Mellitus","Male","14127","1304"
"Diabetes Mellitus","Total","30895","2371"
"Diabetes Mellitus","Unknown","84","1"
"ICU","Female","2968","1097"
"ICU","Male","3772","1480"
"ICU","Total","6756","2579"
"ICU","Unknown","16","2"
"Immunocompromised Condition","Female","5676","308"
"Immunocompromised Condition","Male","3476","368"
"Immunocompromised Condition","Total","9169","676"
"Immunocompromised Condition","Unknown","17","0"
"Missing/Unknown status on all conditions","Female","95207","663"
"Missing/Unknown status on all conditions","Male","89343","764"
"Missing/Unknown status on all conditions","Total","190043","1432"
"Missing/Unknown status on all conditions","Unknown","5493","5"
"Neurologic/Neurodevelopmental","Female","4209","751"
"Neurologic/Neurodevelopmental","Male","2856","643"
"Neurologic/Neurodevelopmental","Total","7092","1395"
"Neurologic/Neurodevelopmental","Unknown","27","1"
"None of the above conditions","Female","140376","3232"
"None of the above conditions","Male","113296","3447"
"None of the above conditions","Total","254813","6683"
"None of the above conditions","Unknown","1141","4"
"Other Chronic Diseases","Female","8931","794"
"Other Chronic Diseases","Male","5686","780"
"Other Chronic Diseases","Total","14665","1575"
"Other Chronic Diseases","Unknown","48","1"
"Smoker","Female","14764","347"
"Smoker","Male","18860","681"
"Smoker","Total","33709","1028"
"Smoker","Unknown","85","0"
"Total with completed information","Female","146331","3675"
"Total with completed information","Male","118566","3961"
"Total with completed information","Total","266070","7641"
"Total with completed information","Unknown","1173","5"
