"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","138160","5107"
"Any Chronic Condition","Male","109181","5826"
"Any Chronic Condition","Total","247820","10937"
"Any Chronic Condition","Unknown","479","4"
"Any Disability","Female","10150","1408"
"Any Disability","Male","7831","1261"
"Any Disability","Total","18007","2670"
"Any Disability","Unknown","26","1"
"Cardiovascular Disease","Female","27733","2725"
"Cardiovascular Disease","Male","25268","3298"
"Cardiovascular Disease","Total","53069","6023"
"Cardiovascular Disease","Unknown","68","0"
"Chronic Liver Disease","Female","1547","138"
"Chronic Liver Disease","Male","1343","207"
"Chronic Liver Disease","Total","2896","345"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","36674","1425"
"Chronic Lung Disease","Male","23488","1472"
"Chronic Lung Disease","Total","60267","2897"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","6114","1153"
"Chronic Renal Disease","Male","5943","1449"
"Chronic Renal Disease","Total","12071","2602"
"Chronic Renal Disease","Unknown","14","0"
"Currently Pregnant","Female","6537","11"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6542","11"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","32392","2108"
"Diabetes Mellitus","Male","27782","2576"
"Diabetes Mellitus","Total","60275","4686"
"Diabetes Mellitus","Unknown","101","2"
"Hypertension/High blood pressure","Female","24955","1091"
"Hypertension/High blood pressure","Male","19607","1168"
"Hypertension/High blood pressure","Total","44672","2261"
"Hypertension/High blood pressure","Unknown","110","2"
"ICU","Female","5387","2128"
"ICU","Male","6847","2834"
"ICU","Total","12257","4965"
"ICU","Unknown","23","3"
"Immunocompromised Condition","Female","9988","583"
"Immunocompromised Condition","Male","5828","670"
"Immunocompromised Condition","Total","15834","1253"
"Immunocompromised Condition","Unknown","18","0"
"Missing/Unknown status on all conditions","Female","283724","973"
"Missing/Unknown status on all conditions","Male","260628","1144"
"Missing/Unknown status on all conditions","Total","552796","2119"
"Missing/Unknown status on all conditions","Unknown","8444","2"
"None of the above conditions","Female","311941","7816"
"None of the above conditions","Male","250666","8840"
"None of the above conditions","Total","564080","16660"
"None of the above conditions","Unknown","1473","4"
"Obesity (BMI>40)","Female","8813","250"
"Obesity (BMI>40)","Male","4786","216"
"Obesity (BMI>40)","Total","13621","466"
"Obesity (BMI>40)","Unknown","22","0"
"Other Chronic Diseases","Female","36345","2229"
"Other Chronic Diseases","Male","23797","2270"
"Other Chronic Diseases","Total","60257","4500"
"Other Chronic Diseases","Unknown","115","1"
"Smoker","Female","32256","779"
"Smoker","Male","38847","1471"
"Smoker","Total","71208","2250"
"Smoker","Unknown","105","0"
"Total with completed information","Female","324534","8532"
"Total with completed information","Male","261198","9641"
"Total with completed information","Total","587272","18179"
"Total with completed information","Unknown","1540","6"
