"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","184772","6641"
"Any Chronic Condition","Male","141834","7732"
"Any Chronic Condition","Total","327018","14375"
"Any Chronic Condition","Unknown","412","2"
"Any Disability","Female","13531","1695"
"Any Disability","Male","11079","1609"
"Any Disability","Total","24646","3304"
"Any Disability","Unknown","36","0"
"Cardiovascular Disease","Female","32604","3303"
"Cardiovascular Disease","Male","29855","4080"
"Cardiovascular Disease","Total","62504","7384"
"Cardiovascular Disease","Unknown","45","1"
"Chronic Liver Disease","Female","2129","193"
"Chronic Liver Disease","Male","1799","293"
"Chronic Liver Disease","Total","3931","486"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","50321","1924"
"Chronic Lung Disease","Male","32036","1953"
"Chronic Lung Disease","Total","82480","3877"
"Chronic Lung Disease","Unknown","123","0"
"Chronic Renal Disease","Female","7648","1470"
"Chronic Renal Disease","Male","7417","1866"
"Chronic Renal Disease","Total","15075","3337"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","12062","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","12070","27"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","40742","2730"
"Diabetes Mellitus","Male","34359","3351"
"Diabetes Mellitus","Total","75183","6083"
"Diabetes Mellitus","Unknown","82","2"
"Hypertension/High blood pressure","Female","40290","2001"
"Hypertension/High blood pressure","Male","31371","2236"
"Hypertension/High blood pressure","Total","71765","4237"
"Hypertension/High blood pressure","Unknown","104","0"
"ICU","Female","6976","2931"
"ICU","Male","8845","3940"
"ICU","Total","15852","6873"
"ICU","Unknown","31","2"
"Immunocompromised Condition","Female","8991","532"
"Immunocompromised Condition","Male","5218","592"
"Immunocompromised Condition","Total","14219","1124"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","557712","1348"
"Missing/Unknown status on all conditions","Male","493915","1539"
"Missing/Unknown status on all conditions","Total","1064542","2889"
"Missing/Unknown status on all conditions","Unknown","12915","2"
"None of the above conditions","Female","476745","12354"
"None of the above conditions","Male","370121","14410"
"None of the above conditions","Total","848770","26765"
"None of the above conditions","Unknown","1904","1"
"Obesity (BMI>40)","Female","14747","493"
"Obesity (BMI>40)","Male","7857","463"
"Obesity (BMI>40)","Total","22631","956"
"Obesity (BMI>40)","Unknown","27","0"
"Other Chronic Diseases","Female","41000","2657"
"Other Chronic Diseases","Male","26609","2749"
"Other Chronic Diseases","Total","67674","5406"
"Other Chronic Diseases","Unknown","65","0"
"Smoker","Female","43755","1068"
"Smoker","Male","50534","2013"
"Smoker","Total","94372","3081"
"Smoker","Unknown","83","0"
"Total with completed information","Female","494591","13183"
"Total with completed information","Male","382372","15315"
"Total with completed information","Total","878908","28501"
"Total with completed information","Unknown","1945","3"
