county_resident,positive,deaths,hospitalization,case_rate
Appling,1040,29,91,5603.15
Atkinson,444,3,58,5330.13
Bacon,598,14,47,5243.77
Baker,84,4,20,2695.76
Baldwin,2134,57,167,4803.28
Banks,488,8,67,2442.2
Barrow,2219,48,245,2568.79
Bartow,2938,87,295,2652.32
Ben Hill,791,24,80,4752.18
Berrien,455,12,22,2360.45
Bibb,6089,171,850,4001.97
Bleckley,435,21,27,3388.38
Brantley,346,10,33,1801.9
Brooks,523,26,55,3325.49
Bryan,1154,11,81,2948.62
Bulloch,2890,28,133,3636.73
Burke,813,10,87,3638.89
Butts,661,42,53,2625.72
Calhoun,246,8,47,3894.25
Camden,1303,13,54,2416.36
Candler,465,19,32,4290.86
Carroll,2807,68,158,2336.85
Catoosa,1202,18,77,1747.83
Charlton,638,7,25,4814.73
Chatham,8511,163,763,2912.97
Chattahoochee,1666,1,14,15499.12
Chattooga,784,22,55,3165.63
Cherokee,6118,92,489,2294.68
Clarke,5084,44,227,3917.43
Clay,122,2,9,4273.2
Clayton,7107,162,641,2331.4
Clinch,379,6,28,5694.11
Cobb,19740,427,1781,2496.88
Coffee,2070,50,303,4809.26
Colquitt,1895,34,154,4174.65
Columbia,3777,61,183,2381
Cook,551,13,61,3159.95
Coweta,2628,47,132,1728.94
Crawford,167,5,26,1365.72
Crisp,571,17,72,2561.8
Dade,286,5,21,1769.58
Dawson,830,8,76,3071.68
DeKalb,18859,367,2114,2377.72
Decatur,1165,29,90,4425.96
Dodge,431,12,41,2114.3
Dooly,340,14,52,2537.31
Dougherty,3159,187,645,3513.71
Douglas,3595,71,408,2366.6
Early,502,33,37,4947.76
Echols,241,2,9,6072.06
Effingham,1453,23,98,2269.39
Elbert,677,3,44,3573.5
Emanuel,1064,32,78,4694.67
Evans,430,6,36,4023.58
Fannin,681,24,53,2587.39
Fayette,1877,50,104,1596.85
Floyd,3219,45,242,3221.71
Forsyth,4114,46,326,1629.26
Franklin,758,13,59,3249.17
Fulton,27684,575,2422,2518.6
Gilmer,827,12,79,2632.33
Glascock,39,2,4,1289.26
Glynn,3486,95,288,4051.27
Gordon,1870,36,114,3221.42
Grady,785,22,91,3198.86
Greene,509,24,57,2719.45
Gwinnett,27647,409,2699,2846.85
Habersham,1674,67,223,3655.02
Hall,9373,154,973,4542.3
Hancock,394,42,64,4808.98
Haralson,487,8,27,1585.18
Harris,799,22,88,2301.8
Hart,521,13,67,1995.63
Heard,197,5,15,1592.56
Henry,5281,102,216,2201.65
Houston,3163,82,377,2014.15
Irwin,305,4,37,3233.33
Jackson,2024,33,165,2709.5
Jasper,222,4,21,1563.49
Jeff Davis,724,20,49,4779.51
Jefferson,804,29,76,5250.44
Jenkins,429,30,63,5002.33
Johnson,415,22,57,4295.62
Jones,560,9,49,1958.66
Lamar,372,18,42,1922.78
Lanier,295,5,15,2849.97
Laurens,1661,75,142,3511.92
Lee,700,26,104,2335.59
Liberty,1125,22,110,1817.33
Lincoln,213,7,24,2621.54
Long,252,3,19,1265.38
Lowndes,3920,82,200,3325.47
Lumpkin,926,14,92,2739.48
Macon,234,10,47,1801.66
Madison,704,8,58,2332.9
Marion,192,8,20,2315.21
McDuffie,605,14,69,2801.31
McIntosh,293,7,30,2011.4
Meriwether,546,13,72,2597.53
Miller,266,1,10,4614.85
Mitchell,811,45,149,3677
Monroe,699,52,84,2521.01
Montgomery,311,5,23,3371.64
Morgan,485,3,38,2534.23
Murray,840,6,52,2086.39
Muscogee,6048,170,668,3156.15
Newton,2610,90,272,2323.01
Non-GA Resident/Unknown State,16541,160,642,0
Oconee,761,26,64,1823.32
Oglethorpe,335,11,45,2198.16
Paulding,2806,54,143,1626.27
Peach,670,24,105,2447.49
Pickens,619,10,56,1846.11
Pierce,612,20,81,3131.24
Pike,333,10,31,1765.64
Polk,1490,18,102,3426.71
Pulaski,313,22,37,2873.4
Putnam,695,25,68,3175.69
Quitman,33,1,6,1438.54
Rabun,344,10,46,2025.2
Randolph,331,29,55,4900.8
Richmond,7147,162,569,3533.92
Rockdale,1865,37,225,1963.98
Schley,105,2,16,1990.52
Screven,417,10,44,3000
Seminole,361,9,24,4434.89
Spalding,1341,61,188,1940.38
Stephens,1083,38,116,4113.49
Stewart,523,14,81,8533.2
Sumter,934,62,200,3176.98
Talbot,166,6,22,2695.68
Taliaferro,22,0,2,1348.04
Tattnall,840,11,61,3305.66
Taylor,213,11,32,2676.55
Telfair,391,19,40,2499.36
Terrell,329,32,74,3885.67
Thomas,1497,64,168,3369.27
Tift,1803,57,223,4415.87
Toombs,1331,49,104,4932.74
Towns,341,9,37,2833.64
Treutlen,261,10,29,3821.94
Troup,2822,100,310,4007.73
Turner,306,24,48,3789
Twiggs,197,7,48,2436.31
Union,777,20,81,3066.9
Unknown,2206,7,56,0
Upson,799,62,81,3040.68
Walker,1569,36,81,2253.99
Walton,1836,55,178,1916.21
Ware,1509,60,180,4208.85
Warren,152,5,23,2917.47
Washington,676,8,51,3329.72
Wayne,1140,30,110,3803.3
Webster,43,2,10,1686.27
Wheeler,336,11,20,4248.32
White,848,19,101,2670.19
Whitfield,4625,60,241,4418.56
Wilcox,247,20,50,2810.01
Wilkes,268,5,30,2676.25
Wilkinson,341,18,61,3823.3
Worth,535,30,90,2656.14
