"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","128367","4868"
"Any Chronic Condition","Male","102183","5554"
"Any Chronic Condition","Total","231007","10424"
"Any Chronic Condition","Unknown","457","2"
"Any Disability","Female","9491","1344"
"Any Disability","Male","7295","1200"
"Any Disability","Total","16815","2545"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","26612","2659"
"Cardiovascular Disease","Male","24263","3189"
"Cardiovascular Disease","Total","50942","5848"
"Cardiovascular Disease","Unknown","67","0"
"Chronic Liver Disease","Female","1452","135"
"Chronic Liver Disease","Male","1260","199"
"Chronic Liver Disease","Total","2717","334"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","33779","1363"
"Chronic Lung Disease","Male","21487","1408"
"Chronic Lung Disease","Total","55366","2771"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5718","1118"
"Chronic Renal Disease","Male","5622","1383"
"Chronic Renal Disease","Total","11356","2501"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5639","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5644","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","30658","2003"
"Diabetes Mellitus","Male","26421","2470"
"Diabetes Mellitus","Total","57167","4474"
"Diabetes Mellitus","Unknown","88","1"
"Hypertension/High blood pressure","Female","21796","975"
"Hypertension/High blood pressure","Male","17215","1026"
"Hypertension/High blood pressure","Total","39100","2001"
"Hypertension/High blood pressure","Unknown","89","0"
"ICU","Female","5023","2017"
"ICU","Male","6391","2700"
"ICU","Total","11425","4718"
"ICU","Unknown","11","1"
"Immunocompromised Condition","Female","10218","591"
"Immunocompromised Condition","Male","5976","676"
"Immunocompromised Condition","Total","16218","1267"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","207749","848"
"Missing/Unknown status on all conditions","Male","191682","1019"
"Missing/Unknown status on all conditions","Total","406615","1868"
"Missing/Unknown status on all conditions","Unknown","7184","1"
"None of the above conditions","Female","284457","7257"
"None of the above conditions","Male","230972","8162"
"None of the above conditions","Total","516837","15420"
"None of the above conditions","Unknown","1408","1"
"Obesity (BMI>40)","Female","7603","218"
"Obesity (BMI>40)","Male","4143","190"
"Obesity (BMI>40)","Total","11762","408"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","35296","2180"
"Other Chronic Diseases","Male","23240","2223"
"Other Chronic Diseases","Total","58652","4403"
"Other Chronic Diseases","Unknown","116","0"
"Smoker","Female","29605","745"
"Smoker","Male","36419","1407"
"Smoker","Total","66121","2152"
"Smoker","Unknown","97","0"
"Total with completed information","Female","294813","7942"
"Total with completed information","Male","240006","8938"
"Total with completed information","Total","536272","16882"
"Total with completed information","Unknown","1453","2"
