"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","47610","2268"
"Any Chronic Condition","Male","38998","2512"
"Any Chronic Condition","Total","87032","4782"
"Any Chronic Condition","Unknown","424","2"
"Cardiovascular Disease","Female","15138","1468"
"Cardiovascular Disease","Male","12886","1657"
"Cardiovascular Disease","Total","28120","3125"
"Cardiovascular Disease","Unknown","96","0"
"Chronic Liver Disease","Female","597","62"
"Chronic Liver Disease","Male","538","89"
"Chronic Liver Disease","Total","1139","151"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","13658","675"
"Chronic Lung Disease","Male","8612","658"
"Chronic Lung Disease","Total","22409","1333"
"Chronic Lung Disease","Unknown","139","0"
"Chronic Renal Disease","Female","2828","570"
"Chronic Renal Disease","Male","2611","671"
"Chronic Renal Disease","Total","5461","1241"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2478","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2489","4"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","14042","955"
"Diabetes Mellitus","Male","11765","1173"
"Diabetes Mellitus","Total","25917","2130"
"Diabetes Mellitus","Unknown","110","2"
"ICU","Female","2622","972"
"ICU","Male","3351","1325"
"ICU","Total","5997","2300"
"ICU","Unknown","24","3"
"Immunocompromised Condition","Female","4526","277"
"Immunocompromised Condition","Male","2820","328"
"Immunocompromised Condition","Total","7374","605"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","74213","619"
"Missing/Unknown status on all conditions","Male","70253","713"
"Missing/Unknown status on all conditions","Total","150219","1337"
"Missing/Unknown status on all conditions","Unknown","5753","5"
"Neurologic/Neurodevelopmental","Female","3528","665"
"Neurologic/Neurodevelopmental","Male","2422","582"
"Neurologic/Neurodevelopmental","Total","5981","1247"
"Neurologic/Neurodevelopmental","Unknown","31","0"
"None of the above conditions","Female","112421","2817"
"None of the above conditions","Male","90745","2973"
"None of the above conditions","Total","204541","5790"
"None of the above conditions","Unknown","1375","0"
"Other Chronic Diseases","Female","7496","708"
"Other Chronic Diseases","Male","4807","709"
"Other Chronic Diseases","Total","12353","1417"
"Other Chronic Diseases","Unknown","50","0"
"Smoker","Female","12127","296"
"Smoker","Male","15581","598"
"Smoker","Total","27827","894"
"Smoker","Unknown","119","0"
"Total with completed information","Female","117591","3234"
"Total with completed information","Male","95340","3456"
"Total with completed information","Total","214370","6692"
"Total with completed information","Unknown","1439","2"
