"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","150806","5838"
"Any Chronic Condition","Male","119066","6695"
"Any Chronic Condition","Total","270229","12539"
"Any Chronic Condition","Unknown","357","6"
"Any Disability","Female","11124","1519"
"Any Disability","Male","8843","1382"
"Any Disability","Total","19990","2901"
"Any Disability","Unknown","23","0"
"Cardiovascular Disease","Female","29026","2974"
"Cardiovascular Disease","Male","26559","3621"
"Cardiovascular Disease","Total","55633","6599"
"Cardiovascular Disease","Unknown","48","4"
"Chronic Liver Disease","Female","1709","158"
"Chronic Liver Disease","Male","1492","240"
"Chronic Liver Disease","Total","3203","398"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","40491","1650"
"Chronic Lung Disease","Male","26096","1677"
"Chronic Lung Disease","Total","66670","3329"
"Chronic Lung Disease","Unknown","83","2"
"Chronic Renal Disease","Female","6541","1289"
"Chronic Renal Disease","Male","6346","1609"
"Chronic Renal Disease","Total","12898","2901"
"Chronic Renal Disease","Unknown","11","3"
"Currently Pregnant","Female","7512","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7515","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34778","2413"
"Diabetes Mellitus","Male","29718","2937"
"Diabetes Mellitus","Total","64563","5354"
"Diabetes Mellitus","Unknown","67","4"
"Hypertension/High blood pressure","Female","29444","1502"
"Hypertension/High blood pressure","Male","23052","1650"
"Hypertension/High blood pressure","Total","52583","3153"
"Hypertension/High blood pressure","Unknown","87","1"
"ICU","Female","6038","2529"
"ICU","Male","7623","3385"
"ICU","Total","13688","5919"
"ICU","Unknown","27","5"
"Immunocompromised Condition","Female","9551","574"
"Immunocompromised Condition","Male","5564","652"
"Immunocompromised Condition","Total","15126","1226"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312292","1120"
"Missing/Unknown status on all conditions","Male","290609","1259"
"Missing/Unknown status on all conditions","Total","611411","2380"
"Missing/Unknown status on all conditions","Unknown","8510","1"
"None of the above conditions","Female","352038","9862"
"None of the above conditions","Male","282024","11344"
"None of the above conditions","Total","635435","21215"
"None of the above conditions","Unknown","1373","9"
"Obesity (BMI>40)","Female","10629","359"
"Obesity (BMI>40)","Male","5811","330"
"Obesity (BMI>40)","Total","16457","689"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","37516","2405"
"Other Chronic Diseases","Male","24560","2431"
"Other Chronic Diseases","Total","62151","4836"
"Other Chronic Diseases","Unknown","75","0"
"Smoker","Female","35844","912"
"Smoker","Male","42549","1685"
"Smoker","Total","78479","2598"
"Smoker","Unknown","86","1"
"Total with completed information","Female","365499","10648"
"Total with completed information","Male","292946","12214"
"Total with completed information","Total","659860","22875"
"Total with completed information","Unknown","1415","13"
