"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","109015","4112"
"Any Chronic Condition","Male","86762","4798"
"Any Chronic Condition","Total","196437","8914"
"Any Chronic Condition","Unknown","660","4"
"Any Disability","Female","7761","1126"
"Any Disability","Male","5823","1039"
"Any Disability","Total","13630","2167"
"Any Disability","Unknown","46","2"
"Cardiovascular Disease","Female","24579","2333"
"Cardiovascular Disease","Male","22298","2826"
"Cardiovascular Disease","Total","46991","5160"
"Cardiovascular Disease","Unknown","114","1"
"Chronic Liver Disease","Female","1233","115"
"Chronic Liver Disease","Male","1079","168"
"Chronic Liver Disease","Total","2320","283"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28668","1149"
"Chronic Lung Disease","Male","18252","1210"
"Chronic Lung Disease","Total","47074","2360"
"Chronic Lung Disease","Unknown","154","1"
"Chronic Renal Disease","Female","5032","943"
"Chronic Renal Disease","Male","4933","1178"
"Chronic Renal Disease","Total","9990","2122"
"Chronic Renal Disease","Unknown","25","1"
"Currently Pregnant","Female","4607","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4619","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","26719","1697"
"Diabetes Mellitus","Male","23161","2123"
"Diabetes Mellitus","Total","50017","3821"
"Diabetes Mellitus","Unknown","137","1"
"Hypertension/High blood pressure","Female","13404","485"
"Hypertension/High blood pressure","Male","10592","581"
"Hypertension/High blood pressure","Total","24087","1068"
"Hypertension/High blood pressure","Unknown","91","2"
"ICU","Female","4160","1694"
"ICU","Male","5392","2317"
"ICU","Total","9570","4014"
"ICU","Unknown","18","3"
"Immunocompromised Condition","Female","9790","519"
"Immunocompromised Condition","Male","5782","616"
"Immunocompromised Condition","Total","15604","1135"
"Immunocompromised Condition","Unknown","32","0"
"Missing/Unknown status on all conditions","Female","201425","837"
"Missing/Unknown status on all conditions","Male","184160","1029"
"Missing/Unknown status on all conditions","Total","395243","1873"
"Missing/Unknown status on all conditions","Unknown","9658","7"
"None of the above conditions","Female","239015","6146"
"None of the above conditions","Male","193211","7006"
"None of the above conditions","Total","434120","13157"
"None of the above conditions","Unknown","1894","5"
"Obesity (BMI>40)","Female","4547","105"
"Obesity (BMI>40)","Male","2507","104"
"Obesity (BMI>40)","Total","7074","209"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","32631","1947"
"Other Chronic Diseases","Male","21642","2029"
"Other Chronic Diseases","Total","54472","3978"
"Other Chronic Diseases","Unknown","199","2"
"Smoker","Female","24660","583"
"Smoker","Male","30514","1164"
"Smoker","Total","55320","1747"
"Smoker","Unknown","146","0"
"Total with completed information","Female","249322","6832"
"Total with completed information","Male","202311","7775"
"Total with completed information","Total","453616","14614"
"Total with completed information","Unknown","1983","7"
