"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","171049","6208"
"Any Chronic Condition","Male","131892","7143"
"Any Chronic Condition","Total","303279","13356"
"Any Chronic Condition","Unknown","338","5"
"Any Disability","Female","12366","1618"
"Any Disability","Male","9993","1485"
"Any Disability","Total","22382","3104"
"Any Disability","Unknown","23","1"
"Cardiovascular Disease","Female","31050","3133"
"Cardiovascular Disease","Male","28322","3816"
"Cardiovascular Disease","Total","59418","6953"
"Cardiovascular Disease","Unknown","46","4"
"Chronic Liver Disease","Female","1932","169"
"Chronic Liver Disease","Male","1660","261"
"Chronic Liver Disease","Total","3594","430"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","46194","1777"
"Chronic Lung Disease","Male","29474","1804"
"Chronic Lung Disease","Total","75758","3582"
"Chronic Lung Disease","Unknown","90","1"
"Chronic Renal Disease","Female","7127","1373"
"Chronic Renal Disease","Male","6904","1705"
"Chronic Renal Disease","Total","14041","3080"
"Chronic Renal Disease","Unknown","10","2"
"Currently Pregnant","Female","10559","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","10566","23"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","38201","2573"
"Diabetes Mellitus","Male","32248","3114"
"Diabetes Mellitus","Total","70518","5689"
"Diabetes Mellitus","Unknown","69","2"
"Hypertension/High blood pressure","Female","35328","1739"
"Hypertension/High blood pressure","Male","27382","1906"
"Hypertension/High blood pressure","Total","62790","3646"
"Hypertension/High blood pressure","Unknown","80","1"
"ICU","Female","6555","2742"
"ICU","Male","8251","3636"
"ICU","Total","14836","6381"
"ICU","Unknown","30","3"
"Immunocompromised Condition","Female","9396","549"
"Immunocompromised Condition","Male","5409","609"
"Immunocompromised Condition","Total","14817","1158"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","520024","1202"
"Missing/Unknown status on all conditions","Male","457658","1357"
"Missing/Unknown status on all conditions","Total","989725","2561"
"Missing/Unknown status on all conditions","Unknown","12043","2"
"None of the above conditions","Female","433787","10705"
"None of the above conditions","Male","337435","12331"
"None of the above conditions","Total","772770","23038"
"None of the above conditions","Unknown","1548","2"
"Obesity (BMI>40)","Female","12996","437"
"Obesity (BMI>40)","Male","6948","401"
"Obesity (BMI>40)","Total","19961","838"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","39554","2532"
"Other Chronic Diseases","Male","25688","2570"
"Other Chronic Diseases","Total","65298","5102"
"Other Chronic Diseases","Unknown","56","0"
"Smoker","Female","40626","990"
"Smoker","Male","47298","1850"
"Smoker","Total","87996","2840"
"Smoker","Unknown","72","0"
"Total with completed information","Female","450641","11509"
"Total with completed information","Male","349385","13208"
"Total with completed information","Total","801619","24723"
"Total with completed information","Unknown","1593","6"
