"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","106048","3957"
"Any Chronic Condition","Male","84356","4639"
"Any Chronic Condition","Total","191100","8599"
"Any Chronic Condition","Unknown","696","3"
"Any Disability","Female","7498","1090"
"Any Disability","Male","5594","1007"
"Any Disability","Total","13143","2099"
"Any Disability","Unknown","51","2"
"Cardiovascular Disease","Female","24263","2254"
"Cardiovascular Disease","Male","21960","2748"
"Cardiovascular Disease","Total","46349","5003"
"Cardiovascular Disease","Unknown","126","1"
"Chronic Liver Disease","Female","1200","112"
"Chronic Liver Disease","Male","1051","158"
"Chronic Liver Disease","Total","2259","270"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","27867","1107"
"Chronic Lung Disease","Male","17777","1169"
"Chronic Lung Disease","Total","45804","2276"
"Chronic Lung Disease","Unknown","160","0"
"Chronic Renal Disease","Female","4919","904"
"Chronic Renal Disease","Male","4826","1137"
"Chronic Renal Disease","Total","9774","2042"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","4482","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4493","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","26138","1628"
"Diabetes Mellitus","Male","22625","2060"
"Diabetes Mellitus","Total","48908","3689"
"Diabetes Mellitus","Unknown","145","1"
"Hypertension/High blood pressure","Female","12255","416"
"Hypertension/High blood pressure","Male","9660","521"
"Hypertension/High blood pressure","Total","22005","938"
"Hypertension/High blood pressure","Unknown","90","1"
"ICU","Female","4073","1651"
"ICU","Male","5265","2264"
"ICU","Total","9357","3918"
"ICU","Unknown","19","3"
"Immunocompromised Condition","Female","9490","496"
"Immunocompromised Condition","Male","5618","594"
"Immunocompromised Condition","Total","15143","1090"
"Immunocompromised Condition","Unknown","35","0"
"Missing/Unknown status on all conditions","Female","200837","833"
"Missing/Unknown status on all conditions","Male","183266","1020"
"Missing/Unknown status on all conditions","Total","394045","1860"
"Missing/Unknown status on all conditions","Unknown","9942","7"
"None of the above conditions","Female","232375","5876"
"None of the above conditions","Male","187676","6693"
"None of the above conditions","Total","422011","12572"
"None of the above conditions","Unknown","1960","3"
"Obesity (BMI>40)","Female","4035","87"
"Obesity (BMI>40)","Male","2243","95"
"Obesity (BMI>40)","Total","6295","182"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","32179","1908"
"Other Chronic Diseases","Male","21337","1988"
"Other Chronic Diseases","Total","53733","3897"
"Other Chronic Diseases","Unknown","217","1"
"Smoker","Female","23951","562"
"Smoker","Male","29655","1118"
"Smoker","Total","53768","1680"
"Smoker","Unknown","162","0"
"Total with completed information","Female","242641","6547"
"Total with completed information","Male","196737","7459"
"Total with completed information","Total","441439","14011"
"Total with completed information","Unknown","2061","5"
