"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","48945","2327"
"Any Chronic Condition","Male","40083","2569"
"Any Chronic Condition","Total","89452","4899"
"Any Chronic Condition","Unknown","424","3"
"Cardiovascular Disease","Female","15538","1505"
"Cardiovascular Disease","Male","13241","1691"
"Cardiovascular Disease","Total","28878","3197"
"Cardiovascular Disease","Unknown","99","1"
"Chronic Liver Disease","Female","620","65"
"Chronic Liver Disease","Male","551","93"
"Chronic Liver Disease","Total","1176","158"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","14046","691"
"Chronic Lung Disease","Male","8864","672"
"Chronic Lung Disease","Total","23048","1364"
"Chronic Lung Disease","Unknown","138","1"
"Chronic Renal Disease","Female","2896","581"
"Chronic Renal Disease","Male","2668","686"
"Chronic Renal Disease","Total","5586","1267"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2530","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2540","4"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","14407","982"
"Diabetes Mellitus","Male","12058","1197"
"Diabetes Mellitus","Total","26577","2182"
"Diabetes Mellitus","Unknown","112","3"
"ICU","Female","2667","1000"
"ICU","Male","3408","1361"
"ICU","Total","6097","2365"
"ICU","Unknown","22","4"
"Immunocompromised Condition","Female","4665","283"
"Immunocompromised Condition","Male","2895","344"
"Immunocompromised Condition","Total","7586","627"
"Immunocompromised Condition","Unknown","26","0"
"Missing/Unknown status on all conditions","Female","75903","626"
"Missing/Unknown status on all conditions","Male","71829","722"
"Missing/Unknown status on all conditions","Total","153396","1352"
"Missing/Unknown status on all conditions","Unknown","5664","4"
"Neurologic/Neurodevelopmental","Female","3633","681"
"Neurologic/Neurodevelopmental","Male","2490","593"
"Neurologic/Neurodevelopmental","Total","6153","1274"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","115905","2904"
"None of the above conditions","Male","93584","3054"
"None of the above conditions","Total","210845","5959"
"None of the above conditions","Unknown","1356","1"
"Other Chronic Diseases","Female","7717","733"
"Other Chronic Diseases","Male","4926","726"
"Other Chronic Diseases","Total","12696","1460"
"Other Chronic Diseases","Unknown","53","1"
"Smoker","Female","12458","307"
"Smoker","Male","16043","615"
"Smoker","Total","28619","922"
"Smoker","Unknown","118","0"
"Total with completed information","Female","121145","3326"
"Total with completed information","Male","98223","3541"
"Total with completed information","Total","220785","6871"
"Total with completed information","Unknown","1417","4"
