"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","42172","2075"
"Any Chronic Condition","Male","34362","2261"
"Any Chronic Condition","Total","76952","4338"
"Any Chronic Condition","Unknown","418","2"
"Cardiovascular Disease","Female","13468","1342"
"Cardiovascular Disease","Male","11392","1491"
"Cardiovascular Disease","Total","24958","2833"
"Cardiovascular Disease","Unknown","98","0"
"Chronic Liver Disease","Female","526","56"
"Chronic Liver Disease","Male","475","79"
"Chronic Liver Disease","Total","1003","135"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","12123","632"
"Chronic Lung Disease","Male","7547","594"
"Chronic Lung Disease","Total","19807","1226"
"Chronic Lung Disease","Unknown","137","0"
"Chronic Renal Disease","Female","2579","520"
"Chronic Renal Disease","Male","2382","613"
"Chronic Renal Disease","Total","4982","1133"
"Chronic Renal Disease","Unknown","21","0"
"Currently Pregnant","Female","2218","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2228","4"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","12625","875"
"Diabetes Mellitus","Male","10451","1052"
"Diabetes Mellitus","Total","23186","1929"
"Diabetes Mellitus","Unknown","110","2"
"ICU","Female","2403","878"
"ICU","Male","3053","1175"
"ICU","Total","5482","2055"
"ICU","Unknown","26","2"
"Immunocompromised Condition","Female","4036","247"
"Immunocompromised Condition","Male","2485","300"
"Immunocompromised Condition","Total","6551","547"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","69735","583"
"Missing/Unknown status on all conditions","Male","65139","689"
"Missing/Unknown status on all conditions","Total","141206","1275"
"Missing/Unknown status on all conditions","Unknown","6332","3"
"Neurologic/Neurodevelopmental","Female","3199","617"
"Neurologic/Neurodevelopmental","Male","2176","534"
"Neurologic/Neurodevelopmental","Total","5407","1151"
"Neurologic/Neurodevelopmental","Unknown","32","0"
"None of the above conditions","Female","98158","2558"
"None of the above conditions","Male","78874","2657"
"None of the above conditions","Total","178375","5215"
"None of the above conditions","Unknown","1343","0"
"Other Chronic Diseases","Female","6752","660"
"Other Chronic Diseases","Male","4329","658"
"Other Chronic Diseases","Total","11132","1318"
"Other Chronic Diseases","Unknown","51","0"
"Smoker","Female","10631","273"
"Smoker","Male","13657","523"
"Smoker","Total","24412","796"
"Smoker","Unknown","124","0"
"Total with completed information","Female","103141","2958"
"Total with completed information","Male","83279","3113"
"Total with completed information","Total","187826","6073"
"Total with completed information","Unknown","1406","2"
