"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","133906","4955"
"Any Chronic Condition","Male","106149","5677"
"Any Chronic Condition","Total","240547","10634"
"Any Chronic Condition","Unknown","492","2"
"Any Disability","Female","9853","1368"
"Any Disability","Male","7600","1227"
"Any Disability","Total","17485","2596"
"Any Disability","Unknown","32","1"
"Cardiovascular Disease","Female","27216","2687"
"Cardiovascular Disease","Male","24818","3243"
"Cardiovascular Disease","Total","52107","5930"
"Cardiovascular Disease","Unknown","73","0"
"Chronic Liver Disease","Female","1514","136"
"Chronic Liver Disease","Male","1312","205"
"Chronic Liver Disease","Total","2832","341"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","35400","1384"
"Chronic Lung Disease","Male","22632","1443"
"Chronic Lung Disease","Total","58141","2827"
"Chronic Lung Disease","Unknown","109","0"
"Chronic Renal Disease","Female","5921","1130"
"Chronic Renal Disease","Male","5791","1416"
"Chronic Renal Disease","Total","11728","2546"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","6141","7"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6146","7"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31638","2043"
"Diabetes Mellitus","Male","27197","2519"
"Diabetes Mellitus","Total","58933","4563"
"Diabetes Mellitus","Unknown","98","1"
"Hypertension/High blood pressure","Female","23598","1025"
"Hypertension/High blood pressure","Male","18590","1089"
"Hypertension/High blood pressure","Total","42295","2114"
"Hypertension/High blood pressure","Unknown","107","0"
"ICU","Female","5192","2056"
"ICU","Male","6630","2760"
"ICU","Total","11836","4817"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10033","587"
"Immunocompromised Condition","Male","5859","671"
"Immunocompromised Condition","Total","15915","1258"
"Immunocompromised Condition","Unknown","23","0"
"Missing/Unknown status on all conditions","Female","244115","890"
"Missing/Unknown status on all conditions","Male","224891","1061"
"Missing/Unknown status on all conditions","Total","476865","1955"
"Missing/Unknown status on all conditions","Unknown","7859","4"
"None of the above conditions","Female","299896","7435"
"None of the above conditions","Male","241881","8405"
"None of the above conditions","Total","543285","15842"
"None of the above conditions","Unknown","1508","2"
"Obesity (BMI>40)","Female","8263","227"
"Obesity (BMI>40)","Male","4504","198"
"Obesity (BMI>40)","Total","12788","425"
"Obesity (BMI>40)","Unknown","21","0"
"Other Chronic Diseases","Female","35857","2204"
"Other Chronic Diseases","Male","23551","2253"
"Other Chronic Diseases","Total","59526","4457"
"Other Chronic Diseases","Unknown","118","0"
"Smoker","Female","31098","758"
"Smoker","Male","37790","1446"
"Smoker","Total","68992","2204"
"Smoker","Unknown","104","0"
"Total with completed information","Female","311414","8128"
"Total with completed information","Male","251666","9189"
"Total with completed information","Total","564647","17320"
"Total with completed information","Unknown","1567","3"
