"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","114807","4369"
"Any Chronic Condition","Male","91307","5041"
"Any Chronic Condition","Total","206668","9418"
"Any Chronic Condition","Unknown","554","8"
"Any Disability","Female","8271","1210"
"Any Disability","Male","6259","1101"
"Any Disability","Total","14569","2316"
"Any Disability","Unknown","39","5"
"Cardiovascular Disease","Female","25187","2447"
"Cardiovascular Disease","Male","22887","2940"
"Cardiovascular Disease","Total","48158","5390"
"Cardiovascular Disease","Unknown","84","3"
"Chronic Liver Disease","Female","1296","121"
"Chronic Liver Disease","Male","1132","176"
"Chronic Liver Disease","Total","2436","298"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30181","1227"
"Chronic Lung Disease","Male","19209","1276"
"Chronic Lung Disease","Total","49520","2505"
"Chronic Lung Disease","Unknown","130","2"
"Chronic Renal Disease","Female","5216","994"
"Chronic Renal Disease","Male","5131","1244"
"Chronic Renal Disease","Total","10370","2239"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4854","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4864","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27868","1785"
"Diabetes Mellitus","Male","24091","2230"
"Diabetes Mellitus","Total","52075","4019"
"Diabetes Mellitus","Unknown","116","4"
"Hypertension/High blood pressure","Female","15815","613"
"Hypertension/High blood pressure","Male","12379","699"
"Hypertension/High blood pressure","Total","28294","1316"
"Hypertension/High blood pressure","Unknown","100","4"
"ICU","Female","4384","1782"
"ICU","Male","5632","2415"
"ICU","Total","10034","4201"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10283","554"
"Immunocompromised Condition","Male","6048","646"
"Immunocompromised Condition","Total","16363","1202"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203679","845"
"Missing/Unknown status on all conditions","Male","186628","1031"
"Missing/Unknown status on all conditions","Total","399396","1884"
"Missing/Unknown status on all conditions","Unknown","9089","8"
"None of the above conditions","Female","252120","6590"
"None of the above conditions","Male","204258","7466"
"None of the above conditions","Total","458038","14067"
"None of the above conditions","Unknown","1660","11"
"Obesity (BMI>40)","Female","5479","132"
"Obesity (BMI>40)","Male","2970","123"
"Obesity (BMI>40)","Total","8468","256"
"Obesity (BMI>40)","Unknown","19","1"
"Other Chronic Diseases","Female","33464","2024"
"Other Chronic Diseases","Male","22078","2080"
"Other Chronic Diseases","Total","55695","4107"
"Other Chronic Diseases","Unknown","153","3"
"Smoker","Female","26073","627"
"Smoker","Male","32213","1234"
"Smoker","Total","58401","1861"
"Smoker","Unknown","115","0"
"Total with completed information","Female","262452","7288"
"Total with completed information","Male","213361","8240"
"Total with completed information","Total","477537","15541"
"Total with completed information","Unknown","1724","13"
