"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","91276","3390"
"Any Chronic Condition","Male","72577","3893"
"Any Chronic Condition","Total","164461","7289"
"Any Chronic Condition","Unknown","608","6"
"Cardiovascular Disease","Female","22918","2026"
"Cardiovascular Disease","Male","20511","2388"
"Cardiovascular Disease","Total","43553","4416"
"Cardiovascular Disease","Unknown","124","2"
"Chronic Liver Disease","Female","1054","94"
"Chronic Liver Disease","Male","923","134"
"Chronic Liver Disease","Total","1985","228"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","24927","977"
"Chronic Lung Disease","Male","15768","986"
"Chronic Lung Disease","Total","40846","1965"
"Chronic Lung Disease","Unknown","151","2"
"Chronic Renal Disease","Female","4463","792"
"Chronic Renal Disease","Male","4319","972"
"Chronic Renal Disease","Total","8811","1765"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","4025","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4034","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","23677","1409"
"Diabetes Mellitus","Male","20261","1741"
"Diabetes Mellitus","Total","44076","3154"
"Diabetes Mellitus","Unknown","138","4"
"ICU","Female","3701","1443"
"ICU","Male","4791","1934"
"ICU","Total","8511","3379"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8520","408"
"Immunocompromised Condition","Male","5055","492"
"Immunocompromised Condition","Total","13606","900"
"Immunocompromised Condition","Unknown","31","0"
"Missing/Unknown status on all conditions","Female","188710","784"
"Missing/Unknown status on all conditions","Male","171262","962"
"Missing/Unknown status on all conditions","Total","369564","1754"
"Missing/Unknown status on all conditions","Unknown","9592","8"
"Neurologic/Neurodevelopmental","Female","6442","939"
"Neurologic/Neurodevelopmental","Male","4699","862"
"Neurologic/Neurodevelopmental","Total","11187","1802"
"Neurologic/Neurodevelopmental","Unknown","46","1"
"None of the above conditions","Female","207056","4706"
"None of the above conditions","Male","166269","5226"
"None of the above conditions","Total","375107","9950"
"None of the above conditions","Unknown","1782","18"
"Other Chronic Diseases","Female","30022","1734"
"Other Chronic Diseases","Male","19994","1777"
"Other Chronic Diseases","Total","50218","3512"
"Other Chronic Diseases","Unknown","202","1"
"Smoker","Female","21246","482"
"Smoker","Male","26334","938"
"Smoker","Total","47718","1420"
"Smoker","Unknown","138","0"
"Total with completed information","Female","216776","5319"
"Total with completed information","Male","174860","5954"
"Total with completed information","Total","393513","11294"
"Total with completed information","Unknown","1877","21"
