"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","103306","3832"
"Any Chronic Condition","Male","82092","4457"
"Any Chronic Condition","Total","186091","8295"
"Any Chronic Condition","Unknown","693","6"
"Any Disability","Female","7248","1052"
"Any Disability","Male","5383","969"
"Any Disability","Total","12682","2021"
"Any Disability","Unknown","51","0"
"Cardiovascular Disease","Female","23969","2202"
"Cardiovascular Disease","Male","21646","2664"
"Cardiovascular Disease","Total","45746","4869"
"Cardiovascular Disease","Unknown","131","3"
"Chronic Liver Disease","Female","1165","108"
"Chronic Liver Disease","Male","1012","149"
"Chronic Liver Disease","Total","2186","257"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","27178","1085"
"Chronic Lung Disease","Male","17297","1120"
"Chronic Lung Disease","Total","44639","2207"
"Chronic Lung Disease","Unknown","164","2"
"Chronic Renal Disease","Female","4805","871"
"Chronic Renal Disease","Male","4711","1101"
"Chronic Renal Disease","Total","9548","1975"
"Chronic Renal Disease","Unknown","32","3"
"Currently Pregnant","Female","4356","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4367","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","25541","1577"
"Diabetes Mellitus","Male","22086","1991"
"Diabetes Mellitus","Total","47771","3571"
"Diabetes Mellitus","Unknown","144","3"
"Hypertension/High blood pressure","Female","11174","348"
"Hypertension/High blood pressure","Male","8744","443"
"Hypertension/High blood pressure","Total","20005","792"
"Hypertension/High blood pressure","Unknown","87","1"
"ICU","Female","3971","1605"
"ICU","Male","5166","2189"
"ICU","Total","9158","3798"
"ICU","Unknown","21","4"
"Immunocompromised Condition","Female","9256","473"
"Immunocompromised Condition","Male","5476","554"
"Immunocompromised Condition","Total","14770","1027"
"Immunocompromised Condition","Unknown","38","0"
"Missing/Unknown status on all conditions","Female","200045","834"
"Missing/Unknown status on all conditions","Male","182036","1010"
"Missing/Unknown status on all conditions","Total","391790","1854"
"Missing/Unknown status on all conditions","Unknown","9709","10"
"None of the above conditions","Female","226138","5593"
"None of the above conditions","Male","182263","6314"
"None of the above conditions","Total","410342","11924"
"None of the above conditions","Unknown","1941","17"
"Obesity (BMI>40)","Female","3652","75"
"Obesity (BMI>40)","Male","2031","81"
"Obesity (BMI>40)","Total","5700","156"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","31689","1868"
"Other Chronic Diseases","Male","21037","1923"
"Other Chronic Diseases","Total","52941","3792"
"Other Chronic Diseases","Unknown","215","1"
"Smoker","Female","23245","542"
"Smoker","Male","28877","1073"
"Smoker","Total","52280","1615"
"Smoker","Unknown","158","0"
"Total with completed information","Female","236361","6257"
"Total with completed information","Male","191286","7079"
"Total with completed information","Total","429692","13355"
"Total with completed information","Unknown","2045","19"
