"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","121758","4687"
"Any Chronic Condition","Male","96885","5388"
"Any Chronic Condition","Total","219110","10077"
"Any Chronic Condition","Unknown","467","2"
"Any Disability","Female","8906","1294"
"Any Disability","Male","6817","1163"
"Any Disability","Total","15753","2458"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","25857","2582"
"Cardiovascular Disease","Male","23563","3091"
"Cardiovascular Disease","Total","49490","5674"
"Cardiovascular Disease","Unknown","70","1"
"Chronic Liver Disease","Female","1377","131"
"Chronic Liver Disease","Male","1194","188"
"Chronic Liver Disease","Total","2577","319"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31957","1310"
"Chronic Lung Disease","Male","20333","1361"
"Chronic Lung Disease","Total","52395","2671"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","5480","1076"
"Chronic Renal Disease","Male","5391","1331"
"Chronic Renal Disease","Total","10890","2407"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5219","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5225","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29265","1923"
"Diabetes Mellitus","Male","25307","2399"
"Diabetes Mellitus","Total","54664","4323"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","18828","831"
"Hypertension/High blood pressure","Male","14856","906"
"Hypertension/High blood pressure","Total","33777","1737"
"Hypertension/High blood pressure","Unknown","93","0"
"ICU","Female","4718","1927"
"ICU","Male","6029","2593"
"ICU","Total","10761","4521"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10903","608"
"Immunocompromised Condition","Male","6369","700"
"Immunocompromised Condition","Total","17302","1308"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","200292","842"
"Missing/Unknown status on all conditions","Male","184434","1013"
"Missing/Unknown status on all conditions","Total","392483","1857"
"Missing/Unknown status on all conditions","Unknown","7757","2"
"None of the above conditions","Female","268083","7015"
"None of the above conditions","Male","217718","7915"
"None of the above conditions","Total","487233","14933"
"None of the above conditions","Unknown","1432","3"
"Obesity (BMI>40)","Female","6588","181"
"Obesity (BMI>40)","Male","3577","168"
"Obesity (BMI>40)","Total","10180","349"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34516","2111"
"Other Chronic Diseases","Male","22751","2160"
"Other Chronic Diseases","Total","57387","4271"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","27784","701"
"Smoker","Male","34276","1351"
"Smoker","Total","62164","2052"
"Smoker","Unknown","104","0"
"Total with completed information","Female","278170","7707"
"Total with completed information","Male","226585","8692"
"Total with completed information","Total","506232","16403"
"Total with completed information","Unknown","1477","4"
