"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","41067","2026"
"Any Chronic Condition","Male","33364","2198"
"Any Chronic Condition","Total","74853","4226"
"Any Chronic Condition","Unknown","422","2"
"Cardiovascular Disease","Female","13117","1312"
"Cardiovascular Disease","Male","11056","1460"
"Cardiovascular Disease","Total","24273","2772"
"Cardiovascular Disease","Unknown","100","0"
"Chronic Liver Disease","Female","517","55"
"Chronic Liver Disease","Male","460","71"
"Chronic Liver Disease","Total","979","126"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","11781","619"
"Chronic Lung Disease","Male","7348","578"
"Chronic Lung Disease","Total","19266","1197"
"Chronic Lung Disease","Unknown","137","0"
"Chronic Renal Disease","Female","2519","506"
"Chronic Renal Disease","Male","2318","600"
"Chronic Renal Disease","Total","4859","1106"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2172","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2182","4"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","12340","855"
"Diabetes Mellitus","Male","10187","1016"
"Diabetes Mellitus","Total","22641","1873"
"Diabetes Mellitus","Unknown","114","2"
"ICU","Female","2360","858"
"ICU","Male","2977","1139"
"ICU","Total","5363","1999"
"ICU","Unknown","26","2"
"Immunocompromised Condition","Female","3930","242"
"Immunocompromised Condition","Male","2417","287"
"Immunocompromised Condition","Total","6376","529"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","69407","576"
"Missing/Unknown status on all conditions","Male","64615","684"
"Missing/Unknown status on all conditions","Total","140588","1262"
"Missing/Unknown status on all conditions","Unknown","6566","2"
"Neurologic/Neurodevelopmental","Female","3145","607"
"Neurologic/Neurodevelopmental","Male","2125","524"
"Neurologic/Neurodevelopmental","Total","5302","1131"
"Neurologic/Neurodevelopmental","Unknown","32","0"
"None of the above conditions","Female","95121","2471"
"None of the above conditions","Male","76489","2580"
"None of the above conditions","Total","172953","5051"
"None of the above conditions","Unknown","1343","0"
"Other Chronic Diseases","Female","6607","645"
"Other Chronic Diseases","Male","4208","644"
"Other Chronic Diseases","Total","10867","1289"
"Other Chronic Diseases","Unknown","52","0"
"Smoker","Female","10311","265"
"Smoker","Male","13238","508"
"Smoker","Total","23673","773"
"Smoker","Unknown","124","0"
"Total with completed information","Female","100082","2867"
"Total with completed information","Male","80846","3031"
"Total with completed information","Total","182337","5900"
"Total with completed information","Unknown","1409","2"
