"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","198780","6763"
"Any Chronic Condition","Male","149541","7863"
"Any Chronic Condition","Total","348663","14628"
"Any Chronic Condition","Unknown","342","2"
"Any Disability","Female","14335","1723"
"Any Disability","Male","11807","1631"
"Any Disability","Total","26167","3354"
"Any Disability","Unknown","25","0"
"Cardiovascular Disease","Female","33699","3343"
"Cardiovascular Disease","Male","30941","4127"
"Cardiovascular Disease","Total","64682","7471"
"Cardiovascular Disease","Unknown","42","1"
"Chronic Liver Disease","Female","2263","198"
"Chronic Liver Disease","Male","1887","300"
"Chronic Liver Disease","Total","4151","498"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","53561","1961"
"Chronic Lung Disease","Male","33794","1982"
"Chronic Lung Disease","Total","87447","3943"
"Chronic Lung Disease","Unknown","92","0"
"Chronic Renal Disease","Female","7932","1485"
"Chronic Renal Disease","Male","7693","1898"
"Chronic Renal Disease","Total","15632","3384"
"Chronic Renal Disease","Unknown","7","1"
"Currently Pregnant","Female","15784","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","15793","27"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","42800","2756"
"Diabetes Mellitus","Male","35966","3400"
"Diabetes Mellitus","Total","78829","6158"
"Diabetes Mellitus","Unknown","63","2"
"Hypertension/High blood pressure","Female","44864","2073"
"Hypertension/High blood pressure","Male","34525","2312"
"Hypertension/High blood pressure","Total","79474","4385"
"Hypertension/High blood pressure","Unknown","85","0"
"ICU","Female","7158","2994"
"ICU","Male","9065","4014"
"ICU","Total","16254","7010"
"ICU","Unknown","31","2"
"Immunocompromised Condition","Female","8688","522"
"Immunocompromised Condition","Male","5059","586"
"Immunocompromised Condition","Total","13753","1108"
"Immunocompromised Condition","Unknown","6","0"
"Missing/Unknown status on all conditions","Female","580954","1367"
"Missing/Unknown status on all conditions","Male","516295","1561"
"Missing/Unknown status on all conditions","Total","1109340","2930"
"Missing/Unknown status on all conditions","Unknown","12091","2"
"None of the above conditions","Female","513109","12648"
"None of the above conditions","Male","394489","14761"
"None of the above conditions","Total","909327","27409"
"None of the above conditions","Unknown","1729","0"
"Obesity (BMI>40)","Female","16297","501"
"Obesity (BMI>40)","Male","8540","472"
"Obesity (BMI>40)","Total","24859","973"
"Obesity (BMI>40)","Unknown","22","0"
"Other Chronic Diseases","Female","42027","2693"
"Other Chronic Diseases","Male","27156","2801"
"Other Chronic Diseases","Total","69242","5494"
"Other Chronic Diseases","Unknown","59","0"
"Smoker","Female","46182","1099"
"Smoker","Male","52983","2051"
"Smoker","Total","99234","3150"
"Smoker","Unknown","69","0"
"Total with completed information","Female","533156","13481"
"Total with completed information","Male","406855","15659"
"Total with completed information","Total","941777","29142"
"Total with completed information","Unknown","1766","2"
