"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","108187","4053"
"Any Chronic Condition","Male","86127","4746"
"Any Chronic Condition","Total","195019","8802"
"Any Chronic Condition","Unknown","705","3"
"Any Disability","Female","7674","1110"
"Any Disability","Male","5762","1028"
"Any Disability","Total","13488","2140"
"Any Disability","Unknown","52","2"
"Cardiovascular Disease","Female","24497","2301"
"Cardiovascular Disease","Male","22209","2797"
"Cardiovascular Disease","Total","46832","5099"
"Cardiovascular Disease","Unknown","126","1"
"Chronic Liver Disease","Female","1219","113"
"Chronic Liver Disease","Male","1072","163"
"Chronic Liver Disease","Total","2299","276"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28437","1135"
"Chronic Lung Disease","Male","18131","1195"
"Chronic Lung Disease","Total","46729","2330"
"Chronic Lung Disease","Unknown","161","0"
"Chronic Renal Disease","Female","5001","927"
"Chronic Renal Disease","Male","4912","1167"
"Chronic Renal Disease","Total","9942","2095"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","4562","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4574","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","26567","1667"
"Diabetes Mellitus","Male","23040","2107"
"Diabetes Mellitus","Total","49754","3775"
"Diabetes Mellitus","Unknown","147","1"
"Hypertension/High blood pressure","Female","13064","460"
"Hypertension/High blood pressure","Male","10358","566"
"Hypertension/High blood pressure","Total","23517","1027"
"Hypertension/High blood pressure","Unknown","95","1"
"ICU","Female","4137","1678"
"ICU","Male","5359","2304"
"ICU","Total","9515","3985"
"ICU","Unknown","19","3"
"Immunocompromised Condition","Female","9704","513"
"Immunocompromised Condition","Male","5748","612"
"Immunocompromised Condition","Total","15486","1125"
"Immunocompromised Condition","Unknown","34","0"
"Missing/Unknown status on all conditions","Female","201387","834"
"Missing/Unknown status on all conditions","Male","184006","1024"
"Missing/Unknown status on all conditions","Total","395326","1865"
"Missing/Unknown status on all conditions","Unknown","9933","7"
"None of the above conditions","Female","237057","6044"
"None of the above conditions","Male","191652","6889"
"None of the above conditions","Total","430704","12936"
"None of the above conditions","Unknown","1995","3"
"Obesity (BMI>40)","Female","4393","97"
"Obesity (BMI>40)","Male","2446","100"
"Obesity (BMI>40)","Total","6859","197"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","32518","1932"
"Other Chronic Diseases","Male","21572","2014"
"Other Chronic Diseases","Total","54302","3947"
"Other Chronic Diseases","Unknown","212","1"
"Smoker","Female","24454","577"
"Smoker","Male","30292","1147"
"Smoker","Total","54911","1724"
"Smoker","Unknown","165","0"
"Total with completed information","Female","247373","6727"
"Total with completed information","Male","200769","7660"
"Total with completed information","Total","450234","14392"
"Total with completed information","Unknown","2092","5"
