"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","183645","6619"
"Any Chronic Condition","Male","141083","7710"
"Any Chronic Condition","Total","325136","14331"
"Any Chronic Condition","Unknown","408","2"
"Any Disability","Female","13461","1689"
"Any Disability","Male","10998","1606"
"Any Disability","Total","24494","3295"
"Any Disability","Unknown","35","0"
"Cardiovascular Disease","Female","32520","3297"
"Cardiovascular Disease","Male","29762","4071"
"Cardiovascular Disease","Total","62328","7369"
"Cardiovascular Disease","Unknown","46","1"
"Chronic Liver Disease","Female","2116","192"
"Chronic Liver Disease","Male","1794","293"
"Chronic Liver Disease","Total","3912","485"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","50025","1918"
"Chronic Lung Disease","Male","31871","1951"
"Chronic Lung Disease","Total","82018","3869"
"Chronic Lung Disease","Unknown","122","0"
"Chronic Renal Disease","Female","7616","1465"
"Chronic Renal Disease","Male","7392","1861"
"Chronic Renal Disease","Total","15018","3327"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","11849","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11857","27"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","40553","2724"
"Diabetes Mellitus","Male","34229","3341"
"Diabetes Mellitus","Total","74862","6067"
"Diabetes Mellitus","Unknown","80","2"
"Hypertension/High blood pressure","Female","39882","1987"
"Hypertension/High blood pressure","Male","31080","2223"
"Hypertension/High blood pressure","Total","71062","4210"
"Hypertension/High blood pressure","Unknown","100","0"
"ICU","Female","6959","2924"
"ICU","Male","8814","3929"
"ICU","Total","15804","6855"
"ICU","Unknown","31","2"
"Immunocompromised Condition","Female","9032","533"
"Immunocompromised Condition","Male","5233","593"
"Immunocompromised Condition","Total","14275","1126"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","559312","1348"
"Missing/Unknown status on all conditions","Male","494783","1534"
"Missing/Unknown status on all conditions","Total","1067273","2884"
"Missing/Unknown status on all conditions","Unknown","13178","2"
"None of the above conditions","Female","473619","12286"
"None of the above conditions","Male","367706","14334"
"None of the above conditions","Total","843213","26620"
"None of the above conditions","Unknown","1888","0"
"Obesity (BMI>40)","Female","14585","490"
"Obesity (BMI>40)","Male","7797","462"
"Obesity (BMI>40)","Total","22407","952"
"Obesity (BMI>40)","Unknown","25","0"
"Other Chronic Diseases","Female","40902","2652"
"Other Chronic Diseases","Male","26548","2744"
"Other Chronic Diseases","Total","67516","5396"
"Other Chronic Diseases","Unknown","66","0"
"Smoker","Female","43537","1064"
"Smoker","Male","50284","2006"
"Smoker","Total","93906","3070"
"Smoker","Unknown","85","0"
"Total with completed information","Female","491374","13114"
"Total with completed information","Male","379964","15241"
"Total with completed information","Total","873268","28357"
"Total with completed information","Unknown","1930","2"
