county_resident,positive,deaths,hospitalization,case_rate
Appling,991,26,89,5339.15
Atkinson,434,3,56,5210.08
Bacon,585,10,45,5129.78
Baker,75,3,17,2406.93
Baldwin,2020,55,149,4546.68
Banks,460,7,62,2302.07
Barrow,2054,44,231,2377.78
Bartow,2779,81,269,2508.78
Ben Hill,729,20,78,4379.69
Berrien,430,11,20,2230.75
Bibb,5919,156,824,3890.24
Bleckley,421,19,25,3279.33
Brantley,334,9,32,1739.4
Brooks,510,27,55,3242.83
Bryan,1046,11,77,2672.66
Bulloch,2741,25,128,3449.23
Burke,756,9,82,3383.76
Butts,623,41,52,2474.78
Calhoun,232,7,45,3672.63
Camden,1208,7,48,2240.19
Candler,406,17,27,3746.42
Carroll,2606,63,151,2169.52
Catoosa,1079,16,72,1568.98
Charlton,608,6,22,4588.33
Chatham,8010,145,740,2741.5
Chattahoochee,1613,1,13,15006.05
Chattooga,709,12,50,2862.8
Cherokee,5712,90,474,2142.4
Clarke,4821,41,202,3714.78
Clay,120,2,9,4203.15
Clayton,7024,156,645,2304.17
Clinch,355,6,27,5333.53
Cobb,18941,419,1704,2395.81
Coffee,1963,42,292,4560.66
Colquitt,1898,33,152,4181.26
Columbia,3598,56,176,2268.16
Cook,538,12,55,3085.39
Coweta,2483,40,121,1633.54
Crawford,165,4,26,1349.36
Crisp,529,17,69,2373.37
Dade,266,4,19,1645.84
Dawson,776,6,73,2871.84
DeKalb,17907,346,2018,2257.7
Decatur,1087,26,83,4129.63
Dodge,389,11,36,1908.27
Dooly,320,14,50,2388.06
Dougherty,3100,182,629,3448.08
Douglas,3423,70,396,2253.37
Early,459,32,37,4523.95
Echols,238,2,9,5996.47
Effingham,1338,22,87,2089.78
Elbert,591,3,36,3119.56
Emanuel,970,28,74,4279.92
Evans,409,6,32,3827.08
Fannin,579,10,43,2199.85
Fayette,1725,48,97,1467.54
Floyd,2902,39,218,2904.44
Forsyth,3665,42,303,1451.44
Franklin,698,11,55,2991.98
Fulton,26778,563,2326,2436.18
Gilmer,792,11,76,2520.93
Glascock,37,2,4,1223.14
Glynn,3400,92,270,3951.33
Gordon,1751,35,109,3016.42
Grady,738,21,90,3007.33
Greene,490,23,54,2617.94
Gwinnett,26403,388,2608,2718.75
Habersham,1531,65,202,3342.79
Hall,8634,143,924,4184.17
Hancock,386,41,63,4711.34
Haralson,425,8,26,1383.37
Harris,771,21,84,2221.13
Hart,482,12,60,1846.25
Heard,188,5,14,1519.81
Henry,4895,96,194,2040.72
Houston,3002,76,360,1911.63
Irwin,278,4,35,2947.1
Jackson,1855,30,151,2483.27
Jasper,209,4,20,1471.93
Jeff Davis,699,18,45,4614.47
Jefferson,764,23,74,4989.22
Jenkins,392,29,62,4570.9
Johnson,410,22,55,4243.87
Jones,523,8,45,1829.25
Lamar,350,17,38,1809.07
Lanier,292,5,15,2820.98
Laurens,1557,62,131,3292.03
Lee,689,25,101,2298.89
Liberty,1050,22,106,1696.17
Lincoln,206,7,24,2535.38
Long,226,3,18,1134.82
Lowndes,3786,76,190,3211.8
Lumpkin,850,13,85,2514.64
Macon,226,10,46,1740.07
Madison,657,8,52,2177.15
Marion,185,8,20,2230.8
McDuffie,571,13,67,2643.89
McIntosh,280,7,28,1922.15
Meriwether,530,12,69,2521.41
Miller,240,1,10,4163.78
Mitchell,770,45,142,3491.11
Monroe,654,46,81,2358.71
Montgomery,287,5,21,3111.45
Morgan,467,2,34,2440.17
Murray,782,5,47,1942.33
Muscogee,5831,160,640,3042.91
Newton,2501,80,256,2226
Non-GA Resident/Unknown State,16567,147,608,0
Oconee,704,25,59,1686.75
Oglethorpe,310,11,44,2034.12
Paulding,2693,47,139,1560.78
Peach,648,20,100,2367.12
Pickens,592,10,55,1765.58
Pierce,587,17,77,3003.33
Pike,305,9,27,1617.18
Polk,1387,17,95,3189.83
Pulaski,304,13,37,2790.78
Putnam,673,23,70,3075.17
Quitman,31,1,6,1351.35
Rabun,317,7,43,1866.24
Randolph,331,28,55,4900.8
Richmond,6780,150,544,3352.45
Rockdale,1792,34,211,1887.11
Schley,104,2,15,1971.56
Screven,362,9,41,2604.32
Seminole,338,9,23,4152.33
Spalding,1273,55,179,1841.99
Stephens,966,32,103,3669.1
Stewart,462,13,79,7537.93
Sumter,918,60,194,3122.56
Talbot,158,5,22,2565.77
Taliaferro,20,0,1,1225.49
Tattnall,769,9,56,3026.25
Taylor,201,8,30,2525.76
Telfair,376,16,39,2403.48
Terrell,325,31,74,3838.43
Thomas,1465,58,163,3297.25
Tift,1661,56,217,4068.09
Toombs,1270,42,95,4706.67
Towns,284,8,37,2359.98
Treutlen,244,7,25,3573
Troup,2739,93,304,3889.85
Turner,289,22,48,3578.5
Twiggs,182,7,43,2250.8
Union,649,17,74,2561.67
Unknown,2465,4,62,0
Upson,743,59,76,2827.57
Walker,1403,29,70,2015.52
Walton,1719,52,168,1794.1
Ware,1456,53,169,4061.03
Warren,131,5,23,2514.4
Washington,652,7,47,3211.51
Wayne,1081,27,99,3606.46
Webster,43,2,10,1686.27
Wheeler,322,11,19,4071.31
White,710,17,91,2235.66
Whitfield,4405,60,234,4208.38
Wilcox,240,20,50,2730.38
Wilkes,257,4,29,2566.41
Wilkinson,328,17,59,3677.54
Worth,519,29,87,2576.71
