"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","121141","4639"
"Any Chronic Condition","Male","96395","5335"
"Any Chronic Condition","Total","217998","9976"
"Any Chronic Condition","Unknown","462","2"
"Any Disability","Female","8842","1280"
"Any Disability","Male","6761","1155"
"Any Disability","Total","15633","2436"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","25796","2568"
"Cardiovascular Disease","Male","23496","3070"
"Cardiovascular Disease","Total","49361","5639"
"Cardiovascular Disease","Unknown","69","1"
"Chronic Liver Disease","Female","1368","129"
"Chronic Liver Disease","Male","1190","183"
"Chronic Liver Disease","Total","2564","312"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31826","1304"
"Chronic Lung Disease","Male","20216","1343"
"Chronic Lung Disease","Total","52146","2647"
"Chronic Lung Disease","Unknown","104","0"
"Chronic Renal Disease","Female","5450","1063"
"Chronic Renal Disease","Male","5367","1317"
"Chronic Renal Disease","Total","10836","2380"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5194","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5200","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29120","1896"
"Diabetes Mellitus","Male","25183","2378"
"Diabetes Mellitus","Total","54394","4275"
"Diabetes Mellitus","Unknown","91","1"
"Hypertension/High blood pressure","Female","18520","789"
"Hypertension/High blood pressure","Male","14599","868"
"Hypertension/High blood pressure","Total","33210","1657"
"Hypertension/High blood pressure","Unknown","91","0"
"ICU","Female","4675","1901"
"ICU","Male","5974","2562"
"ICU","Total","10664","4464"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10840","603"
"Immunocompromised Condition","Male","6348","694"
"Immunocompromised Condition","Total","17218","1297"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","200933","846"
"Missing/Unknown status on all conditions","Male","184944","1017"
"Missing/Unknown status on all conditions","Total","393686","1865"
"Missing/Unknown status on all conditions","Unknown","7809","2"
"None of the above conditions","Female","266734","6981"
"None of the above conditions","Male","216547","7871"
"None of the above conditions","Total","484708","14854"
"None of the above conditions","Unknown","1427","2"
"Obesity (BMI>40)","Female","6488","173"
"Obesity (BMI>40)","Male","3524","160"
"Obesity (BMI>40)","Total","10027","333"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34411","2101"
"Other Chronic Diseases","Male","22686","2152"
"Other Chronic Diseases","Total","57216","4253"
"Other Chronic Diseases","Unknown","119","0"
"Smoker","Female","27624","692"
"Smoker","Male","34098","1328"
"Smoker","Total","61825","2020"
"Smoker","Unknown","103","0"
"Total with completed information","Female","276850","7672"
"Total with completed information","Male","225456","8648"
"Total with completed information","Total","503778","16323"
"Total with completed information","Unknown","1472","3"
