"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","121221","4639"
"Any Chronic Condition","Male","96453","5336"
"Any Chronic Condition","Total","218137","9977"
"Any Chronic Condition","Unknown","463","2"
"Any Disability","Female","8845","1279"
"Any Disability","Male","6767","1155"
"Any Disability","Total","15642","2435"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","25802","2568"
"Cardiovascular Disease","Male","23501","3070"
"Cardiovascular Disease","Total","49372","5639"
"Cardiovascular Disease","Unknown","69","1"
"Chronic Liver Disease","Female","1368","129"
"Chronic Liver Disease","Male","1189","183"
"Chronic Liver Disease","Total","2563","312"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31847","1303"
"Chronic Lung Disease","Male","20225","1344"
"Chronic Lung Disease","Total","52177","2647"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","5452","1064"
"Chronic Renal Disease","Male","5367","1317"
"Chronic Renal Disease","Total","10838","2381"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5205","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5211","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29134","1896"
"Diabetes Mellitus","Male","25197","2378"
"Diabetes Mellitus","Total","54422","4275"
"Diabetes Mellitus","Unknown","91","1"
"Hypertension/High blood pressure","Female","18557","791"
"Hypertension/High blood pressure","Male","14626","868"
"Hypertension/High blood pressure","Total","33274","1659"
"Hypertension/High blood pressure","Unknown","91","0"
"ICU","Female","4676","1902"
"ICU","Male","5977","2563"
"ICU","Total","10668","4466"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10846","603"
"Immunocompromised Condition","Male","6351","695"
"Immunocompromised Condition","Total","17227","1298"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","200994","847"
"Missing/Unknown status on all conditions","Male","184985","1017"
"Missing/Unknown status on all conditions","Total","393780","1866"
"Missing/Unknown status on all conditions","Unknown","7801","2"
"None of the above conditions","Female","266902","6982"
"None of the above conditions","Male","216688","7872"
"None of the above conditions","Total","485017","14856"
"None of the above conditions","Unknown","1427","2"
"Obesity (BMI>40)","Female","6503","173"
"Obesity (BMI>40)","Male","3530","160"
"Obesity (BMI>40)","Total","10048","333"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34416","2101"
"Other Chronic Diseases","Male","22696","2153"
"Other Chronic Diseases","Total","57231","4254"
"Other Chronic Diseases","Unknown","119","0"
"Smoker","Female","27636","691"
"Smoker","Male","34130","1329"
"Smoker","Total","61869","2020"
"Smoker","Unknown","103","0"
"Total with completed information","Female","277017","7672"
"Total with completed information","Male","225595","8649"
"Total with completed information","Total","504084","16324"
"Total with completed information","Unknown","1472","3"
