"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","43716","2117"
"Any Chronic Condition","Male","35655","2343"
"Any Chronic Condition","Total","79791","4462"
"Any Chronic Condition","Unknown","420","2"
"Cardiovascular Disease","Female","13933","1372"
"Cardiovascular Disease","Male","11817","1540"
"Cardiovascular Disease","Total","25845","2912"
"Cardiovascular Disease","Unknown","95","0"
"Chronic Liver Disease","Female","543","57"
"Chronic Liver Disease","Male","487","82"
"Chronic Liver Disease","Total","1032","139"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","12528","641"
"Chronic Lung Disease","Male","7822","612"
"Chronic Lung Disease","Total","20492","1253"
"Chronic Lung Disease","Unknown","142","0"
"Chronic Renal Disease","Female","2639","527"
"Chronic Renal Disease","Male","2435","626"
"Chronic Renal Disease","Total","5094","1153"
"Chronic Renal Disease","Unknown","20","0"
"Currently Pregnant","Female","2303","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2315","4"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","13001","892"
"Diabetes Mellitus","Male","10829","1088"
"Diabetes Mellitus","Total","23939","1982"
"Diabetes Mellitus","Unknown","109","2"
"ICU","Female","2456","898"
"ICU","Male","3131","1215"
"ICU","Total","5614","2116"
"ICU","Unknown","27","3"
"Immunocompromised Condition","Female","4155","254"
"Immunocompromised Condition","Male","2599","310"
"Immunocompromised Condition","Total","6784","564"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","70613","599"
"Missing/Unknown status on all conditions","Male","66205","694"
"Missing/Unknown status on all conditions","Total","142807","1297"
"Missing/Unknown status on all conditions","Unknown","5989","4"
"Neurologic/Neurodevelopmental","Female","3275","622"
"Neurologic/Neurodevelopmental","Male","2246","550"
"Neurologic/Neurodevelopmental","Total","5552","1172"
"Neurologic/Neurodevelopmental","Unknown","31","0"
"None of the above conditions","Female","102001","2626"
"None of the above conditions","Male","82065","2766"
"None of the above conditions","Total","185424","5393"
"None of the above conditions","Unknown","1358","1"
"Other Chronic Diseases","Female","6950","666"
"Other Chronic Diseases","Male","4474","678"
"Other Chronic Diseases","Total","11472","1344"
"Other Chronic Diseases","Unknown","48","0"
"Smoker","Female","11048","278"
"Smoker","Male","14201","546"
"Smoker","Total","25371","824"
"Smoker","Unknown","122","0"
"Total with completed information","Female","107076","3028"
"Total with completed information","Male","86547","3228"
"Total with completed information","Total","195043","6259"
"Total with completed information","Unknown","1420","3"
