"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","109734","4140"
"Any Chronic Condition","Male","87389","4826"
"Any Chronic Condition","Total","197694","8971"
"Any Chronic Condition","Unknown","571","5"
"Any Disability","Female","7807","1139"
"Any Disability","Male","5874","1047"
"Any Disability","Total","13722","2189"
"Any Disability","Unknown","41","3"
"Cardiovascular Disease","Female","24654","2342"
"Cardiovascular Disease","Male","22388","2842"
"Cardiovascular Disease","Total","47139","5186"
"Cardiovascular Disease","Unknown","97","2"
"Chronic Liver Disease","Female","1237","116"
"Chronic Liver Disease","Male","1093","169"
"Chronic Liver Disease","Total","2338","285"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28858","1158"
"Chronic Lung Disease","Male","18384","1214"
"Chronic Lung Disease","Total","47377","2373"
"Chronic Lung Disease","Unknown","135","1"
"Chronic Renal Disease","Female","5054","949"
"Chronic Renal Disease","Male","4960","1185"
"Chronic Renal Disease","Total","10038","2135"
"Chronic Renal Disease","Unknown","24","1"
"Currently Pregnant","Female","4632","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4642","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","26887","1709"
"Diabetes Mellitus","Male","23302","2135"
"Diabetes Mellitus","Total","50307","3845"
"Diabetes Mellitus","Unknown","118","1"
"Hypertension/High blood pressure","Female","13704","496"
"Hypertension/High blood pressure","Male","10807","595"
"Hypertension/High blood pressure","Total","24599","1093"
"Hypertension/High blood pressure","Unknown","88","2"
"ICU","Female","4186","1703"
"ICU","Male","5420","2331"
"ICU","Total","9624","4037"
"ICU","Unknown","18","3"
"Immunocompromised Condition","Female","9842","523"
"Immunocompromised Condition","Male","5817","619"
"Immunocompromised Condition","Total","15690","1142"
"Immunocompromised Condition","Unknown","31","0"
"Missing/Unknown status on all conditions","Female","202018","842"
"Missing/Unknown status on all conditions","Male","184680","1027"
"Missing/Unknown status on all conditions","Total","395847","1875"
"Missing/Unknown status on all conditions","Unknown","9149","6"
"None of the above conditions","Female","240691","6200"
"None of the above conditions","Male","194680","7071"
"None of the above conditions","Total","437054","13276"
"None of the above conditions","Unknown","1683","5"
"Obesity (BMI>40)","Female","4656","107"
"Obesity (BMI>40)","Male","2574","106"
"Obesity (BMI>40)","Total","7249","213"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","32758","1957"
"Other Chronic Diseases","Male","21710","2036"
"Other Chronic Diseases","Total","54632","3996"
"Other Chronic Diseases","Unknown","164","3"
"Smoker","Female","24821","588"
"Smoker","Male","30735","1170"
"Smoker","Total","55682","1758"
"Smoker","Unknown","126","0"
"Total with completed information","Female","251008","6887"
"Total with completed information","Male","203782","7838"
"Total with completed information","Total","456548","14732"
"Total with completed information","Unknown","1758","7"
