"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","136673","5050"
"Any Chronic Condition","Male","108142","5775"
"Any Chronic Condition","Total","245287","10827"
"Any Chronic Condition","Unknown","472","2"
"Any Disability","Female","10052","1396"
"Any Disability","Male","7753","1254"
"Any Disability","Total","17830","2650"
"Any Disability","Unknown","25","0"
"Cardiovascular Disease","Female","27549","2705"
"Cardiovascular Disease","Male","25124","3277"
"Cardiovascular Disease","Total","52739","5982"
"Cardiovascular Disease","Unknown","66","0"
"Chronic Liver Disease","Female","1534","136"
"Chronic Liver Disease","Male","1329","207"
"Chronic Liver Disease","Total","2869","343"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","36250","1411"
"Chronic Lung Disease","Male","23207","1464"
"Chronic Lung Disease","Total","59562","2875"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","6035","1143"
"Chronic Renal Disease","Male","5898","1434"
"Chronic Renal Disease","Total","11946","2577"
"Chronic Renal Disease","Unknown","13","0"
"Currently Pregnant","Female","6389","11"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6394","11"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","32103","2087"
"Diabetes Mellitus","Male","27587","2559"
"Diabetes Mellitus","Total","59787","4648"
"Diabetes Mellitus","Unknown","97","2"
"Hypertension/High blood pressure","Female","24482","1068"
"Hypertension/High blood pressure","Male","19265","1146"
"Hypertension/High blood pressure","Total","43855","2215"
"Hypertension/High blood pressure","Unknown","108","1"
"ICU","Female","5328","2102"
"ICU","Male","6760","2801"
"ICU","Total","12108","4905"
"ICU","Unknown","20","2"
"Immunocompromised Condition","Female","9987","584"
"Immunocompromised Condition","Male","5827","671"
"Immunocompromised Condition","Total","15832","1255"
"Immunocompromised Condition","Unknown","18","0"
"Missing/Unknown status on all conditions","Female","269082","953"
"Missing/Unknown status on all conditions","Male","247238","1104"
"Missing/Unknown status on all conditions","Total","524374","2059"
"Missing/Unknown status on all conditions","Unknown","8054","2"
"None of the above conditions","Female","307678","7689"
"None of the above conditions","Male","247646","8684"
"None of the above conditions","Total","556764","16376"
"None of the above conditions","Unknown","1440","3"
"Obesity (BMI>40)","Female","8642","239"
"Obesity (BMI>40)","Male","4693","211"
"Obesity (BMI>40)","Total","13357","450"
"Obesity (BMI>40)","Unknown","22","0"
"Other Chronic Diseases","Female","36173","2215"
"Other Chronic Diseases","Male","23731","2262"
"Other Chronic Diseases","Total","60018","4478"
"Other Chronic Diseases","Unknown","114","1"
"Smoker","Female","31860","771"
"Smoker","Male","38480","1460"
"Smoker","Total","70441","2231"
"Smoker","Unknown","101","0"
"Total with completed information","Female","319915","8395"
"Total with completed information","Male","257962","9478"
"Total with completed information","Total","579382","17877"
"Total with completed information","Unknown","1505","4"
