"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","79699","2886"
"Any Chronic Condition","Male","63392","3259"
"Any Chronic Condition","Total","143613","6147"
"Any Chronic Condition","Unknown","522","2"
"Cardiovascular Disease","Female","21086","1779"
"Cardiovascular Disease","Male","18623","2041"
"Cardiovascular Disease","Total","39810","3820"
"Cardiovascular Disease","Unknown","101","0"
"Chronic Liver Disease","Female","878","74"
"Chronic Liver Disease","Male","797","118"
"Chronic Liver Disease","Total","1680","192"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","21382","826"
"Chronic Lung Disease","Male","13478","828"
"Chronic Lung Disease","Total","34984","1655"
"Chronic Lung Disease","Unknown","124","1"
"Chronic Renal Disease","Female","3923","685"
"Chronic Renal Disease","Male","3736","822"
"Chronic Renal Disease","Total","7684","1507"
"Chronic Renal Disease","Unknown","25","0"
"Currently Pregnant","Female","3539","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3548","5"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","20561","1196"
"Diabetes Mellitus","Male","17524","1453"
"Diabetes Mellitus","Total","38208","2649"
"Diabetes Mellitus","Unknown","123","0"
"ICU","Female","3354","1240"
"ICU","Male","4372","1676"
"ICU","Total","7742","2917"
"ICU","Unknown","16","1"
"Immunocompromised Condition","Female","7344","345"
"Immunocompromised Condition","Male","4426","396"
"Immunocompromised Condition","Total","11794","741"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","151407","698"
"Missing/Unknown status on all conditions","Male","137505","816"
"Missing/Unknown status on all conditions","Total","297123","1520"
"Missing/Unknown status on all conditions","Unknown","8211","6"
"Neurologic/Neurodevelopmental","Female","5310","821"
"Neurologic/Neurodevelopmental","Male","3752","715"
"Neurologic/Neurodevelopmental","Total","9095","1537"
"Neurologic/Neurodevelopmental","Unknown","33","1"
"None of the above conditions","Female","178259","3646"
"None of the above conditions","Male","143306","3938"
"None of the above conditions","Total","323111","7586"
"None of the above conditions","Unknown","1546","2"
"Other Chronic Diseases","Female","27525","1569"
"Other Chronic Diseases","Male","18586","1588"
"Other Chronic Diseases","Total","46294","3158"
"Other Chronic Diseases","Unknown","183","1"
"Smoker","Female","18207","395"
"Smoker","Male","22809","771"
"Smoker","Total","41133","1166"
"Smoker","Unknown","117","0"
"Total with completed information","Female","186844","4187"
"Total with completed information","Male","150781","4572"
"Total with completed information","Total","339250","8762"
"Total with completed information","Unknown","1625","3"
