"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","159785","6086"
"Any Chronic Condition","Male","125376","6983"
"Any Chronic Condition","Total","285427","13072"
"Any Chronic Condition","Unknown","266","3"
"Any Disability","Female","11772","1587"
"Any Disability","Male","9436","1432"
"Any Disability","Total","21227","3019"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","29797","3071"
"Cardiovascular Disease","Male","27350","3744"
"Cardiovascular Disease","Total","57181","6817"
"Cardiovascular Disease","Unknown","34","2"
"Chronic Liver Disease","Female","1816","163"
"Chronic Liver Disease","Male","1577","257"
"Chronic Liver Disease","Total","3394","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","43114","1738"
"Chronic Lung Disease","Male","27682","1761"
"Chronic Lung Disease","Total","70866","3500"
"Chronic Lung Disease","Unknown","70","1"
"Chronic Renal Disease","Female","6800","1345"
"Chronic Renal Disease","Male","6592","1667"
"Chronic Renal Disease","Total","13398","3014"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","8671","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","8675","22"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","36254","2519"
"Diabetes Mellitus","Male","30914","3054"
"Diabetes Mellitus","Total","67227","5575"
"Diabetes Mellitus","Unknown","59","2"
"Hypertension/High blood pressure","Female","32313","1660"
"Hypertension/High blood pressure","Male","25300","1826"
"Hypertension/High blood pressure","Total","57676","3486"
"Hypertension/High blood pressure","Unknown","63","0"
"ICU","Female","6337","2682"
"ICU","Male","7991","3556"
"ICU","Total","14350","6241"
"ICU","Unknown","22","3"
"Immunocompromised Condition","Female","9323","550"
"Immunocompromised Condition","Male","5402","612"
"Immunocompromised Condition","Total","14732","1162"
"Immunocompromised Condition","Unknown","7","0"
"Missing/Unknown status on all conditions","Female","355363","1173"
"Missing/Unknown status on all conditions","Male","324214","1327"
"Missing/Unknown status on all conditions","Total","687397","2502"
"Missing/Unknown status on all conditions","Unknown","7820","2"
"None of the above conditions","Female","384091","10338"
"None of the above conditions","Male","304613","11896"
"None of the above conditions","Total","689852","22234"
"None of the above conditions","Unknown","1148","0"
"Obesity (BMI>40)","Female","11848","421"
"Obesity (BMI>40)","Male","6457","386"
"Obesity (BMI>40)","Total","18316","807"
"Obesity (BMI>40)","Unknown","11","0"
"Other Chronic Diseases","Female","38379","2487"
"Other Chronic Diseases","Male","25088","2524"
"Other Chronic Diseases","Total","63520","5011"
"Other Chronic Diseases","Unknown","53","0"
"Smoker","Female","38123","967"
"Smoker","Male","44942","1800"
"Smoker","Total","83118","2767"
"Smoker","Unknown","53","0"
"Total with completed information","Female","398314","11137"
"Total with completed information","Male","315595","12765"
"Total with completed information","Total","715086","23905"
"Total with completed information","Unknown","1177","3"
