"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","162251","6098"
"Any Chronic Condition","Male","126607","6996"
"Any Chronic Condition","Total","289133","13097"
"Any Chronic Condition","Unknown","275","3"
"Any Disability","Female","11888","1589"
"Any Disability","Male","9518","1435"
"Any Disability","Total","21425","3024"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","30037","3078"
"Cardiovascular Disease","Male","27506","3750"
"Cardiovascular Disease","Total","57578","6830"
"Cardiovascular Disease","Unknown","35","2"
"Chronic Liver Disease","Female","1831","163"
"Chronic Liver Disease","Male","1586","257"
"Chronic Liver Disease","Total","3418","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","43793","1740"
"Chronic Lung Disease","Male","28029","1765"
"Chronic Lung Disease","Total","71893","3506"
"Chronic Lung Disease","Unknown","71","1"
"Chronic Renal Disease","Female","6863","1348"
"Chronic Renal Disease","Male","6631","1669"
"Chronic Renal Disease","Total","13500","3019"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","9198","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","9202","22"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","36647","2524"
"Diabetes Mellitus","Male","31122","3056"
"Diabetes Mellitus","Total","67829","5582"
"Diabetes Mellitus","Unknown","60","2"
"Hypertension/High blood pressure","Female","32876","1666"
"Hypertension/High blood pressure","Male","25639","1831"
"Hypertension/High blood pressure","Total","58581","3497"
"Hypertension/High blood pressure","Unknown","66","0"
"ICU","Female","6366","2685"
"ICU","Male","8043","3568"
"ICU","Total","14433","6256"
"ICU","Unknown","24","3"
"Immunocompromised Condition","Female","9365","550"
"Immunocompromised Condition","Male","5414","612"
"Immunocompromised Condition","Total","14788","1162"
"Immunocompromised Condition","Unknown","9","0"
"Missing/Unknown status on all conditions","Female","396608","1175"
"Missing/Unknown status on all conditions","Male","354789","1327"
"Missing/Unknown status on all conditions","Total","759851","2504"
"Missing/Unknown status on all conditions","Unknown","8454","2"
"None of the above conditions","Female","394941","10369"
"None of the above conditions","Male","311189","11928"
"None of the above conditions","Total","707364","22297"
"None of the above conditions","Unknown","1234","0"
"Obesity (BMI>40)","Female","12111","423"
"Obesity (BMI>40)","Male","6544","388"
"Obesity (BMI>40)","Total","18666","811"
"Obesity (BMI>40)","Unknown","11","0"
"Other Chronic Diseases","Female","38634","2494"
"Other Chronic Diseases","Male","25175","2530"
"Other Chronic Diseases","Total","63863","5024"
"Other Chronic Diseases","Unknown","54","0"
"Smoker","Female","38626","968"
"Smoker","Male","45427","1804"
"Smoker","Total","84109","2772"
"Smoker","Unknown","56","0"
"Total with completed information","Female","409805","11167"
"Total with completed information","Male","322335","12798"
"Total with completed information","Total","733403","23968"
"Total with completed information","Unknown","1263","3"
