"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","183808","6624"
"Any Chronic Condition","Male","141194","7712"
"Any Chronic Condition","Total","325412","14338"
"Any Chronic Condition","Unknown","410","2"
"Any Disability","Female","13473","1691"
"Any Disability","Male","11011","1606"
"Any Disability","Total","24519","3297"
"Any Disability","Unknown","35","0"
"Cardiovascular Disease","Female","32532","3299"
"Cardiovascular Disease","Male","29779","4073"
"Cardiovascular Disease","Total","62357","7373"
"Cardiovascular Disease","Unknown","46","1"
"Chronic Liver Disease","Female","2118","192"
"Chronic Liver Disease","Male","1796","293"
"Chronic Liver Disease","Total","3917","485"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","50064","1920"
"Chronic Lung Disease","Male","31896","1951"
"Chronic Lung Disease","Total","82084","3871"
"Chronic Lung Disease","Unknown","124","0"
"Chronic Renal Disease","Female","7623","1466"
"Chronic Renal Disease","Male","7398","1861"
"Chronic Renal Disease","Total","15031","3328"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","11875","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11883","27"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","40580","2725"
"Diabetes Mellitus","Male","34246","3343"
"Diabetes Mellitus","Total","74907","6070"
"Diabetes Mellitus","Unknown","81","2"
"Hypertension/High blood pressure","Female","39941","1990"
"Hypertension/High blood pressure","Male","31127","2225"
"Hypertension/High blood pressure","Total","71169","4215"
"Hypertension/High blood pressure","Unknown","101","0"
"ICU","Female","6961","2928"
"ICU","Male","8818","3931"
"ICU","Total","15810","6861"
"ICU","Unknown","31","2"
"Immunocompromised Condition","Female","9025","533"
"Immunocompromised Condition","Male","5232","593"
"Immunocompromised Condition","Total","14267","1126"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","558993","1350"
"Missing/Unknown status on all conditions","Male","494566","1536"
"Missing/Unknown status on all conditions","Total","1066690","2888"
"Missing/Unknown status on all conditions","Unknown","13131","2"
"None of the above conditions","Female","474144","12300"
"None of the above conditions","Male","368119","14344"
"None of the above conditions","Total","844152","26644"
"None of the above conditions","Unknown","1889","0"
"Obesity (BMI>40)","Female","14611","490"
"Obesity (BMI>40)","Male","7806","463"
"Obesity (BMI>40)","Total","22442","953"
"Obesity (BMI>40)","Unknown","25","0"
"Other Chronic Diseases","Female","40916","2653"
"Other Chronic Diseases","Male","26557","2744"
"Other Chronic Diseases","Total","67539","5397"
"Other Chronic Diseases","Unknown","66","0"
"Smoker","Female","43564","1065"
"Smoker","Male","50324","2009"
"Smoker","Total","93974","3074"
"Smoker","Unknown","86","0"
"Total with completed information","Female","491912","13129"
"Total with completed information","Male","380374","15249"
"Total with completed information","Total","874217","28380"
"Total with completed information","Unknown","1931","2"
