"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","83968","3057"
"Any Chronic Condition","Male","66751","3513"
"Any Chronic Condition","Total","151280","6573"
"Any Chronic Condition","Unknown","561","3"
"Cardiovascular Disease","Female","21835","1871"
"Cardiovascular Disease","Male","19411","2172"
"Cardiovascular Disease","Total","41356","4043"
"Cardiovascular Disease","Unknown","110","0"
"Chronic Liver Disease","Female","949","83"
"Chronic Liver Disease","Male","842","130"
"Chronic Liver Disease","Total","1797","213"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","22684","884"
"Chronic Lung Disease","Male","14311","887"
"Chronic Lung Disease","Total","37128","1772"
"Chronic Lung Disease","Unknown","133","1"
"Chronic Renal Disease","Female","4124","722"
"Chronic Renal Disease","Male","3962","878"
"Chronic Renal Disease","Total","8112","1600"
"Chronic Renal Disease","Unknown","26","0"
"Currently Pregnant","Female","3712","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3723","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","21784","1268"
"Diabetes Mellitus","Male","18587","1572"
"Diabetes Mellitus","Total","40500","2841"
"Diabetes Mellitus","Unknown","129","1"
"ICU","Female","3471","1315"
"ICU","Male","4516","1778"
"ICU","Total","8004","3095"
"ICU","Unknown","17","2"
"Immunocompromised Condition","Female","7793","363"
"Immunocompromised Condition","Male","4664","444"
"Immunocompromised Condition","Total","12483","807"
"Immunocompromised Condition","Unknown","26","0"
"Missing/Unknown status on all conditions","Female","168776","737"
"Missing/Unknown status on all conditions","Male","152814","874"
"Missing/Unknown status on all conditions","Total","330583","1618"
"Missing/Unknown status on all conditions","Unknown","8993","7"
"Neurologic/Neurodevelopmental","Female","5726","857"
"Neurologic/Neurodevelopmental","Male","4089","764"
"Neurologic/Neurodevelopmental","Total","9857","1622"
"Neurologic/Neurodevelopmental","Unknown","42","1"
"None of the above conditions","Female","188861","3984"
"None of the above conditions","Male","151409","4403"
"None of the above conditions","Total","341932","8395"
"None of the above conditions","Unknown","1662","8"
"Other Chronic Diseases","Female","28397","1631"
"Other Chronic Diseases","Male","19061","1672"
"Other Chronic Diseases","Total","47654","3304"
"Other Chronic Diseases","Unknown","196","1"
"Smoker","Female","19279","429"
"Smoker","Male","24038","835"
"Smoker","Total","43441","1264"
"Smoker","Unknown","124","0"
"Total with completed information","Female","197931","4558"
"Total with completed information","Male","159417","5080"
"Total with completed information","Total","359093","9647"
"Total with completed information","Unknown","1745","9"
