"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1160","US-13001","13","1","18561","102","36","6249.66","193.96","274.77","51"
"Atkinson","481","US-13003","13","3","8330","62","6","5774.31","72.03","168.07","14"
"Bacon","634","US-13005","13","5","11404","48","16","5559.45","140.3","87.69","10"
"Baker","91","US-13007","13","7","3116","20","6","2920.41","192.55","160.46","5"
"Baldwin","2306","US-13009","13","9","44428","178","64","5190.42","144.05","227.33","101"
"Banks","553","US-13011","13","11","19982","73","8","2767.49","40.04","115.1","23"
"Barrow","2579","US-13013","13","13","86383","263","50","2985.54","57.88","208.37","180"
"Bartow","3580","US-13015","13","15","110771","330","94","3231.89","84.86","336.73","373"
"Ben Hill","871","US-13017","13","17","16645","91","33","5232.8","198.26","216.28","36"
"Berrien","491","US-13019","13","19","19276","25","13","2547.21","67.44","114.13","22"
"Bibb","6594","US-13021","13","21","152150","905","194","4333.88","127.51","184.03","280"
"Bleckley","513","US-13023","13","23","12838","34","27","3995.95","210.31","334.94","43"
"Brantley","446","US-13025","13","25","19202","38","13","2322.67","67.7","359.34","69"
"Brooks","552","US-13027","13","27","15727","55","27","3509.89","171.68","108.09","17"
"Bryan","1302","US-13029","13","29","39137","92","14","3326.78","35.77","227.41","89"
"Bulloch","3085","US-13031","13","31","79467","143","33","3882.11","41.53","151.01","120"
"Burke","879","US-13033","13","33","22342","91","12","3934.29","53.71","98.47","22"
"Butts","742","US-13035","13","35","25174","55","44","2947.49","174.78","127.12","32"
"Calhoun","266","US-13037","13","37","6317","48","9","4210.86","142.47","142.47","9"
"Camden","1412","US-13039","13","39","53924","70","18","2618.5","33.38","96.43","52"
"Candler","541","US-13043","13","43","10837","36","24","4992.16","221.46","350.65","38"
"Carroll","3353","US-13045","13","45","120119","180","75","2791.4","62.44","203.96","245"
"Catoosa","1413","US-13047","13","47","68771","84","22","2054.65","31.99","165.77","114"
"Charlton","646","US-13049","13","49","13251","28","10","4875.1","75.47","37.73","5"
"Chatham","9342","US-13051","13","51","292176","826","186","3197.39","63.66","143.75","420"
"Chattahoochee","1743","US-13053","13","53","10749","14","1","16215.46","9.3","353.52","38"
"Chattooga","933","US-13055","13","55","24766","65","29","3767.26","117.1","355.33","88"
"Cherokee","7057","US-13057","13","57","266617","527","102","2646.87","38.26","189.04","504"
"Clarke","5708","US-13059","13","59","129779","242","47","4398.25","36.22","208.82","271"
"Clay","124","US-13061","13","61","2855","9","3","4343.26","105.08","0","0"
"Clayton","8168","US-13063","13","63","304838","689","175","2679.46","57.41","144.34","440"
"Clinch","447","US-13065","13","65","6656","32","12","6715.75","180.29","285.46","19"
