"symptom date","cases","deaths","hospitalization"
"2021-02-23","0","1","0"
"2021-06-08","0","1","0"
"2021-03-31","0","1","0"
"2021-02-14","0","1","0"
"2021-05-31","0","1","0"
"2021-02-01","0","1","0"
"2021-01-28","0","1","0"
"2021-03-12","0","1","0"
"2021-01-21","0","1","0"
"2021-02-26","0","1","0"
"2020-12-15","0","1","0"
"2021-04-13","0","1","0"
"2020-12-03","0","1","0"
"2021-04-04","0","1","0"
"2021-02-06","0","1","0"
"2021-05-09","0","1","0"
"2021-07-04","0","1","0"
"2021-06-10","0","1","0"
"2021-03-07","0","1","0"
"2021-02-15","0","1","0"
"2020-02-01","2","0","0"
"2020-02-02","1","0","0"
"2020-02-02","2","0","0"
"2020-02-03","1","0","0"
"2020-02-10","1","0","0"
"2020-02-11","1","0","0"
"2020-02-13","1","0","0"
"2020-02-13","1","0","0"
"2020-02-15","1","0","0"
"2020-02-17","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-21","2","0","1"
"2020-02-21","1","0","0"
"2020-02-23","1","0","0"
"2020-02-23","1","0","1"
"2020-02-25","2","0","0"
"2020-02-25","2","0","0"
"2020-02-26","1","0","1"
"2020-02-26","1","0","1"
"2020-02-26","1","0","0"
"2020-02-28","2","0","0"
"2020-02-29","1","0","1"
"2020-02-29","1","0","0"
"2020-03-01","1","0","1"
"2020-03-01","1","0","0"
"2020-03-01","1","0","1"
"2020-03-01","1","0","0"
"2020-03-01","7","0","2"
"2020-03-01","3","0","1"
"2020-03-01","1","0","0"
"2020-03-02","1","0","1"
"2020-03-03","1","0","0"
"2020-03-03","1","0","0"
"2020-03-03","3","0","1"
"2020-03-03","1","0","1"
"2020-03-04","3","0","0"
"2020-03-04","1","0","0"
"2020-03-04","2","0","0"
"2020-03-05","3","0","1"
"2020-03-05","1","0","0"
"2020-03-05","3","0","2"
"2020-03-06","4","0","2"
"2020-03-06","2","0","2"
"2020-03-06","1","0","0"
"2020-03-06","2","0","1"
"2020-03-07","5","0","2"
"2020-03-07","3","0","2"
"2020-03-07","4","0","1"
"2020-03-07","1","0","0"
"2020-03-08","2","0","2"
"2020-03-08","1","0","1"
"2020-03-08","1","0","0"
"2020-03-08","1","0","0"
"2020-03-08","2","0","0"
"2020-03-09","1","0","0"
"2020-03-09","10","0","1"
"2020-03-09","1","0","0"
"2020-03-09","1","0","0"
"2020-03-09","4","0","2"
"2020-03-09","3","0","1"
"2020-03-09","3","0","0"
"2020-03-09","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","6","0","0"
"2020-03-10","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","11","0","1"
"2020-03-10","2","0","0"
"2020-03-10","1","0","0"
"2020-03-10","1","0","0"
"2020-03-11","5","0","2"
"2020-03-11","1","0","0"
"2020-03-11","2","0","0"
"2020-03-11","8","0","2"
"2020-03-11","2","0","0"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-12","1","0","1"
"2020-03-12","9","0","4"
"2020-03-12","4","0","1"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","7","0","0"
"2020-03-12","6","0","1"
"2020-03-12","1","0","0"
"2020-03-12","2","0","0"
"2020-03-13","1","0","1"
"2020-03-13","1","0","0"
"2020-03-13","2","0","0"
"2020-03-13","13","0","3"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","11","0","2"
"2020-03-13","4","0","0"
"2020-03-13","1","0","1"
"2020-03-13","2","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-14","2","0","0"
"2020-03-14","9","0","2"
"2020-03-14","1","0","0"
"2020-03-14","3","0","0"
"2020-03-14","1","0","1"
"2020-03-14","9","0","1"
"2020-03-14","3","0","0"
"2020-03-14","1","0","1"
"2020-03-14","1","0","0"
"2020-03-14","3","0","1"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","19","1","6"
"2020-03-15","6","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","10","0","0"
"2020-03-15","4","0","0"
"2020-03-15","1","0","0"
"2020-03-15","2","0","0"
"2020-03-16","1","0","0"
"2020-03-16","1","0","1"
"2020-03-16","33","0","11"
"2020-03-16","5","0","2"
"2020-03-16","22","0","1"
"2020-03-16","7","0","1"
"2020-03-16","2","0","0"
"2020-03-16","3","0","0"
"2020-03-16","1","0","0"
"2020-03-17","2","0","0"
"2020-03-17","28","1","5"
"2020-03-17","8","0","2"
"2020-03-17","1","0","1"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","17","0","1"
"2020-03-17","10","0","1"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","42","0","8"
"2020-03-18","7","0","3"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","16","0","0"
"2020-03-18","6","0","0"
"2020-03-18","2","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","3","0","0"
"2020-03-19","1","0","0"
"2020-03-19","31","1","4"
"2020-03-19","2","0","0"
"2020-03-19","2","0","0"
"2020-03-19","2","0","0"
"2020-03-19","1","0","0"
"2020-03-19","14","0","1"
"2020-03-19","7","0","0"
"2020-03-19","1","0","0"
"2020-03-20","1","0","0"
"2020-03-20","3","0","0"
"2020-03-20","30","1","3"
"2020-03-20","7","0","3"
"2020-03-20","2","0","1"
"2020-03-20","17","0","2"
"2020-03-20","13","0","1"
"2020-03-20","1","0","1"
"2020-03-20","1","0","0"
"2020-03-20","1","0","0"
"2020-03-20","1","0","0"
"2020-03-21","2","0","1"
"2020-03-21","24","0","6"
"2020-03-21","2","0","1"
"2020-03-21","1","0","0"
"2020-03-21","1","0","0"
"2020-03-21","16","0","0"
"2020-03-21","4","0","0"
"2020-03-21","1","0","0"
"2020-03-21","2","0","0"
"2020-03-21","1","0","0"
"2020-03-22","1","0","1"
"2020-03-22","1","0","0"
"2020-03-22","10","0","1"
"2020-03-22","2","0","1"
"2020-03-22","1","0","1"
"2020-03-22","1","0","0"
"2020-03-22","1","0","0"
"2020-03-22","19","0","1"
"2020-03-22","6","0","0"
"2020-03-22","3","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","41","0","9"
"2020-03-23","8","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","29","0","2"
"2020-03-23","8","0","1"
"2020-03-23","5","0","1"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","3","0","0"
"2020-03-24","3","0","0"
"2020-03-24","1","0","0"
"2020-03-24","38","0","9"
"2020-03-24","3","0","1"
"2020-03-24","1","0","0"
"2020-03-24","1","0","0"
"2020-03-24","1","0","0"
"2020-03-24","10","0","0"
"2020-03-24","7","0","0"
"2020-03-24","1","0","1"
"2020-03-24","1","0","1"
"2020-03-24","2","0","1"
"2020-03-24","2","0","0"
"2020-03-25","8","0","1"
"2020-03-25","2","0","0"
"2020-03-25","49","0","3"
"2020-03-25","12","0","4"
"2020-03-25","1","0","0"
"2020-03-25","1","0","1"
"2020-03-25","1","0","0"
"2020-03-25","12","0","2"
"2020-03-25","3","0","0"
"2020-03-25","2","0","0"
"2020-03-25","1","0","0"
"2020-03-25","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","31","0","6"
"2020-03-26","6","0","2"
"2020-03-26","2","0","0"
"2020-03-26","1","0","0"
"2020-03-26","21","0","0"
"2020-03-26","2","0","0"
"2020-03-26","3","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-27","1","0","0"
"2020-03-27","3","0","0"
"2020-03-27","44","0","7"
"2020-03-27","10","0","1"
"2020-03-27","2","0","1"
"2020-03-27","2","0","0"
"2020-03-27","18","0","2"
"2020-03-27","8","0","2"
"2020-03-27","3","0","0"
"2020-03-27","1","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","24","0","6"
"2020-03-28","5","0","1"
"2020-03-28","1","0","1"
"2020-03-28","1","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","18","0","2"
"2020-03-28","7","0","1"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-29","1","0","1"
"2020-03-29","25","0","4"
"2020-03-29","2","0","1"
"2020-03-29","1","0","1"
"2020-03-29","1","0","0"
"2020-03-29","14","0","0"
"2020-03-29","4","1","1"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","2","0","0"
"2020-03-30","37","3","3"
"2020-03-30","13","0","4"
"2020-03-30","2","0","0"
"2020-03-30","1","0","0"
"2020-03-30","2","0","0"
"2020-03-30","24","0","0"
"2020-03-30","7","0","1"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","2","0","0"
"2020-03-30","1","0","0"
"2020-03-31","1","0","1"
"2020-03-31","34","1","5"
"2020-03-31","7","0","4"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-03-31","2","0","0"
"2020-03-31","22","0","1"
"2020-03-31","8","0","0"
"2020-03-31","2","0","0"
"2020-03-31","1","0","0"
"2020-03-31","2","0","0"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","48","0","3"
"2020-04-01","11","2","3"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","3","0","0"
"2020-04-01","1","0","1"
"2020-04-01","1","0","0"
"2020-04-01","30","0","1"
"2020-04-01","9","0","0"
"2020-04-01","2","0","0"
"2020-04-02","2","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","35","0","2"
"2020-04-02","3","0","2"
"2020-04-02","2","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","3","0","0"
"2020-04-02","23","0","1"
"2020-04-02","7","0","1"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-03","2","0","0"
"2020-04-03","42","4","4"
"2020-04-03","2","0","1"
"2020-04-03","3","0","0"
"2020-04-03","1","0","0"
"2020-04-03","2","0","1"
"2020-04-03","1","0","0"
"2020-04-03","23","0","4"
"2020-04-03","8","0","1"
"2020-04-03","4","0","0"
"2020-04-03","1","0","0"
"2020-04-03","1","0","0"
"2020-04-03","1","0","1"
"2020-04-04","1","0","0"
"2020-04-04","2","0","0"
"2020-04-04","3","0","1"
"2020-04-04","29","0","4"
"2020-04-04","3","0","1"
"2020-04-04","1","0","0"
"2020-04-04","1","0","0"
"2020-04-04","16","0","1"
"2020-04-04","5","0","0"
"2020-04-04","1","0","0"
"2020-04-04","1","0","0"
"2020-04-04","2","0","0"
"2020-04-04","1","0","0"
"2020-04-05","1","0","0"
"2020-04-05","1","0","0"
"2020-04-05","29","2","3"
"2020-04-05","4","0","1"
"2020-04-05","1","0","1"
"2020-04-05","1","0","0"
"2020-04-05","25","0","4"
"2020-04-05","3","0","0"
"2020-04-05","2","0","0"
"2020-04-05","1","0","0"
"2020-04-05","2","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","49","1","3"
"2020-04-06","2","0","1"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","3","0","1"
"2020-04-06","1","0","0"
"2020-04-06","35","0","5"
"2020-04-06","9","0","1"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","2","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","2","0","0"
"2020-04-07","1","0","0"
"2020-04-07","55","1","5"
"2020-04-07","4","1","1"
"2020-04-07","3","0","1"
"2020-04-07","4","0","0"
"2020-04-07","23","0","2"
"2020-04-07","8","0","4"
"2020-04-07","2","0","0"
"2020-04-07","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","2","0","0"
"2020-04-08","1","0","0"
"2020-04-08","3","0","0"
"2020-04-08","1","0","0"
"2020-04-08","2","0","1"
"2020-04-08","44","0","4"
"2020-04-08","6","0","0"
