"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","123373","4751"
"Any Chronic Condition","Male","98234","5462"
"Any Chronic Condition","Total","222067","10215"
"Any Chronic Condition","Unknown","460","2"
"Any Disability","Female","9111","1318"
"Any Disability","Male","6959","1181"
"Any Disability","Total","16099","2500"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","26044","2616"
"Cardiovascular Disease","Male","23738","3134"
"Cardiovascular Disease","Total","49853","5751"
"Cardiovascular Disease","Unknown","71","1"
"Chronic Liver Disease","Female","1397","133"
"Chronic Liver Disease","Male","1214","194"
"Chronic Liver Disease","Total","2617","327"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32356","1333"
"Chronic Lung Disease","Male","20588","1380"
"Chronic Lung Disease","Total","53044","2713"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5532","1095"
"Chronic Renal Disease","Male","5463","1356"
"Chronic Renal Disease","Total","11013","2451"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5309","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5315","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29602","1958"
"Diabetes Mellitus","Male","25598","2432"
"Diabetes Mellitus","Total","55291","4391"
"Diabetes Mellitus","Unknown","91","1"
"Hypertension/High blood pressure","Female","19647","897"
"Hypertension/High blood pressure","Male","15527","968"
"Hypertension/High blood pressure","Total","35265","1865"
"Hypertension/High blood pressure","Unknown","91","0"
"ICU","Female","4805","1964"
"ICU","Male","6146","2643"
"ICU","Total","10964","4608"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","11040","621"
"Immunocompromised Condition","Male","6445","719"
"Immunocompromised Condition","Total","17513","1340"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","198554","838"
"Missing/Unknown status on all conditions","Male","183110","1005"
"Missing/Unknown status on all conditions","Total","388842","1845"
"Missing/Unknown status on all conditions","Unknown","7178","2"
"None of the above conditions","Female","271903","7118"
"None of the above conditions","Male","221149","8021"
"None of the above conditions","Total","494467","15141"
"None of the above conditions","Unknown","1415","2"
"Obesity (BMI>40)","Female","6878","197"
"Obesity (BMI>40)","Male","3741","178"
"Obesity (BMI>40)","Total","10633","375"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","34791","2143"
"Other Chronic Diseases","Male","22940","2192"
"Other Chronic Diseases","Total","57851","4335"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","28193","728"
"Smoker","Male","34772","1383"
"Smoker","Total","63066","2111"
"Smoker","Unknown","101","0"
"Total with completed information","Female","281906","7806"
"Total with completed information","Male","229934","8791"
"Total with completed information","Total","513300","16600"
"Total with completed information","Unknown","1460","3"
