"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","44151","2145"
"Any Chronic Condition","Male","36051","2389"
"Any Chronic Condition","Total","80616","4536"
"Any Chronic Condition","Unknown","414","2"
"Cardiovascular Disease","Female","14056","1389"
"Cardiovascular Disease","Male","11929","1574"
"Cardiovascular Disease","Total","26079","2963"
"Cardiovascular Disease","Unknown","94","0"
"Chronic Liver Disease","Female","551","58"
"Chronic Liver Disease","Male","492","82"
"Chronic Liver Disease","Total","1046","140"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","12661","646"
"Chronic Lung Disease","Male","7920","625"
"Chronic Lung Disease","Total","20721","1271"
"Chronic Lung Disease","Unknown","140","0"
"Chronic Renal Disease","Female","2662","538"
"Chronic Renal Disease","Male","2460","638"
"Chronic Renal Disease","Total","5143","1176"
"Chronic Renal Disease","Unknown","21","0"
"Currently Pregnant","Female","2323","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2335","4"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","13109","912"
"Diabetes Mellitus","Male","10934","1111"
"Diabetes Mellitus","Total","24150","2025"
"Diabetes Mellitus","Unknown","107","2"
"ICU","Female","2484","920"
"ICU","Male","3155","1249"
"ICU","Total","5665","2172"
"ICU","Unknown","26","3"
"Immunocompromised Condition","Female","4196","257"
"Immunocompromised Condition","Male","2621","318"
"Immunocompromised Condition","Total","6845","575"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","71248","597"
"Missing/Unknown status on all conditions","Male","66808","695"
"Missing/Unknown status on all conditions","Total","143916","1296"
"Missing/Unknown status on all conditions","Unknown","5860","4"
"Neurologic/Neurodevelopmental","Female","3304","629"
"Neurologic/Neurodevelopmental","Male","2269","558"
"Neurologic/Neurodevelopmental","Total","5604","1187"
"Neurologic/Neurodevelopmental","Unknown","31","0"
"None of the above conditions","Female","103285","2668"
"None of the above conditions","Male","83168","2818"
"None of the above conditions","Total","187796","5487"
"None of the above conditions","Unknown","1343","1"
"Other Chronic Diseases","Female","7027","675"
"Other Chronic Diseases","Male","4522","684"
"Other Chronic Diseases","Total","11598","1359"
"Other Chronic Diseases","Unknown","49","0"
"Smoker","Female","11184","283"
"Smoker","Male","14370","564"
"Smoker","Total","25672","847"
"Smoker","Unknown","118","0"
"Total with completed information","Female","108349","3071"
"Total with completed information","Male","87642","3287"
"Total with completed information","Total","197394","6361"
"Total with completed information","Unknown","1403","3"
