"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","170095","6188"
"Any Chronic Condition","Male","131255","7121"
"Any Chronic Condition","Total","301683","13313"
"Any Chronic Condition","Unknown","333","4"
"Any Disability","Female","12312","1613"
"Any Disability","Male","9934","1479"
"Any Disability","Total","22268","3092"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","30939","3125"
"Cardiovascular Disease","Male","28229","3808"
"Cardiovascular Disease","Total","59210","6936"
"Cardiovascular Disease","Unknown","42","3"
"Chronic Liver Disease","Female","1919","167"
"Chronic Liver Disease","Male","1652","260"
"Chronic Liver Disease","Total","3573","427"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","45911","1769"
"Chronic Lung Disease","Male","29278","1801"
"Chronic Lung Disease","Total","75280","3571"
"Chronic Lung Disease","Unknown","91","1"
"Chronic Renal Disease","Female","7100","1368"
"Chronic Renal Disease","Male","6864","1694"
"Chronic Renal Disease","Total","13972","3064"
"Chronic Renal Disease","Unknown","8","2"
"Currently Pregnant","Female","10429","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","10436","22"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","38019","2569"
"Diabetes Mellitus","Male","32102","3108"
"Diabetes Mellitus","Total","70190","5679"
"Diabetes Mellitus","Unknown","69","2"
"Hypertension/High blood pressure","Female","35064","1723"
"Hypertension/High blood pressure","Male","27156","1893"
"Hypertension/High blood pressure","Total","62299","3616"
"Hypertension/High blood pressure","Unknown","79","0"
"ICU","Female","6531","2737"
"ICU","Male","8232","3626"
"ICU","Total","14792","6366"
"ICU","Unknown","29","3"
"Immunocompromised Condition","Female","9395","549"
"Immunocompromised Condition","Male","5411","609"
"Immunocompromised Condition","Total","14818","1158"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","511015","1200"
"Missing/Unknown status on all conditions","Male","449375","1350"
"Missing/Unknown status on all conditions","Total","972101","2552"
"Missing/Unknown status on all conditions","Unknown","11711","2"
"None of the above conditions","Female","429081","10632"
"None of the above conditions","Male","334657","12249"
"None of the above conditions","Total","765270","22883"
"None of the above conditions","Unknown","1532","2"
"Obesity (BMI>40)","Female","12882","436"
"Obesity (BMI>40)","Male","6899","398"
"Obesity (BMI>40)","Total","19797","834"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","39461","2522"
"Other Chronic Diseases","Male","25641","2566"
"Other Chronic Diseases","Total","65158","5088"
"Other Chronic Diseases","Unknown","56","0"
"Smoker","Female","40421","986"
"Smoker","Male","47083","1846"
"Smoker","Total","87576","2832"
"Smoker","Unknown","72","0"
"Total with completed information","Female","445730","11433"
"Total with completed information","Male","346495","13126"
"Total with completed information","Total","793799","24564"
"Total with completed information","Unknown","1574","5"
