"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","118191","4474"
"Any Chronic Condition","Male","93993","5164"
"Any Chronic Condition","Total","212731","9639"
"Any Chronic Condition","Unknown","547","1"
"Any Disability","Female","8560","1243"
"Any Disability","Male","6531","1126"
"Any Disability","Total","15125","2369"
"Any Disability","Unknown","34","0"
"Cardiovascular Disease","Female","25537","2502"
"Cardiovascular Disease","Male","23237","3000"
"Cardiovascular Disease","Total","48857","5502"
"Cardiovascular Disease","Unknown","83","0"
"Chronic Liver Disease","Female","1328","125"
"Chronic Liver Disease","Male","1157","180"
"Chronic Liver Disease","Total","2492","305"
"Chronic Liver Disease","Unknown","7","0"
"Chronic Lung Disease","Female","31073","1262"
"Chronic Lung Disease","Male","19754","1305"
"Chronic Lung Disease","Total","50958","2567"
"Chronic Lung Disease","Unknown","131","0"
"Chronic Renal Disease","Female","5342","1017"
"Chronic Renal Disease","Male","5254","1275"
"Chronic Renal Disease","Total","10618","2292"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","5025","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5035","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","28511","1818"
"Diabetes Mellitus","Male","24686","2295"
"Diabetes Mellitus","Total","53308","4114"
"Diabetes Mellitus","Unknown","111","1"
"Hypertension/High blood pressure","Female","17139","667"
"Hypertension/High blood pressure","Male","13452","754"
"Hypertension/High blood pressure","Total","30690","1421"
"Hypertension/High blood pressure","Unknown","99","0"
"ICU","Female","4519","1830"
"ICU","Male","5778","2471"
"ICU","Total","10312","4302"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10586","572"
"Immunocompromised Condition","Male","6213","666"
"Immunocompromised Condition","Total","16830","1238"
"Immunocompromised Condition","Unknown","31","0"
"Missing/Unknown status on all conditions","Female","203394","846"
"Missing/Unknown status on all conditions","Male","186798","1044"
"Missing/Unknown status on all conditions","Total","398991","1892"
"Missing/Unknown status on all conditions","Unknown","8799","2"
"None of the above conditions","Female","259886","6794"
"None of the above conditions","Male","210571","7648"
"None of the above conditions","Total","472113","14442"
"None of the above conditions","Unknown","1656","0"
"Obesity (BMI>40)","Female","5972","142"
"Obesity (BMI>40)","Male","3250","139"
"Obesity (BMI>40)","Total","9241","281"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","33994","2067"
"Other Chronic Diseases","Male","22391","2111"
"Other Chronic Diseases","Total","56536","4178"
"Other Chronic Diseases","Unknown","151","0"
"Smoker","Female","26921","653"
"Smoker","Male","33196","1270"
"Smoker","Total","60236","1923"
"Smoker","Unknown","119","0"
"Total with completed information","Female","270206","7483"
"Total with completed information","Male","219669","8428"
"Total with completed information","Total","491590","15912"
"Total with completed information","Unknown","1715","1"
