"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","47111","2259"
"Any Chronic Condition","Male","38559","2492"
"Any Chronic Condition","Total","86095","4753"
"Any Chronic Condition","Unknown","425","2"
"Cardiovascular Disease","Female","15004","1464"
"Cardiovascular Disease","Male","12744","1648"
"Cardiovascular Disease","Total","27845","3112"
"Cardiovascular Disease","Unknown","97","0"
"Chronic Liver Disease","Female","591","62"
"Chronic Liver Disease","Male","532","88"
"Chronic Liver Disease","Total","1127","150"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","13498","672"
"Chronic Lung Disease","Male","8516","654"
"Chronic Lung Disease","Total","22152","1326"
"Chronic Lung Disease","Unknown","138","0"
"Chronic Renal Disease","Female","2805","570"
"Chronic Renal Disease","Male","2591","669"
"Chronic Renal Disease","Total","5418","1239"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2459","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2470","4"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","13922","953"
"Diabetes Mellitus","Male","11644","1166"
"Diabetes Mellitus","Total","25676","2121"
"Diabetes Mellitus","Unknown","110","2"
"ICU","Female","2610","968"
"ICU","Male","3323","1310"
"ICU","Total","5957","2281"
"ICU","Unknown","24","3"
"Immunocompromised Condition","Female","4483","277"
"Immunocompromised Condition","Male","2783","327"
"Immunocompromised Condition","Total","7294","604"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","73576","612"
"Missing/Unknown status on all conditions","Male","69713","707"
"Missing/Unknown status on all conditions","Total","148969","1323"
"Missing/Unknown status on all conditions","Unknown","5680","4"
"Neurologic/Neurodevelopmental","Female","3506","662"
"Neurologic/Neurodevelopmental","Male","2400","577"
"Neurologic/Neurodevelopmental","Total","5936","1239"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","111124","2804"
"None of the above conditions","Male","89569","2957"
"None of the above conditions","Total","202063","5761"
"None of the above conditions","Unknown","1370","0"
"Other Chronic Diseases","Female","7424","706"
"Other Chronic Diseases","Male","4770","704"
"Other Chronic Diseases","Total","12244","1410"
"Other Chronic Diseases","Unknown","50","0"
"Smoker","Female","11967","296"
"Smoker","Male","15395","589"
"Smoker","Total","27481","885"
"Smoker","Unknown","119","0"
"Total with completed information","Female","116262","3219"
"Total with completed information","Male","94126","3435"
"Total with completed information","Total","211821","6656"
"Total with completed information","Unknown","1433","2"
