"county","collection_dt","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Georgia","2020-03-16","1654","5067","220","751","15.2","15.6"
"Georgia","2020-03-17","2098","7165","287","1038","16.2","14.2"
"Georgia","2020-03-18","1920","9085","283","1321","16.5","14.4"
"Georgia","2020-03-19","2120","11205","308","1629","17","14.3"
"Georgia","2020-03-20","2387","13592","389","2018","16.6","14.9"
"Georgia","2020-03-21","895","14487","187","2205","16.4","15.1"
"Georgia","2020-03-22","915","15402","218","2423","16.8","15.4"
"Georgia","2020-03-23","3014","18416","615","3038","17.8","16.5"
"Georgia","2020-03-24","3344","21760","649","3687","18.6","17.4"
"Georgia","2020-03-25","3335","25095","645","4332","19.2","17.9"
"Georgia","2020-03-26","3145","28240","609","4941","19.9","18.5"
"Georgia","2020-03-27","3031","31271","646","5587","20.6","18.6"
"Georgia","2020-03-28","1133","32404","339","5926","21.9","19.2"
"Georgia","2020-03-29","954","33358","308","6234","23.1","20"
"Georgia","2020-03-30","3407","36765","752","6986","23.4","20.6"
"Georgia","2020-03-31","2849","39614","615","7601","23.7","21.1"
"Georgia","2020-04-01","3340","42954","677","8278","23.8","21.5"
"Georgia","2020-04-02","3284","46238","554","8832","23.5","21.7"
"Georgia","2020-04-03","3455","49693","640","9472","23.1","21.9"
"Georgia","2020-04-04","1647","51340","297","9769","21.4","21.7"
"Georgia","2020-04-05","858","52198","173","9942","19.6","21.4"
"Georgia","2020-04-06","4056","56254","733","10675","19.1","21.2"
"Georgia","2020-04-07","4675","60929","662","11337","18","20.9"
"Georgia","2020-04-08","4825","65754","678","12015","17.1","20.5"
"Georgia","2020-04-09","4574","70328","774","12789","17.1","20.3"
"Georgia","2020-04-10","5194","75522","900","13689","17","20"
"Georgia","2020-04-11","2461","77983","341","14030","16.4","18.9"
"Georgia","2020-04-12","955","78938","221","14251","16.8","18.2"
"Georgia","2020-04-13","4663","83601","780","15031","16.6","17.8"
"Georgia","2020-04-14","5582","89183","797","15828","16.6","17.3"
"Georgia","2020-04-15","5415","94598","710","16538","16.5","16.8"
"Georgia","2020-04-16","6298","100896","782","17320","15.8","16.5"
"Georgia","2020-04-17","6852","107748","798","18118","15","16"
"Georgia","2020-04-18","3501","111249","446","18564","14.9","15.6"
"Georgia","2020-04-19","2070","113319","418","18982","14.4","15.6"
"Georgia","2020-04-20","7974","121293","886","19868","13.6","15.1"
"Georgia","2020-04-21","8906","130199","916","20784","13.1","14.8"
"Georgia","2020-04-22","8705","138904","867","21651","12.6","14.6"
"Georgia","2020-04-23","6528","145432","650","22301","12.3","14.1"
"Georgia","2020-04-24","9472","154904","719","23020","11.7","13.4"
"Georgia","2020-04-25","4823","159727","342","23362","10.9","12.9"
"Georgia","2020-04-26","2097","161824","253","23615","9.7","12.1"
"Georgia","2020-04-27","8422","170246","897","24512","9.7","11.6"
"Georgia","2020-04-28","10083","180329","903","25415","9.5","11.3"
"Georgia","2020-04-29","10758","191087","885","26300","9.2","10.9"
"Georgia","2020-04-30","11106","202193","799","27099","8.8","10.5"
"Georgia","2020-05-01","10705","212898","884","27983","8.9","10.3"
"Georgia","2020-05-02","5683","218581","451","28434","9","10"
"Georgia","2020-05-03","3520","222101","284","28718","8.5","9.1"
"Georgia","2020-05-04","10875","232976","961","29679","8.2","8.9"
"Georgia","2020-05-05","9653","242629","587","30266","7.8","8.6"
"Georgia","2020-05-06","10982","253611","588","30854","7.4","8.3"
"Georgia","2020-05-07","9122","262733","596","31450","7.3","8.1"
"Georgia","2020-05-08","11759","274492","750","32200","7","8"
"Georgia","2020-05-09","6450","280942","402","32602","6.8","7.9"
"Georgia","2020-05-10","2258","283200","249","32851","7.2","7.8"
"Georgia","2020-05-11","13544","296744","826","33677","6.8","7.5"
"Georgia","2020-05-12","13688","310432","709","34386","6.7","7.2"
"Georgia","2020-05-13","12687","323119","673","35059","6.7","7"
"Georgia","2020-05-14","13412","336531","790","35849","6.6","6.9"
"Georgia","2020-05-15","15168","351699","928","36777","6.6","6.8"
"Georgia","2020-05-16","7311","359010","550","37327","6.7","6.8"
"Georgia","2020-05-17","3694","362704","304","37631","6.3","6.8"
"Georgia","2020-05-18","12530","375234","913","38544","6.5","6.7"
"Georgia","2020-05-19","14761","389995","922","39466","6.7","6.7"
"Georgia","2020-05-20","14337","404332","764","40230","6.7","6.7"
"Georgia","2020-05-21","13210","417542","761","40991","6.6","6.6"
"Georgia","2020-05-22","12897","430439","747","41738","6.6","6.6"
"Georgia","2020-05-23","6379","436818","440","42178","6.5","6.6"
"Georgia","2020-05-24","3329","440147","264","42442","6.5","6.4"
"Georgia","2020-05-25","3155","443302","205","42647","6.4","6.4"
"Georgia","2020-05-26","15560","458862","1097","43744","6.5","6.6"
"Georgia","2020-05-27","15037","473899","800","44544","6.5","6.6"
"Georgia","2020-05-28","14321","488220","742","45286","6.4","6.5"
"Georgia","2020-05-29","13095","501315","743","46029","6.4","6.5"
"Georgia","2020-05-30","6366","507681","417","46446","6.3","6.4"
"Georgia","2020-05-31","3378","511059","231","46677","6.2","6.3"
"Georgia","2020-06-01","13504","524563","934","47611","6.2","6.3"
"Georgia","2020-06-02","14121","538684","906","48517","6.1","6.3"
"Georgia","2020-06-03","15040","553724","899","49416","6.2","6.3"
"Georgia","2020-06-04","14511","568235","876","50292","6.3","6.4"
"Georgia","2020-06-05","13098","581333","815","51107","6.4","6.4"
"Georgia","2020-06-06","7693","589026","515","51622","6.4","6.4"
"Georgia","2020-06-07","3517","592543","334","51956","6.8","6.5"
"Georgia","2020-06-08","14779","607322","1078","53034","6.9","6.5"
"Georgia","2020-06-09","14531","621853","900","53934","6.8","6.5"
"Georgia","2020-06-10","15270","637123","1154","55088","7.1","6.6"
"Georgia","2020-06-11","16636","653759","1172","56260","7.2","6.8"
"Georgia","2020-06-12","14414","668173","949","57209","7.3","6.8"
"Georgia","2020-06-13","7459","675632","658","57867","7.6","7"
"Georgia","2020-06-14","4033","679665","420","58287","7.7","7.3"
"Georgia","2020-06-15","17876","697541","1454","59741","7.8","7.3"
"Georgia","2020-06-16","18018","715559","1436","61177","8.1","7.5"
"Georgia","2020-06-17","16873","732432","1699","62876","8.4","7.8"
"Georgia","2020-06-18","17666","750098","1766","64642","8.9","8"
"Georgia","2020-06-19","18371","768469","1800","66442","9.3","8.3"
"Georgia","2020-06-20","9636","778105","1180","67622","9.8","8.7"
"Georgia","2020-06-21","3896","782001","562","68184","10.4","9"
"Georgia","2020-06-22","24358","806359","3100","71284","11","9.4"
"Georgia","2020-06-23","22378","828737","2579","73863","11.5","9.8"
"Georgia","2020-06-24","22889","851626","2746","76609","11.8","10.1"
"Georgia","2020-06-25","25377","877003","3195","79804","12.2","10.5"
"Georgia","2020-06-26","27905","904908","3112","82916","12.4","10.8"
"Georgia","2020-06-27","14101","919009","1887","84803","12.5","11.2"
"Georgia","2020-06-28","5797","924806","996","85799","12.9","11.7"
"Georgia","2020-06-29","32190","956996","4021","89820","12.9","12"
"Georgia","2020-06-30","33308","990304","4184","94004","13.1","12.3"
"Georgia","2020-07-01","31810","1022114","3910","97914","13.1","12.5"
"Georgia","2020-07-02","33729","1055843","4081","101995","13","12.6"
"Georgia","2020-07-03","14526","1070369","2160","104155","13.6","13"
"Georgia","2020-07-04","5470","1075839","903","105058","14","13.3"
"Georgia","2020-07-05","6297","1082136","1227","106285","14.3","13.6"
"Georgia","2020-07-06","35604","1117740","5422","111707","14.7","13.8"
"Georgia","2020-07-07","35665","1153405","4792","116499","14.8","13.9"
"Georgia","2020-07-08","35671","1189076","4749","121248","15","14"
"Georgia","2020-07-09","35514","1224590","4641","125889","15.1","14.1"
"Georgia","2020-07-10","34531","1259121","4511","130400","14.9","14.2"
"Georgia","2020-07-11","14610","1273731","2460","132860","14.9","14.5"
"Georgia","2020-07-12","7891","1281622","1451","134311","14.8","14.5"
"Georgia","2020-07-13","35134","1316756","5181","139492","14.7","14.7"
"Georgia","2020-07-14","33980","1350736","4710","144202","14.8","14.8"
"Georgia","2020-07-15","33848","1384584","4521","148723","14.8","14.9"
"Georgia","2020-07-16","36578","1421162","4693","153416","14.7","14.9"
"Georgia","2020-07-17","31184","1452346","3920","157336","14.7","14.8"
"Georgia","2020-07-18","14292","1466638","2084","159420","14.3","14.6"
"Georgia","2020-07-19","7470","1474108","1195","160615","14","14.4"
"Georgia","2020-07-20","33632","1507740","4737","165352","13.9","14.3"
"Georgia","2020-07-21","29571","1537311","3874","169226","13.8","14.3"
"Georgia","2020-07-22","31426","1568737","3903","173129","13.7","14.2"
"Georgia","2020-07-23","32252","1600989","3927","177056","13.6","14.1"
"Georgia","2020-07-24","30106","1631095","3790","180846","13.6","14.1"
"Georgia","2020-07-25","15388","1646483","2258","183104","13.6","14"
"Georgia","2020-07-26","6281","1652764","1061","184165","13.7","13.8"
"Georgia","2020-07-27","34181","1686945","4188","188353","13.4","13.7"
"Georgia","2020-07-28","29494","1716439","3624","191977","13.3","13.6"
"Georgia","2020-07-29","29864","1746303","3711","195688","13.3","13.5"
"Georgia","2020-07-30","29531","1775834","3659","199347","13.4","13.5"
"Georgia","2020-07-31","28822","1804656","3167","202514","13.1","13.3"
"Georgia","2020-08-01","14738","1819394","1955","204469","12.9","13.3"
"Georgia","2020-08-02","6348","1825742","983","205452","12.7","13.2"
"Georgia","2020-08-03","27622","1853364","2933","208385","12.5","13"
"Georgia","2020-08-04","28520","1881884","3298","211683","12.4","12.9"
"Georgia","2020-08-05","29774","1911658","3391","215074","12.2","12.8"
"Georgia","2020-08-06","27935","1939593","3004","218078","12","12.7"
"Georgia","2020-08-07","27845","1967438","2782","220860","11.9","12.5"
"Georgia","2020-08-08","14528","1981966","1440","222300","11.4","12.2"
"Georgia","2020-08-09","7234","1989200","992","223292","11.1","11.9"
"Georgia","2020-08-10","29303","2018503","3080","226372","11.1","11.8"
"Georgia","2020-08-11","26595","2045098","2639","229011","10.9","11.6"
"Georgia","2020-08-12","26049","2071147","2478","231489","10.6","11.4"
"Georgia","2020-08-13","25378","2096525","2172","233661","10.3","11.2"
"Georgia","2020-08-14","27774","2124299","2266","235927","10","11"
"Georgia","2020-08-15","11497","2135796","1186","237113","10.1","10.7"
"Georgia","2020-08-16","9532","2145328","1042","238155","9.7","10.4"
"Georgia","2020-08-17","19604","2164932","1793","239948","9.5","10.3"
"Georgia","2020-08-18","24655","2189587","2192","242140","9.4","10.1"
"Georgia","2020-08-19","26480","2216067","2201","244341","9.2","9.9"
"Georgia","2020-08-20","23814","2239881","1984","246325","9.2","9.7"
"Georgia","2020-08-21","26161","2266042","2038","248363","9.1","9.6"
"Georgia","2020-08-22","12765","2278807","1072","249435","8.8","9.5"
"Georgia","2020-08-23","6366","2285173","703","250138","8.8","9.3"
"Georgia","2020-08-24","25241","2310414","2281","252419","8.8","9.2"
"Georgia","2020-08-25","23247","2333661","1919","254338","8.7","9"
"Georgia","2020-08-26","26280","2359941","2227","256565","8.8","9"
"Georgia","2020-08-27","24424","2384365","1914","258479","8.7","8.9"
"Georgia","2020-08-28","24986","2409351","2039","260518","8.7","8.9"
"Georgia","2020-08-29","11997","2421348","1023","261541","8.8","8.8"
"Georgia","2020-08-30","6742","2428090","780","262321","8.8","8.8"
"Georgia","2020-08-31","24561","2452651","2134","264455","8.8","8.8"
"Georgia","2020-09-01","23825","2476476","1914","266369","8.8","8.7"
"Georgia","2020-09-02","24269","2500745","1932","268301","8.7","8.7"
"Georgia","2020-09-03","23245","2523990","1823","270124","8.7","8.7"
"Georgia","2020-09-04","23286","2547276","1897","272021","8.7","8.7"
"Georgia","2020-09-05","11427","2558703","807","272828","8.5","8.6"
"Georgia","2020-09-06","5770","2564473","564","273392","8.2","8.5"
"Georgia","2020-09-07","7151","2571624","666","274058","8.3","8.5"
"Georgia","2020-09-08","26126","2597750","2080","276138","8.3","8.5"
"Georgia","2020-09-09","24965","2622715","1855","277993","8.2","8.5"
"Georgia","2020-09-10","24531","2647246","1754","279747","8.1","8.4"
"Georgia","2020-09-11","23397","2670643","1602","281349","7.9","8.3"
"Georgia","2020-09-12","10388","2681031","786","282135","8","8.2"
"Georgia","2020-09-13","5487","2686518","583","282718","8.1","8.2"
"Georgia","2020-09-14","24903","2711421","1728","284446","7.8","8"
"Georgia","2020-09-15","22947","2734368","1483","285929","7.6","7.9"
"Georgia","2020-09-16","22766","2757134","1264","287193","7.3","7.8"
"Georgia","2020-09-17","18425","2775559","1120","288313","7.2","7.6"
"Georgia","2020-09-18","23090","2798649","1336","289649","7","7.5"
"Georgia","2020-09-19","11909","2810558","761","290410","6.8","7.4"
"Georgia","2020-09-20","4840","2815398","409","290819","6.5","7.3"
"Georgia","2020-09-21","23079","2838477","1427","292246","6.4","7.1"
"Georgia","2020-09-22","21374","2859851","1250","293496","6.3","7"
"Georgia","2020-09-23","22139","2881990","1304","294800","6.4","6.8"
"Georgia","2020-09-24","21049","2903039","1189","295989","6.3","6.7"
"Georgia","2020-09-25","21204","2924243","1203","297192","6.3","6.6"
"Georgia","2020-09-26","8694","2932937","654","297846","6.5","6.6"
"Georgia","2020-09-27","4663","2937600","379","298225","6.4","6.5"
"Georgia","2020-09-28","22034","2959634","1281","299506","6.4","6.4"
"Georgia","2020-09-29","21230","2980864","1086","300592","6.3","6.3"
"Georgia","2020-09-30","21846","3002710","1222","301814","6.2","6.3"
"Georgia","2020-10-01","23447","3026157","1153","302967","6.1","6.2"
"Georgia","2020-10-02","22520","3048677","1194","304161","6.1","6.2"
"Georgia","2020-10-03","12234","3060911","707","304868","5.8","6.1"
"Georgia","2020-10-04","5967","3066878","427","305295","5.7","6"
"Georgia","2020-10-05","25675","3092553","1508","306803","5.7","6"
"Georgia","2020-10-06","27259","3119812","1316","308119","5.6","5.9"
"Georgia","2020-10-07","28133","3147945","1372","309491","5.5","5.9"
"Georgia","2020-10-08","24719","3172664","1378","310869","5.6","5.9"
"Georgia","2020-10-09","25109","3197773","1304","312173","5.6","5.8"
"Georgia","2020-10-10","11689","3209462","738","312911","5.7","5.7"
"Georgia","2020-10-11","5473","3214935","467","313378","5.9","5.8"
"Georgia","2020-10-12","18828","3233763","1176","314554","5.9","5.8"
"Georgia","2020-10-13","25330","3259093","1488","316042","6.1","5.9"
"Georgia","2020-10-14","23546","3282639","1343","317385","6.2","5.9"
"Georgia","2020-10-15","23500","3306139","1467","318852","6.3","6"
"Georgia","2020-10-16","23199","3329338","1445","320297","6.4","6"
"Georgia","2020-10-17","10954","3340292","731","321028","6.5","6.1"
"Georgia","2020-10-18","5053","3345345","461","321489","6.6","6.2"
"Georgia","2020-10-19","25928","3371273","1697","323186","6.6","6.3"
"Georgia","2020-10-20","23979","3395252","1510","324696","6.7","6.4"
"Georgia","2020-10-21","27022","3422274","1692","326388","6.8","6.5"
"Georgia","2020-10-22","22251","3444525","1630","328018","6.9","6.6"
"Georgia","2020-10-23","23191","3467716","1583","329601","7","6.7"
"Georgia","2020-10-24","11022","3478738","947","330548","7.3","6.9"
"Georgia","2020-10-25","6755","3485493","669","331217","7.4","7"
"Georgia","2020-10-26","23841","3509334","1847","333064","7.6","7.1"
"Georgia","2020-10-27","22124","3531458","1557","334621","7.7","7.2"
"Georgia","2020-10-28","15335","3546793","1045","335666","7.7","7.3"
"Georgia","2020-10-29","8212","3555005","588","336254","7.7","7.3"
"Georgia","2020-10-30","894","3555899","60","336314","7.7","7.4"
"Georgia","2020-10-31","0","3555899","0","336314","6.5","6.9"
"Appling","2020-02-01","0","0","0","0",".","."
"Appling","2020-02-02","0","0","0","0",".","."
"Appling","2020-02-03","0","0","0","0",".","."
"Appling","2020-02-04","0","0","0","0",".","."
"Appling","2020-02-05","0","0","0","0",".","."
"Appling","2020-02-06","0","0","0","0",".","."
"Appling","2020-02-07","0","0","0","0","0","."
"Appling","2020-02-08","0","0","0","0","0","."
"Appling","2020-02-09","0","0","0","0","0","."
"Appling","2020-02-10","0","0","0","0","0","."
"Appling","2020-02-11","0","0","0","0","0","."
"Appling","2020-02-12","0","0","0","0","0","."
"Appling","2020-02-13","0","0","0","0","0","."
"Appling","2020-02-14","0","0","0","0","0","0"
"Appling","2020-02-15","0","0","0","0","0","0"
"Appling","2020-02-16","0","0","0","0","0","0"
"Appling","2020-02-17","0","0","0","0","0","0"
"Appling","2020-02-18","0","0","0","0","0","0"
"Appling","2020-02-19","0","0","0","0","0","0"
"Appling","2020-02-20","0","0","0","0","0","0"
"Appling","2020-02-21","0","0","0","0","0","0"
"Appling","2020-02-22","0","0","0","0","0","0"
"Appling","2020-02-23","0","0","0","0","0","0"
"Appling","2020-02-24","0","0","0","0","0","0"
"Appling","2020-02-25","0","0","0","0","0","0"
"Appling","2020-02-26","0","0","0","0","0","0"
"Appling","2020-02-27","0","0","0","0","0","0"
"Appling","2020-02-28","0","0","0","0","0","0"
"Appling","2020-02-29","0","0","0","0","0","0"
"Appling","2020-03-01","0","0","0","0","0","0"
"Appling","2020-03-02","0","0","0","0","0","0"
"Appling","2020-03-03","0","0","0","0","0","0"
"Appling","2020-03-04","0","0","0","0","0","0"
"Appling","2020-03-05","0","0","0","0","0","0"
"Appling","2020-03-06","0","0","0","0","0","0"
"Appling","2020-03-07","0","0","0","0","0","0"
"Appling","2020-03-08","0","0","0","0","0","0"
"Appling","2020-03-09","0","0","0","0","0","0"
"Appling","2020-03-10","0","0","0","0","0","0"
"Appling","2020-03-11","0","0","0","0","0","0"
"Appling","2020-03-12","0","0","0","0","0","0"
"Appling","2020-03-13","1","1","0","0","0","0"
"Appling","2020-03-14","0","1","0","0","0","0"
"Appling","2020-03-15","0","1","0","0","0","0"
"Appling","2020-03-16","3","4","0","0","0","0"
"Appling","2020-03-17","3","7","0","0","0","0"
"Appling","2020-03-18","3","10","0","0","0","0"
"Appling","2020-03-19","3","13","0","0","0","0"
"Appling","2020-03-20","2","15","0","0","0","0"
"Appling","2020-03-21","1","16","0","0","0","0"
"Appling","2020-03-22","1","17","0","0","0","0"
"Appling","2020-03-23","1","18","0","0","0","0"
"Appling","2020-03-24","4","22","0","0","0","0"
"Appling","2020-03-25","6","28","0","0","0","0"
"Appling","2020-03-26","3","31","0","0","0","0"
"Appling","2020-03-27","2","33","1","1","7.1","3.6"
"Appling","2020-03-28","3","36","2","3","16.7","8.3"
"Appling","2020-03-29","0","36","0","3","16.7","8.3"
"Appling","2020-03-30","8","44","2","5","20.2","10.1"
"Appling","2020-03-31","5","49","1","6","23.1","11.5"
"Appling","2020-04-01","4","53","0","6","23.1","11.5"
"Appling","2020-04-02","3","56","0","6","23.1","11.5"
"Appling","2020-04-03","1","57","1","7","30.2","18.7"
"Appling","2020-04-04","0","57","0","7","20.7","18.7"
"Appling","2020-04-05","2","59","0","7","20.7","18.7"
"Appling","2020-04-06","7","66","1","8","19.2","19.7"
"Appling","2020-04-07","5","71","0","8","16.3","19.7"
"Appling","2020-04-08","5","76","2","10","22","22.6"
"Appling","2020-04-09","1","77","0","10","22","22.6"
"Appling","2020-04-10","1","78","0","10","7.8","19"
"Appling","2020-04-11","3","81","3","13","22","21.4"
"Appling","2020-04-12","0","81","0","13","22","21.4"
"Appling","2020-04-13","10","91","5","18","27.1","23.2"
"Appling","2020-04-14","3","94","1","19","31.9","24.1"
"Appling","2020-04-15","4","98","0","19","26.2","24.1"
"Appling","2020-04-16","4","102","0","19","26.2","24.1"
"Appling","2020-04-17","57","159","47","66","38","22.9"
"Appling","2020-04-18","1","160","0","66","23.7","22.9"
"Appling","2020-04-19","0","160","0","66","23.7","22.9"
"Appling","2020-04-20","5","165","1","67","19.4","23.3"
"Appling","2020-04-21","3","168","0","67","14.6","23.3"
"Appling","2020-04-22","54","222","12","79","17.8","22"
"Appling","2020-04-23","80","302","0","79","17.8","22"
"Appling","2020-04-24","2","304","1","80","13.2","25.6"
"Appling","2020-04-25","6","310","0","80","13.2","18.4"
"Appling","2020-04-26","1","311","0","80","13.2","18.4"
"Appling","2020-04-27","10","321","0","80","10.3","14.9"
"Appling","2020-04-28","5","326","1","81","13.2","13.9"
"Appling","2020-04-29","6","332","0","81","10","13.9"
"Appling","2020-04-30","13","345","1","82","11.1","14.5"
"Appling","2020-05-01","5","350","0","82","4","8.6"
"Appling","2020-05-02","2","352","0","82","4","8.6"
"Appling","2020-05-03","0","352","0","82","4","8.6"
"Appling","2020-05-04","8","360","0","82","4","7.1"
"Appling","2020-05-05","7","367","0","82","1.1","7.1"
"Appling","2020-05-06","4","371","0","82","1.1","5.5"
"Appling","2020-05-07","8","379","0","82","0","5.5"
"Appling","2020-05-08","7","386","2","84","4.1","4"
"Appling","2020-05-09","3","389","0","84","4.1","4"
"Appling","2020-05-10","1","390","1","85","18.4","11.2"
"Appling","2020-05-11","7","397","0","85","18.4","11.2"
"Appling","2020-05-12","7","404","0","85","18.4","9.7"
"Appling","2020-05-13","7","411","2","87","22.4","11.8"
"Appling","2020-05-14","8","419","0","87","22.4","11.2"
"Appling","2020-05-15","4","423","3","90","29.1","16.6"
"Appling","2020-05-16","1","424","0","90","29.1","16.6"
"Appling","2020-05-17","1","425","1","91","29.1","23.7"
"Appling","2020-05-18","5","430","1","92","31.9","25.2"
"Appling","2020-05-19","13","443","2","94","34.1","26.3"
"Appling","2020-05-20","11","454","2","96","32.7","27.6"
"Appling","2020-05-21","38","492","2","98","33.4","27.9"
"Appling","2020-05-22","30","522","1","99","23.2","26.1"
"Appling","2020-05-23","2","524","1","100","30.3","29.7"
"Appling","2020-05-24","4","528","0","100","16","22.6"
"Appling","2020-05-25","2","530","0","100","13.2","22.6"
"Appling","2020-05-26","28","558","5","105","13.5","23.8"
"Appling","2020-05-27","5","563","0","105","10.9","21.8"
"Appling","2020-05-28","10","573","1","106","11.6","22.5"
"Appling","2020-05-29","3","576","0","106","11.1","17.1"
"Appling","2020-05-30","2","578","1","107","11.1","20.7"
"Appling","2020-05-31","0","578","0","107","11.1","13.6"
"Appling","2020-06-01","23","601","5","112","14.2","13.7"
"Appling","2020-06-02","8","609","5","117","20.6","17.1"
"Appling","2020-06-03","5","614","3","120","29.2","20"
"Appling","2020-06-04","11","625","4","124","32.9","22.3"
"Appling","2020-06-05","5","630","0","124","32.9","22"
"Appling","2020-06-06","0","630","0","124","25.8","18.5"
"Appling","2020-06-07","2","632","0","124","25.8","18.5"
"Appling","2020-06-08","6","638","1","125","25.1","19.7"
"Appling","2020-06-09","6","644","2","127","20.9","20.8"
"Appling","2020-06-10","10","654","2","129","15.2","22.2"
"Appling","2020-06-11","12","666","1","130","11.2","22.1"
"Appling","2020-06-12","5","671","1","131","14","23.5"
"Appling","2020-06-13","2","673","0","131","14","19.9"
"Appling","2020-06-14","5","678","1","132","16.9","21.4"
"Appling","2020-06-15","14","692","3","135","17.6","21.3"
"Appling","2020-06-16","14","706","3","138","15.9","18.4"
"Appling","2020-06-17","7","713","1","139","15.1","15.1"
"Appling","2020-06-18","12","725","0","139","13.9","12.5"
"Appling","2020-06-19","9","734","2","141","14.2","14.1"
"Appling","2020-06-20","4","738","2","143","21.3","17.7"
"Appling","2020-06-21","1","739","1","144","32.8","24.8"
"Appling","2020-06-22","19","758","2","146","31.2","24.4"
"Appling","2020-06-23","11","769","3","149","32","24"
"Appling","2020-06-24","34","803","2","151","30.8","23"
"Appling","2020-06-25","22","825","3","154","32.8","23.3"
"Appling","2020-06-26","30","855","1","155","30.1","22.1"
"Appling","2020-06-27","13","868","2","157","25.1","23.2"
"Appling","2020-06-28","9","877","1","158","12.4","22.6"
"Appling","2020-06-29","40","917","5","163","12.7","22"
"Appling","2020-06-30","30","947","9","172","13.1","22.6"
"Appling","2020-07-01","31","978","7","179","15.5","23.2"
"Appling","2020-07-02","34","1012","3","182","14.8","23.8"
"Appling","2020-07-03","22","1034","5","187","17.6","23.8"
"Appling","2020-07-04","10","1044","1","188","16.8","21"
"Appling","2020-07-05","12","1056","3","191","18.8","15.6"
"Appling","2020-07-06","60","1116","14","205","20.4","16.5"
"Appling","2020-07-07","37","1153","10","215","19.9","16.5"
"Appling","2020-07-08","32","1185","6","221","19.4","17.4"
"Appling","2020-07-09","30","1215","10","231","22.9","18.9"
"Appling","2020-07-10","38","1253","8","239","22.6","20.1"
"Appling","2020-07-11","25","1278","4","243","23.5","20.2"
"Appling","2020-07-12","8","1286","2","245","23.5","21.2"
"Appling","2020-07-13","38","1324","7","252","22.8","21.6"
"Appling","2020-07-14","48","1372","14","266","23.1","21.5"
"Appling","2020-07-15","35","1407","6","272","22.9","21.1"
"Appling","2020-07-16","38","1445","7","279","20.7","21.8"
"Appling","2020-07-17","22","1467","2","281","19","20.8"
"Appling","2020-07-18","8","1475","3","284","22.1","22.8"
"Appling","2020-07-19","5","1480","2","286","24.2","23.9"
"Appling","2020-07-20","18","1498","5","291","25.6","24.2"
"Appling","2020-07-21","40","1538","6","297","23.6","23.3"
"Appling","2020-07-22","39","1577","9","306","24.4","23.6"
"Appling","2020-07-23","21","1598","8","314","27.2","24"
"Appling","2020-07-24","18","1616","3","317","28.3","23.7"
"Appling","2020-07-25","13","1629","2","319","25.1","23.6"
"Appling","2020-07-26","8","1637","2","321","23","23.6"
"Appling","2020-07-27","26","1663","9","330","24","24.8"
