"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","174987","6304"
"Any Chronic Condition","Male","134571","7273"
"Any Chronic Condition","Total","309920","13583"
"Any Chronic Condition","Unknown","362","6"
"Any Disability","Female","12676","1636"
"Any Disability","Male","10281","1514"
"Any Disability","Total","22982","3151"
"Any Disability","Unknown","25","1"
"Cardiovascular Disease","Female","31510","3176"
"Cardiovascular Disease","Male","28791","3873"
"Cardiovascular Disease","Total","60349","7053"
"Cardiovascular Disease","Unknown","48","4"
"Chronic Liver Disease","Female","1988","173"
"Chronic Liver Disease","Male","1695","265"
"Chronic Liver Disease","Total","3686","439"
"Chronic Liver Disease","Unknown","3","1"
"Chronic Lung Disease","Female","47368","1819"
"Chronic Lung Disease","Male","30235","1832"
"Chronic Lung Disease","Total","77705","3653"
"Chronic Lung Disease","Unknown","102","2"
"Chronic Renal Disease","Female","7261","1395"
"Chronic Renal Disease","Male","7064","1750"
"Chronic Renal Disease","Total","14335","3146"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","11059","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11066","23"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","38910","2613"
"Diabetes Mellitus","Male","32822","3173"
"Diabetes Mellitus","Total","71805","5788"
"Diabetes Mellitus","Unknown","73","2"
"Hypertension/High blood pressure","Female","36539","1802"
"Hypertension/High blood pressure","Male","28382","1980"
"Hypertension/High blood pressure","Total","65008","3785"
"Hypertension/High blood pressure","Unknown","87","3"
"ICU","Female","6673","2795"
"ICU","Male","8406","3692"
"ICU","Total","15109","6489"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9403","549"
"Immunocompromised Condition","Male","5400","609"
"Immunocompromised Condition","Total","14815","1158"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","554281","1276"
"Missing/Unknown status on all conditions","Male","488816","1457"
"Missing/Unknown status on all conditions","Total","1056333","2736"
"Missing/Unknown status on all conditions","Unknown","13236","3"
"None of the above conditions","Female","448269","11084"
"None of the above conditions","Male","347803","12816"
"None of the above conditions","Total","797736","23912"
"None of the above conditions","Unknown","1664","12"
"Obesity (BMI>40)","Female","13431","449"
"Obesity (BMI>40)","Male","7179","418"
"Obesity (BMI>40)","Total","20631","867"
"Obesity (BMI>40)","Unknown","21","0"
"Other Chronic Diseases","Female","39997","2570"
"Other Chronic Diseases","Male","25956","2612"
"Other Chronic Diseases","Total","66013","5182"
"Other Chronic Diseases","Unknown","60","0"
"Smoker","Female","41540","1010"
"Smoker","Male","48156","1887"
"Smoker","Total","89775","2898"
"Smoker","Unknown","79","1"
"Total with completed information","Female","465666","11900"
"Total with completed information","Male","359985","13707"
"Total with completed information","Total","827360","25622"
"Total with completed information","Unknown","1709","15"
