"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","78037","2845"
"Any Chronic Condition","Male","62160","3198"
"Any Chronic Condition","Total","140707","6043"
"Any Chronic Condition","Unknown","510","0"
"Cardiovascular Disease","Female","20791","1756"
"Cardiovascular Disease","Male","18326","2008"
"Cardiovascular Disease","Total","39218","3764"
"Cardiovascular Disease","Unknown","101","0"
"Chronic Liver Disease","Female","858","73"
"Chronic Liver Disease","Male","778","117"
"Chronic Liver Disease","Total","1641","190"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","20885","812"
"Chronic Lung Disease","Male","13157","810"
"Chronic Lung Disease","Total","34167","1622"
"Chronic Lung Disease","Unknown","125","0"
"Chronic Renal Disease","Female","3851","671"
"Chronic Renal Disease","Male","3666","802"
"Chronic Renal Disease","Total","7542","1473"
"Chronic Renal Disease","Unknown","25","0"
"Currently Pregnant","Female","3465","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3474","5"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","20136","1171"
"Diabetes Mellitus","Male","17162","1425"
"Diabetes Mellitus","Total","37419","2596"
"Diabetes Mellitus","Unknown","121","0"
"ICU","Female","3318","1213"
"ICU","Male","4308","1642"
"ICU","Total","7642","2855"
"ICU","Unknown","16","0"
"Immunocompromised Condition","Female","7162","338"
"Immunocompromised Condition","Male","4338","395"
"Immunocompromised Condition","Total","11524","733"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","141681","696"
"Missing/Unknown status on all conditions","Male","129321","805"
"Missing/Unknown status on all conditions","Total","278758","1506"
"Missing/Unknown status on all conditions","Unknown","7756","5"
"Neurologic/Neurodevelopmental","Female","5169","817"
"Neurologic/Neurodevelopmental","Male","3625","706"
"Neurologic/Neurodevelopmental","Total","8826","1523"
"Neurologic/Neurodevelopmental","Unknown","32","0"
"None of the above conditions","Female","173865","3585"
"None of the above conditions","Male","139906","3851"
"None of the above conditions","Total","315292","7439"
"None of the above conditions","Unknown","1521","3"
"Other Chronic Diseases","Female","27175","1554"
"Other Chronic Diseases","Male","18409","1568"
"Other Chronic Diseases","Total","45762","3122"
"Other Chronic Diseases","Unknown","178","0"
"Smoker","Female","17774","387"
"Smoker","Male","22349","755"
"Smoker","Total","40236","1142"
"Smoker","Unknown","113","0"
"Total with completed information","Female","182258","4115"
"Total with completed information","Male","147258","4476"
"Total with completed information","Total","331110","8594"
"Total with completed information","Unknown","1594","3"
