"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","157918","6063"
"Any Chronic Condition","Male","124442","6965"
"Any Chronic Condition","Total","282611","13031"
"Any Chronic Condition","Unknown","251","3"
"Any Disability","Female","11696","1579"
"Any Disability","Male","9375","1429"
"Any Disability","Total","21090","3008"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","29653","3060"
"Cardiovascular Disease","Male","27227","3739"
"Cardiovascular Disease","Total","56913","6801"
"Cardiovascular Disease","Unknown","33","2"
"Chronic Liver Disease","Female","1797","163"
"Chronic Liver Disease","Male","1570","257"
"Chronic Liver Disease","Total","3368","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","42607","1728"
"Chronic Lung Disease","Male","27421","1756"
"Chronic Lung Disease","Total","70090","3485"
"Chronic Lung Disease","Unknown","62","1"
"Chronic Renal Disease","Female","6757","1338"
"Chronic Renal Disease","Male","6559","1663"
"Chronic Renal Disease","Total","13322","3003"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","8190","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","8194","22"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","36009","2506"
"Diabetes Mellitus","Male","30744","3047"
"Diabetes Mellitus","Total","66807","5555"
"Diabetes Mellitus","Unknown","54","2"
"Hypertension/High blood pressure","Female","31909","1646"
"Hypertension/High blood pressure","Male","25026","1815"
"Hypertension/High blood pressure","Total","56993","3461"
"Hypertension/High blood pressure","Unknown","58","0"
"ICU","Female","6309","2669"
"ICU","Male","7960","3546"
"ICU","Total","14291","6218"
"ICU","Unknown","22","3"
"Immunocompromised Condition","Female","9296","551"
"Immunocompromised Condition","Male","5392","612"
"Immunocompromised Condition","Total","14695","1163"
"Immunocompromised Condition","Unknown","7","0"
"Missing/Unknown status on all conditions","Female","328501","1150"
"Missing/Unknown status on all conditions","Male","304465","1297"
"Missing/Unknown status on all conditions","Total","640407","2448"
"Missing/Unknown status on all conditions","Unknown","7441","1"
"None of the above conditions","Female","374484","10286"
"None of the above conditions","Male","298931","11845"
"None of the above conditions","Total","674484","22131"
"None of the above conditions","Unknown","1069","0"
"Obesity (BMI>40)","Female","11688","415"
"Obesity (BMI>40)","Male","6393","383"
"Obesity (BMI>40)","Total","18091","798"
"Obesity (BMI>40)","Unknown","10","0"
"Other Chronic Diseases","Female","38214","2482"
"Other Chronic Diseases","Male","25012","2519"
"Other Chronic Diseases","Total","63278","5001"
"Other Chronic Diseases","Unknown","52","0"
"Smoker","Female","37769","961"
"Smoker","Male","44619","1793"
"Smoker","Total","82439","2754"
"Smoker","Unknown","51","0"
"Total with completed information","Female","388188","11079"
"Total with completed information","Male","309813","12709"
"Total with completed information","Total","699095","23791"
"Total with completed information","Unknown","1094","3"
