"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1057","US-13001","13","1","18561","96","30","5694.74","161.63","274.77","51"
"Atkinson","447","US-13003","13","3","8330","58","3","5366.15","36.01","144.06","12"
"Bacon","604","US-13005","13","5","11404","47","14","5296.39","122.76","140.3","16"
"Baker","84","US-13007","13","7","3116","20","4","2695.76","128.37","160.46","5"
"Baldwin","2142","US-13009","13","9","44428","167","58","4821.28","130.55","274.6","122"
"Banks","503","US-13011","13","11","19982","68","8","2517.27","40.04","165.15","33"
"Barrow","2268","US-13013","13","13","86383","247","48","2625.52","55.57","188.69","163"
"Bartow","3000","US-13015","13","15","110771","301","88","2708.29","79.44","177.84","197"
"Ben Hill","803","US-13017","13","17","16645","81","26","4824.27","156.2","414.54","69"
"Berrien","461","US-13019","13","19","19276","22","12","2391.58","62.25","103.76","20"
"Bibb","6128","US-13021","13","21","152150","858","177","4027.6","116.33","142.62","217"
"Bleckley","446","US-13023","13","23","12838","27","21","3474.06","163.58","163.58","21"
"Brantley","350","US-13025","13","25","19202","33","10","1822.73","52.08","46.87","9"
"Brooks","526","US-13027","13","27","15727","55","26","3344.57","165.32","95.38","15"
"Bryan","1170","US-13029","13","29","39137","81","11","2989.5","28.11","168.64","66"
"Bulloch","2913","US-13031","13","31","79467","132","28","3665.67","35.23","184.98","147"
"Burke","838","US-13033","13","33","22342","87","10","3750.78","44.76","335.69","75"
"Butts","683","US-13035","13","35","25174","54","43","2713.12","170.81","218.48","55"
"Calhoun","250","US-13037","13","37","6317","47","9","3957.57","142.47","284.95","18"
"Camden","1326","US-13039","13","39","53924","57","13","2459.02","24.11","168.76","91"
"Candler","474","US-13043","13","43","10837","32","20","4373.9","184.55","553.66","60"
"Carroll","2862","US-13045","13","45","120119","160","69","2382.64","57.44","160.67","193"
"Catoosa","1236","US-13047","13","47","68771","79","19","1797.27","27.63","193.4","133"
"Charlton","641","US-13049","13","49","13251","26","7","4837.37","52.83","218.85","29"
"Chatham","8646","US-13051","13","51","292176","782","167","2959.18","57.16","166.34","486"
"Chattahoochee","1683","US-13053","13","53","10749","13","1","15657.27","9.3","614.01","66"
"Chattooga","808","US-13055","13","55","24766","58","22","3262.54","88.83","355.33","88"
"Cherokee","6218","US-13057","13","57","266617","495","93","2332.18","34.88","157.53","420"
"Clarke","5184","US-13059","13","59","129779","230","44","3994.48","33.9","214.21","278"
"Clay","121","US-13061","13","61","2855","9","3","4238.18","105.08","35.03","1"
"Clayton","7159","US-13063","13","63","304838","648","162","2348.46","53.14","86.6","264"
"Clinch","386","US-13065","13","65","6656","28","8","5799.28","120.19","345.55","23"
"Cobb","19968","US-13067","13","67","790588","1811","429","2525.72","54.26","107.14","847"
"Coffee","2094","US-13069","13","69","43042","310","51","4865.02","118.49","269.5","116"
"Colquitt","1911","US-13071","13","71","45393","155","34","4209.9","74.9","134.38","61"
"Columbia","3841","US-13073","13","73","158631","186","61","2421.34","38.45","132.38","210"
"Cook","555","US-13075","13","75","17437","61","14","3182.89","80.29","91.76","16"
"Coweta","2662","US-13077","13","77","152001","134","49","1751.3","32.24","73.03","111"
"Crawford","169","US-13079","13","79","12228","27","5","1382.07","40.89","32.71","4"
"Crisp","583","US-13081","13","81","22289","73","17","2615.64","76.27","233.3","52"
"Dade","289","US-13083","13","83","16162","21","5","1788.15","30.94","92.81","15"
"Dawson","847","US-13085","13","85","27021","76","8","3134.6","29.61","173.94","47"
"DeKalb","19084","US-13089","13","89","793154","2133","371","2406.09","46.78","98.34","780"
"Decatur","1200","US-13087","13","87","26322","92","29","4558.92","110.17","379.91","100"
"Dodge","439","US-13091","13","91","20385","42","12","2153.54","58.87","220.75","45"
"Dooly","346","US-13093","13","93","13400","52","14","2582.09","104.48","171.64","23"
"Dougherty","3170","US-13095","13","95","89905","649","188","3525.94","209.11","62.29","56"
"Douglas","3656","US-13097","13","97","151906","420","69","2406.75","45.42","136.27","207"
"Early","510","US-13099","13","99","10146","37","33","5026.61","325.25","463.24","47"
"Echols","242","US-13101","13","101","3969","9","2","6097.25","50.39","75.59","3"
"Effingham","1497","US-13103","13","103","64026","99","26","2338.11","40.61","206.17","132"
"Elbert","706","US-13105","13","105","18945","45","5","3726.58","26.39","559.51","106"
"Emanuel","1097","US-13107","13","107","22664","79","32","4840.28","141.19","445.64","101"
"Evans","432","US-13109","13","109","10687","39","6","4042.29","56.14","205.86","22"
"Fannin","706","US-13111","13","111","26320","59","25","2682.37","94.98","395.14","104"
"Fayette","1914","US-13113","13","113","117544","106","52","1628.33","44.24","138.67","163"
"Floyd","3308","US-13115","13","115","99916","251","46","3310.78","46.04","312.26","312"
"Forsyth","4200","US-13117","13","117","252507","329","46","1663.32","18.22","94.65","239"
"Franklin","775","US-13119","13","119","23329","60","13","3322.05","55.72","304.34","71"
"Fulton","27994","US-13121","13","121","1099181","2452","579","2546.81","52.68","97.25","1069"
"Gilmer","852","US-13123","13","123","31417","80","13","2711.91","41.38","200.53","63"
"Glascock","40","US-13125","13","125","3025","4","2","1322.31","66.12","66.12","2"
"Glynn","3511","US-13127","13","127","86047","293","96","4080.33","111.57","126.67","109"
"Gordon","1906","US-13129","13","129","58049","120","40","3283.43","68.91","205","119"
"Grady","800","US-13131","13","131","24540","93","22","3259.98","89.65","232.27","57"
"Greene","514","US-13133","13","133","18717","58","24","2746.17","128.23","96.17","18"
"Gwinnett","27986","US-13135","13","135","971145","2723","414","2881.75","42.63","131.08","1273"
"Habersham","1731","US-13137","13","137","45800","229","71","3779.48","155.02","327.51","150"
"Hall","9617","US-13139","13","139","206349","989","158","4660.55","76.57","314.52","649"
"Hancock","398","US-13141","13","141","8193","66","43","4857.81","524.84","183.08","15"
"Haralson","511","US-13143","13","143","30722","28","9","1663.3","29.29","231.1","71"
"Harris","802","US-13145","13","145","34712","88","22","2310.44","63.38","57.62","20"
"Hart","527","US-13147","13","147","26107","67","13","2018.62","49.8","141.72","37"
"Heard","201","US-13149","13","149","12370","15","6","1624.9","48.5","88.92","11"
"Henry","5399","US-13151","13","151","239866","229","103","2250.84","42.94","119.23","286"
"Houston","3182","US-13153","13","153","157039","381","84","2026.25","53.49","105.71","166"
"Irwin","323","US-13155","13","155","9433","38","5","3424.15","53.01","434.64","41"
"Jackson","2061","US-13157","13","157","74700","169","34","2759.04","45.52","222.22","166"
"Jasper","224","US-13159","13","159","14199","21","4","1577.58","28.17","91.56","13"
"Jeff Davis","728","US-13161","13","161","15148","50","20","4805.91","132.03","138.63","21"
"Jefferson","814","US-13163","13","163","15313","77","29","5315.74","189.38","319.99","49"
"Jenkins","437","US-13165","13","165","8576","63","30","5095.62","349.81","478.08","41"
"Johnson","419","US-13167","13","167","9661","58","22","4337.03","227.72","113.86","11"
"Jones","571","US-13169","13","169","28591","49","9","1997.13","31.48","153.89","44"
"Lamar","380","US-13171","13","171","19347","42","18","1964.13","93.04","149.89","29"
"Lanier","297","US-13173","13","173","10351","15","5","2869.29","48.3","48.3","5"
"Laurens","1702","US-13175","13","175","47296","143","75","3598.61","158.58","264.29","125"
"Lee","709","US-13177","13","177","29971","105","26","2365.62","86.75","80.08","24"
"Liberty","1140","US-13179","13","179","61904","110","23","1841.56","37.15","106.62","66"
"Lincoln","214","US-13181","13","181","8125","24","7","2633.85","86.15","86.15","7"
"Long","255","US-13183","13","183","19915","18","3","1280.44","15.06","120.51","24"
"Lowndes","3979","US-13185","13","185","117878","205","83","3375.52","70.41","129.8","153"
"Lumpkin","942","US-13187","13","187","33802","93","14","2786.82","41.42","171.59","58"
"Macon","235","US-13193","13","193","12988","48","10","1809.36","76.99","61.6","8"
"Madison","713","US-13195","13","195","30177","58","8","2362.73","26.51","172.32","52"
"Marion","193","US-13197","13","197","8293","21","9","2327.26","108.53","96.47","8"
"McDuffie","614","US-13189","13","189","21597","70","14","2842.99","64.82","120.39","26"
"McIntosh","296","US-13191","13","191","14567","30","7","2031.99","48.05","102.97","15"
"Meriwether","556","US-13199","13","199","21020","72","13","2645.1","61.85","90.39","19"
"Miller","275","US-13201","13","201","5764","10","1","4770.99","17.35","555.17","32"
"Mitchell","823","US-13205","13","205","22056","152","45","3731.41","204.03","235.76","52"
"Monroe","704","US-13207","13","207","27727","86","52","2539.04","187.54","173.12","48"
"Montgomery","321","US-13209","13","209","9224","24","5","3480.05","54.21","336.08","31"
"Morgan","489","US-13211","13","211","19138","38","3","2555.13","15.68","83.6","16"
"Murray","848","US-13213","13","213","40261","52","6","2106.26","14.9","136.61","55"
"Muscogee","6094","US-13215","13","215","191626","669","170","3180.15","88.71","119.5","229"
"Newton","2627","US-13217","13","217","112354","276","91","2338.15","80.99","88.11","99"
"Non-GA Resident/Unknown State","16137","US-.",".",".","0","646","162","0","0","0","1262"
"Oconee","771","US-13219","13","219","41737","64","26","1847.28","62.29","148.55","62"
"Oglethorpe","343","US-13221","13","221","15240","45","11","2250.66","72.18","170.6","26"
"Paulding","2854","US-13223","13","223","172542","144","57","1654.09","33.04","73.03","126"
"Peach","682","US-13225","13","225","27375","107","25","2491.32","91.32","116.89","32"
"Pickens","628","US-13227","13","227","33530","57","10","1872.95","29.82","71.58","24"
"Pierce","620","US-13229","13","229","19545","82","22","3172.17","112.56","148.38","29"
"Pike","347","US-13231","13","231","18860","31","10","1839.87","53.02","190.88","36"
"Polk","1514","US-13233","13","233","43482","107","18","3481.9","41.4","236.88","103"
"Pulaski","318","US-13235","13","235","10893","37","22","2919.31","201.96","91.8","10"
"Putnam","710","US-13237","13","237","21885","69","25","3244.23","114.23","178.2","39"
"Quitman","34","US-13239","13","239","2294","7","1","1482.13","43.59","87.18","2"
"Rabun","378","US-13241","13","241","16986","48","10","2225.36","58.87","317.91","54"
"Randolph","331","US-13243","13","243","6754","55","29","4900.8","429.38","0","0"
"Richmond","7245","US-13245","13","245","202240","576","166","3582.38","82.08","193.83","392"
"Rockdale","1892","US-13247","13","247","94960","226","37","1992.42","38.96","75.82","72"
"Schley","106","US-13249","13","249","5275","16","2","2009.48","37.91","18.96","1"
"Screven","423","US-13251","13","251","13900","46","11","3043.17","79.14","345.32","48"
"Seminole","370","US-13253","13","253","8140","25","9","4545.45","110.57","331.7","27"
"Spalding","1355","US-13255","13","255","69110","189","62","1960.64","89.71","105.63","73"
"Stephens","1114","US-13257","13","257","26328","120","38","4231.24","144.33","501.37","132"
"Stewart","523","US-13259","13","259","6129","81","15","8533.2","244.74","962.64","59"
"Sumter","941","US-13261","13","261","29399","202","63","3200.79","214.29","78.23","23"
"Talbot","166","US-13263","13","263","6158","24","6","2695.68","97.43","113.67","7"
"Taliaferro","23","US-13265","13","265","1632","2","0","1409.31","0","122.55","2"
"Tattnall","848","US-13267","13","267","25411","62","11","3337.14","43.29","247.92","63"
"Taylor","217","US-13269","13","269","7958","32","11","2726.82","138.23","163.36","13"
"Telfair","395","US-13271","13","271","15644","40","20","2524.93","127.84","121.45","19"
"Terrell","330","US-13273","13","273","8467","74","32","3897.48","377.94","23.62","2"
"Thomas","1505","US-13275","13","275","44431","168","66","3387.27","148.54","128.29","57"
"Tift","1822","US-13277","13","277","40830","226","57","4462.41","139.6","318.39","130"
"Toombs","1359","US-13279","13","279","26983","105","51","5036.5","189.01","270.54","73"
"Towns","348","US-13281","13","281","12034","40","10","2891.81","83.1","423.8","51"
"Treutlen","263","US-13283","13","283","6829","30","11","3851.22","161.08","263.58","18"
"Troup","2845","US-13285","13","285","70414","316","101","4040.39","143.44","120.71","85"
"Turner","316","US-13287","13","287","8076","50","24","3912.83","297.18","272.41","22"
"Twiggs","199","US-13289","13","289","8086","48","9","2461.04","111.3","210.24","17"
"Union","797","US-13291","13","291","25335","83","21","3145.85","82.89","536.81","136"
"Unknown","2248","US-.",".",".","0","52","6","0","0","0","240"
"Upson","806","US-13293","13","293","26277","84","63","3067.32","239.75","209.31","55"
"Walker","1616","US-13295","13","295","69610","87","38","2321.51","54.59","248.53","173"
"Walton","1862","US-13297","13","297","95814","185","56","1943.35","58.45","115.85","111"
"Ware","1521","US-13299","13","299","35853","181","62","4242.32","172.93","153.4","55"
"Warren","156","US-13301","13","301","5210","25","5","2994.24","95.97","364.68","19"
"Washington","689","US-13303","13","303","20302","52","8","3393.75","39.4","187.17","38"
"Wayne","1152","US-13305","13","305","29974","110","31","3843.33","103.42","186.83","56"
"Webster","43","US-13307","13","307","2550","10","2","1686.27","78.43","39.22","1"
"Wheeler","345","US-13309","13","309","7909","20","11","4362.12","139.08","290.81","23"
"White","894","US-13311","13","311","31758","102","19","2815.04","59.83","362.11","115"
"Whitfield","4698","US-13313","13","313","104672","248","61","4488.31","58.28","256.99","269"
"Wilcox","249","US-13315","13","315","8790","51","22","2832.76","250.28","79.64","7"
"Wilkes","268","US-13317","13","317","10014","29","5","2676.25","49.93","79.89","8"
"Wilkinson","345","US-13319","13","319","8919","63","18","3868.15","201.82","156.97","14"
"Worth","545","US-13321","13","321","20142","91","30","2705.79","148.94","153.91","31"
