"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","156620","6044"
"Any Chronic Condition","Male","123678","6948"
"Any Chronic Condition","Total","280545","12995"
"Any Chronic Condition","Unknown","247","3"
"Any Disability","Female","11615","1576"
"Any Disability","Male","9330","1428"
"Any Disability","Total","20965","3004"
"Any Disability","Unknown","20","0"
"Cardiovascular Disease","Female","29554","3053"
"Cardiovascular Disease","Male","27144","3732"
"Cardiovascular Disease","Total","56730","6787"
"Cardiovascular Disease","Unknown","32","2"
"Chronic Liver Disease","Female","1781","163"
"Chronic Liver Disease","Male","1562","256"
"Chronic Liver Disease","Total","3344","419"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","42195","1722"
"Chronic Lung Disease","Male","27210","1750"
"Chronic Lung Disease","Total","69462","3473"
"Chronic Lung Disease","Unknown","57","1"
"Chronic Renal Disease","Female","6728","1334"
"Chronic Renal Disease","Male","6529","1658"
"Chronic Renal Disease","Total","13263","2994"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","8005","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","8008","22"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","35824","2501"
"Diabetes Mellitus","Male","30612","3043"
"Diabetes Mellitus","Total","66489","5546"
"Diabetes Mellitus","Unknown","53","2"
"Hypertension/High blood pressure","Female","31540","1630"
"Hypertension/High blood pressure","Male","24755","1805"
"Hypertension/High blood pressure","Total","56353","3435"
"Hypertension/High blood pressure","Unknown","58","0"
"ICU","Female","6291","2655"
"ICU","Male","7928","3535"
"ICU","Total","14242","6193"
"ICU","Unknown","23","3"
"Immunocompromised Condition","Female","9293","552"
"Immunocompromised Condition","Male","5394","613"
"Immunocompromised Condition","Total","14695","1165"
"Immunocompromised Condition","Unknown","8","0"
"Missing/Unknown status on all conditions","Female","318292","1143"
"Missing/Unknown status on all conditions","Male","296552","1291"
"Missing/Unknown status on all conditions","Total","622229","2435"
"Missing/Unknown status on all conditions","Unknown","7385","1"
"None of the above conditions","Female","369689","10233"
"None of the above conditions","Male","296125","11790"
"None of the above conditions","Total","666887","22023"
"None of the above conditions","Unknown","1073","0"
"Obesity (BMI>40)","Female","11554","411"
"Obesity (BMI>40)","Male","6312","379"
"Obesity (BMI>40)","Total","17877","790"
"Obesity (BMI>40)","Unknown","11","0"
"Other Chronic Diseases","Female","38101","2479"
"Other Chronic Diseases","Male","24959","2512"
"Other Chronic Diseases","Total","63111","4991"
"Other Chronic Diseases","Unknown","51","0"
"Smoker","Female","37466","958"
"Smoker","Male","44329","1790"
"Smoker","Total","81845","2748"
"Smoker","Unknown","50","0"
"Total with completed information","Female","383226","11027"
"Total with completed information","Male","306977","12655"
"Total with completed information","Total","691300","23685"
"Total with completed information","Unknown","1097","3"
