"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","74115","2779"
"Any Chronic Condition","Male","59126","3101"
"Any Chronic Condition","Total","133712","5880"
"Any Chronic Condition","Unknown","471","0"
"Cardiovascular Disease","Female","20080","1717"
"Cardiovascular Disease","Male","17597","1945"
"Cardiovascular Disease","Total","37766","3662"
"Cardiovascular Disease","Unknown","89","0"
"Chronic Liver Disease","Female","810","71"
"Chronic Liver Disease","Male","745","112"
"Chronic Liver Disease","Total","1559","183"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","19605","786"
"Chronic Lung Disease","Male","12419","785"
"Chronic Lung Disease","Total","32145","1571"
"Chronic Lung Disease","Unknown","121","0"
"Chronic Renal Disease","Female","3680","655"
"Chronic Renal Disease","Male","3501","780"
"Chronic Renal Disease","Total","7203","1435"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","3279","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3287","5"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","19053","1135"
"Diabetes Mellitus","Male","16232","1381"
"Diabetes Mellitus","Total","35394","2516"
"Diabetes Mellitus","Unknown","109","0"
"ICU","Female","3208","1175"
"ICU","Male","4152","1587"
"ICU","Total","7375","2762"
"ICU","Unknown","15","0"
"Immunocompromised Condition","Female","6718","329"
"Immunocompromised Condition","Male","4081","381"
"Immunocompromised Condition","Total","10823","710"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","123851","677"
"Missing/Unknown status on all conditions","Male","114730","783"
"Missing/Unknown status on all conditions","Total","245474","1464"
"Missing/Unknown status on all conditions","Unknown","6893","4"
"Neurologic/Neurodevelopmental","Female","4821","797"
"Neurologic/Neurodevelopmental","Male","3347","674"
"Neurologic/Neurodevelopmental","Total","8198","1471"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","164093","3494"
"None of the above conditions","Male","132280","3743"
"None of the above conditions","Total","297789","7239"
"None of the above conditions","Unknown","1416","2"
"Other Chronic Diseases","Female","26440","1531"
"Other Chronic Diseases","Male","17934","1532"
"Other Chronic Diseases","Total","44541","3063"
"Other Chronic Diseases","Unknown","167","0"
"Smoker","Female","16849","373"
"Smoker","Male","21240","728"
"Smoker","Total","38192","1101"
"Smoker","Unknown","103","0"
"Total with completed information","Female","171996","4005"
"Total with completed information","Male","139234","4337"
"Total with completed information","Total","312703","8344"
"Total with completed information","Unknown","1473","2"
