"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","44117","2140"
"Any Chronic Condition","Male","36014","2382"
"Any Chronic Condition","Total","80544","4524"
"Any Chronic Condition","Unknown","413","2"
"Cardiovascular Disease","Female","14048","1386"
"Cardiovascular Disease","Male","11917","1567"
"Cardiovascular Disease","Total","26059","2953"
"Cardiovascular Disease","Unknown","94","0"
"Chronic Liver Disease","Female","551","57"
"Chronic Liver Disease","Male","492","82"
"Chronic Liver Disease","Total","1046","139"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","12652","644"
"Chronic Lung Disease","Male","7912","623"
"Chronic Lung Disease","Total","20704","1267"
"Chronic Lung Disease","Unknown","140","0"
"Chronic Renal Disease","Female","2660","537"
"Chronic Renal Disease","Male","2459","637"
"Chronic Renal Disease","Total","5140","1174"
"Chronic Renal Disease","Unknown","21","0"
"Currently Pregnant","Female","2319","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2331","4"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","13099","908"
"Diabetes Mellitus","Male","10920","1108"
"Diabetes Mellitus","Total","24126","2018"
"Diabetes Mellitus","Unknown","107","2"
"ICU","Female","2483","918"
"ICU","Male","3154","1244"
"ICU","Total","5663","2165"
"ICU","Unknown","26","3"
"Immunocompromised Condition","Female","4193","256"
"Immunocompromised Condition","Male","2620","316"
"Immunocompromised Condition","Total","6841","572"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","70967","597"
"Missing/Unknown status on all conditions","Male","66530","693"
"Missing/Unknown status on all conditions","Total","143363","1294"
"Missing/Unknown status on all conditions","Unknown","5866","4"
"Neurologic/Neurodevelopmental","Female","3301","628"
"Neurologic/Neurodevelopmental","Male","2266","558"
"Neurologic/Neurodevelopmental","Total","5598","1186"
"Neurologic/Neurodevelopmental","Unknown","31","0"
"None of the above conditions","Female","103169","2661"
"None of the above conditions","Male","83079","2807"
"None of the above conditions","Total","187590","5469"
"None of the above conditions","Unknown","1342","1"
"Other Chronic Diseases","Female","7021","674"
"Other Chronic Diseases","Male","4516","683"
"Other Chronic Diseases","Total","11585","1357"
"Other Chronic Diseases","Unknown","48","0"
"Smoker","Female","11173","281"
"Smoker","Male","14350","561"
"Smoker","Total","25641","842"
"Smoker","Unknown","118","0"
"Total with completed information","Female","108237","3065"
"Total with completed information","Male","87556","3276"
"Total with completed information","Total","197195","6344"
"Total with completed information","Unknown","1402","3"
