"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","56283","2488"
"Any Chronic Condition","Male","45957","2773"
"Any Chronic Condition","Total","102559","5262"
"Any Chronic Condition","Unknown","319","1"
"Cardiovascular Disease","Female","17589","1597"
"Cardiovascular Disease","Male","15119","1800"
"Cardiovascular Disease","Total","32777","3397"
"Cardiovascular Disease","Unknown","69","0"
"Chronic Liver Disease","Female","691","68"
"Chronic Liver Disease","Male","621","104"
"Chronic Liver Disease","Total","1314","172"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","16334","733"
"Chronic Lung Disease","Male","10235","737"
"Chronic Lung Disease","Total","26675","1470"
"Chronic Lung Disease","Unknown","106","0"
"Chronic Renal Disease","Female","3227","622"
"Chronic Renal Disease","Male","2960","724"
"Chronic Renal Disease","Total","6205","1346"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","2852","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2858","5"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","16258","1051"
"Diabetes Mellitus","Male","13739","1289"
"Diabetes Mellitus","Total","30079","2341"
"Diabetes Mellitus","Unknown","82","1"
"ICU","Female","2919","1081"
"ICU","Male","3708","1473"
"ICU","Total","6642","2556"
"ICU","Unknown","15","2"
"Immunocompromised Condition","Female","5467","305"
"Immunocompromised Condition","Male","3349","365"
"Immunocompromised Condition","Total","8832","670"
"Immunocompromised Condition","Unknown","16","0"
"Missing/Unknown status on all conditions","Female","90446","663"
"Missing/Unknown status on all conditions","Male","85193","755"
"Missing/Unknown status on all conditions","Total","180927","1422"
"Missing/Unknown status on all conditions","Unknown","5288","4"
"Neurologic/Neurodevelopmental","Female","4138","735"
"Neurologic/Neurodevelopmental","Male","2793","632"
"Neurologic/Neurodevelopmental","Total","6953","1367"
"Neurologic/Neurodevelopmental","Unknown","22","0"
"None of the above conditions","Female","135646","3170"
"None of the above conditions","Male","109668","3379"
"None of the above conditions","Total","246418","6550"
"None of the above conditions","Unknown","1104","1"
"Other Chronic Diseases","Female","8713","784"
"Other Chronic Diseases","Male","5557","771"
"Other Chronic Diseases","Total","14317","1555"
"Other Chronic Diseases","Unknown","47","0"
"Smoker","Female","14346","340"
"Smoker","Male","18395","672"
"Smoker","Total","32822","1012"
"Smoker","Unknown","81","0"
"Total with completed information","Female","141469","3609"
"Total with completed information","Male","114771","3889"
"Total with completed information","Total","257373","7500"
"Total with completed information","Unknown","1133","2"
