county_resident,positive,deaths,hospitalization,case_rate
Appling,1028,28,91,5538.49
Atkinson,441,3,58,5294.12
Bacon,597,14,45,5235.01
Baker,84,4,20,2695.76
Baldwin,2109,56,167,4747.01
Banks,482,8,65,2412.17
Barrow,2174,48,240,2516.7
Bartow,2910,85,289,2627.04
Ben Hill,772,24,79,4638.03
Berrien,449,12,22,2329.32
Bibb,6053,170,843,3978.31
Bleckley,433,21,26,3372.8
Brantley,344,10,33,1791.48
Brooks,520,25,54,3306.42
Bryan,1147,11,79,2930.73
Bulloch,2880,28,132,3624.15
Burke,802,10,86,3589.65
Butts,654,42,52,2597.92
Calhoun,244,8,46,3862.59
Camden,1290,9,51,2392.26
Candler,458,19,31,4226.26
Carroll,2769,68,156,2305.21
Catoosa,1181,18,77,1717.29
Charlton,633,7,25,4777
Chatham,8428,159,758,2884.56
Chattahoochee,1633,1,13,15192.11
Chattooga,765,22,53,3088.91
Cherokee,6021,92,484,2258.3
Clarke,5024,44,223,3871.2
Clay,121,2,9,4238.18
Clayton,7078,162,641,2321.89
Clinch,377,6,28,5664.06
Cobb,19551,426,1758,2472.97
Coffee,2053,49,297,4769.76
Colquitt,1878,33,153,4137.2
Columbia,3741,61,181,2358.3
Cook,549,13,61,3148.48
Coweta,2605,46,130,1713.8
Crawford,167,5,26,1365.72
Crisp,551,17,72,2472.07
Dade,282,5,20,1744.83
Dawson,814,7,75,3012.47
DeKalb,18647,362,2090,2350.99
Decatur,1149,29,87,4365.17
Dodge,426,12,39,2089.77
Dooly,338,14,52,2522.39
Dougherty,3147,187,643,3500.36
Douglas,3550,71,405,2336.97
Early,493,33,37,4859.06
Echols,240,2,9,6046.86
Effingham,1439,23,96,2247.52
Elbert,645,3,43,3404.59
Emanuel,1047,30,77,4619.66
Evans,428,6,35,4004.87
Fannin,651,22,50,2473.4
Fayette,1850,50,103,1573.88
Floyd,3161,45,233,3163.66
Forsyth,4007,45,316,1586.89
Franklin,753,13,59,3227.74
Fulton,27529,575,2402,2504.5
Gilmer,818,13,79,2603.69
Glascock,38,2,4,1256.2
Glynn,3454,95,281,4014.09
Gordon,1846,36,113,3180.07
Grady,774,22,91,3154.03
Greene,501,23,56,2676.71
Gwinnett,27358,404,2672,2817.09
Habersham,1640,67,216,3580.79
Hall,9247,152,956,4481.24
Hancock,391,42,64,4772.37
Haralson,473,8,26,1539.61
Harris,793,22,88,2284.51
Hart,507,13,67,1942.01
Heard,194,5,15,1568.31
Henry,5208,100,212,2171.21
Houston,3139,82,373,1998.87
Irwin,295,4,37,3127.32
Jackson,1987,32,163,2659.97
Jasper,221,4,21,1556.45
Jeff Davis,716,20,47,4726.7
Jefferson,793,28,76,5178.61
Jenkins,421,29,63,4909.05
Johnson,416,22,57,4305.97
Jones,553,8,47,1934.18
Lamar,365,18,39,1886.6
Lanier,295,5,15,2849.97
Laurens,1651,69,141,3490.78
Lee,698,25,104,2328.92
Liberty,1108,22,109,1789.87
Lincoln,213,7,24,2621.54
Long,251,3,19,1260.36
Lowndes,3900,82,199,3308.51
Lumpkin,908,14,90,2686.23
Macon,233,10,46,1793.96
Madison,691,8,58,2289.82
Marion,190,8,20,2291.09
McDuffie,601,14,68,2782.79
McIntosh,290,7,29,1990.8
Meriwether,544,13,70,2588.01
Miller,260,1,10,4510.76
Mitchell,806,45,148,3654.33
Monroe,686,51,81,2474.12
Montgomery,304,5,22,3295.75
Morgan,481,2,37,2513.32
Murray,826,6,51,2051.61
Muscogee,6009,169,663,3135.8
Newton,2581,88,269,2297.2
Non-GA Resident/Unknown State,16364,157,631,0
Oconee,739,26,64,1770.61
Oglethorpe,330,11,45,2165.35
Paulding,2776,53,142,1608.88
Peach,670,24,105,2447.49
Pickens,618,10,56,1843.13
Pierce,606,20,79,3100.54
Pike,326,10,31,1728.53
Polk,1476,17,98,3394.51
Pulaski,312,22,37,2864.22
Putnam,688,25,68,3143.71
Quitman,32,1,6,1394.94
Rabun,340,9,45,2001.65
Randolph,331,29,55,4900.8
Richmond,7101,162,563,3511.17
Rockdale,1852,36,223,1950.29
Schley,105,2,16,1990.52
Screven,414,10,43,2978.42
Seminole,356,9,23,4373.46
Spalding,1333,61,189,1928.81
Stephens,1058,38,112,4018.54
Stewart,521,14,80,8500.57
Sumter,930,62,198,3163.37
Talbot,166,6,22,2695.68
Taliaferro,22,0,2,1348.04
Tattnall,832,12,60,3274.17
Taylor,210,10,32,2638.85
Telfair,384,18,39,2454.62
Terrell,329,32,74,3885.67
Thomas,1492,63,167,3358.02
Tift,1774,57,222,4344.84
Toombs,1327,49,102,4917.91
Towns,331,9,36,2750.54
Treutlen,258,8,27,3778.01
Troup,2802,96,308,3979.32
Turner,304,22,48,3764.24
Twiggs,192,7,44,2374.47
Union,757,20,82,2987.96
Unknown,2237,6,59,0
Upson,789,62,79,3002.63
Walker,1531,35,80,2199.4
Walton,1813,54,178,1892.21
Ware,1492,59,172,4161.44
Warren,150,5,23,2879.08
Washington,671,8,49,3305.09
Wayne,1128,30,106,3763.26
Webster,44,2,10,1725.49
Wheeler,332,11,19,4197.75
White,832,19,98,2619.81
Whitfield,4562,60,240,4358.38
Wilcox,248,20,51,2821.39
Wilkes,266,5,30,2656.28
Wilkinson,336,18,61,3767.24
Worth,530,30,89,2631.32
