"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","43116","2100"
"Any Chronic Condition","Male","35132","2299"
"Any Chronic Condition","Total","78673","4401"
"Any Chronic Condition","Unknown","425","2"
"Cardiovascular Disease","Female","13729","1357"
"Cardiovascular Disease","Male","11645","1514"
"Cardiovascular Disease","Total","25470","2871"
"Cardiovascular Disease","Unknown","96","0"
"Chronic Liver Disease","Female","535","56"
"Chronic Liver Disease","Male","480","80"
"Chronic Liver Disease","Total","1017","136"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","12374","639"
"Chronic Lung Disease","Male","7713","601"
"Chronic Lung Disease","Total","20231","1240"
"Chronic Lung Disease","Unknown","144","0"
"Chronic Renal Disease","Female","2608","521"
"Chronic Renal Disease","Male","2415","619"
"Chronic Renal Disease","Total","5043","1140"
"Chronic Renal Disease","Unknown","20","0"
"Currently Pregnant","Female","2274","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2286","4"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","12856","883"
"Diabetes Mellitus","Male","10675","1068"
"Diabetes Mellitus","Total","23642","1953"
"Diabetes Mellitus","Unknown","111","2"
"ICU","Female","2426","887"
"ICU","Male","3094","1196"
"ICU","Total","5546","2085"
"ICU","Unknown","26","2"
"Immunocompromised Condition","Female","4104","250"
"Immunocompromised Condition","Male","2545","302"
"Immunocompromised Condition","Total","6679","552"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","70323","596"
"Missing/Unknown status on all conditions","Male","65928","694"
"Missing/Unknown status on all conditions","Total","142416","1293"
"Missing/Unknown status on all conditions","Unknown","6165","3"
"Neurologic/Neurodevelopmental","Female","3240","620"
"Neurologic/Neurodevelopmental","Male","2217","542"
"Neurologic/Neurodevelopmental","Total","5489","1162"
"Neurologic/Neurodevelopmental","Unknown","32","0"
"None of the above conditions","Female","100510","2599"
"None of the above conditions","Male","80742","2716"
"None of the above conditions","Total","182611","5315"
"None of the above conditions","Unknown","1359","0"
"Other Chronic Diseases","Female","6870","663"
"Other Chronic Diseases","Male","4427","669"
"Other Chronic Diseases","Total","11345","1332"
"Other Chronic Diseases","Unknown","48","0"
"Smoker","Female","10892","274"
"Smoker","Male","13966","534"
"Smoker","Total","24982","808"
"Smoker","Unknown","124","0"
"Total with completed information","Female","105550","3001"
"Total with completed information","Male","85212","3174"
"Total with completed information","Total","192185","6177"
"Total with completed information","Unknown","1423","2"
