"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","125671","4837"
"Any Chronic Condition","Male","100011","5518"
"Any Chronic Condition","Total","226132","10357"
"Any Chronic Condition","Unknown","450","2"
"Any Disability","Female","9332","1344"
"Any Disability","Male","7133","1192"
"Any Disability","Total","16495","2537"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","26348","2651"
"Cardiovascular Disease","Male","23987","3167"
"Cardiovascular Disease","Total","50401","5818"
"Cardiovascular Disease","Unknown","66","0"
"Chronic Liver Disease","Female","1424","135"
"Chronic Liver Disease","Male","1239","199"
"Chronic Liver Disease","Total","2667","334"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","32996","1349"
"Chronic Lung Disease","Male","20984","1398"
"Chronic Lung Disease","Total","54077","2747"
"Chronic Lung Disease","Unknown","97","0"
"Chronic Renal Disease","Female","5633","1110"
"Chronic Renal Disease","Male","5553","1373"
"Chronic Renal Disease","Total","11202","2483"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5448","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5453","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","30140","1994"
"Diabetes Mellitus","Male","26021","2459"
"Diabetes Mellitus","Total","56250","4454"
"Diabetes Mellitus","Unknown","89","1"
"Hypertension/High blood pressure","Female","20791","957"
"Hypertension/High blood pressure","Male","16419","1016"
"Hypertension/High blood pressure","Total","37295","1973"
"Hypertension/High blood pressure","Unknown","85","0"
"ICU","Female","4933","1996"
"ICU","Male","6292","2681"
"ICU","Total","11237","4678"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10508","599"
"Immunocompromised Condition","Male","6127","684"
"Immunocompromised Condition","Total","16660","1283"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","198892","842"
"Missing/Unknown status on all conditions","Male","183700","1009"
"Missing/Unknown status on all conditions","Total","389609","1852"
"Missing/Unknown status on all conditions","Unknown","7017","1"
"None of the above conditions","Female","277226","7206"
"None of the above conditions","Male","225651","8107"
"None of the above conditions","Total","504295","15314"
"None of the above conditions","Unknown","1418","1"
"Obesity (BMI>40)","Female","7262","211"
"Obesity (BMI>40)","Male","3951","188"
"Obesity (BMI>40)","Total","11227","399"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","35048","2170"
"Other Chronic Diseases","Male","23074","2210"
"Other Chronic Diseases","Total","58241","4380"
"Other Chronic Diseases","Unknown","119","0"
"Smoker","Female","28811","737"
"Smoker","Male","35496","1397"
"Smoker","Total","64406","2134"
"Smoker","Unknown","99","0"
"Total with completed information","Female","287266","7892"
"Total with completed information","Male","234440","8878"
"Total with completed information","Total","523167","16772"
"Total with completed information","Unknown","1461","2"
