"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","80633","2927"
"Any Chronic Condition","Male","64130","3302"
"Any Chronic Condition","Total","145303","6231"
"Any Chronic Condition","Unknown","540","2"
"Cardiovascular Disease","Female","21229","1801"
"Cardiovascular Disease","Male","18773","2062"
"Cardiovascular Disease","Total","40106","3863"
"Cardiovascular Disease","Unknown","104","0"
"Chronic Liver Disease","Female","891","77"
"Chronic Liver Disease","Male","804","120"
"Chronic Liver Disease","Total","1701","197"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","21683","842"
"Chronic Lung Disease","Male","13682","835"
"Chronic Lung Disease","Total","35494","1678"
"Chronic Lung Disease","Unknown","129","1"
"Chronic Renal Disease","Female","3955","692"
"Chronic Renal Disease","Male","3780","827"
"Chronic Renal Disease","Total","7761","1519"
"Chronic Renal Disease","Unknown","26","0"
"Currently Pregnant","Female","3581","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3591","5"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","20822","1207"
"Diabetes Mellitus","Male","17748","1474"
"Diabetes Mellitus","Total","38692","2681"
"Diabetes Mellitus","Unknown","122","0"
"ICU","Female","3380","1259"
"ICU","Male","4403","1696"
"ICU","Total","7799","2956"
"ICU","Unknown","16","1"
"Immunocompromised Condition","Female","7433","349"
"Immunocompromised Condition","Male","4470","406"
"Immunocompromised Condition","Total","11927","755"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","155550","713"
"Missing/Unknown status on all conditions","Male","141153","838"
"Missing/Unknown status on all conditions","Total","305053","1557"
"Missing/Unknown status on all conditions","Unknown","8350","6"
"Neurologic/Neurodevelopmental","Female","5399","826"
"Neurologic/Neurodevelopmental","Male","3807","722"
"Neurologic/Neurodevelopmental","Total","9245","1549"
"Neurologic/Neurodevelopmental","Unknown","39","1"
"None of the above conditions","Female","180619","3695"
"None of the above conditions","Male","145093","3995"
"None of the above conditions","Total","327296","7692"
"None of the above conditions","Unknown","1584","2"
"Other Chronic Diseases","Female","27696","1581"
"Other Chronic Diseases","Male","18685","1604"
"Other Chronic Diseases","Total","46574","3186"
"Other Chronic Diseases","Unknown","193","1"
"Smoker","Female","18429","403"
"Smoker","Male","23079","780"
"Smoker","Total","41628","1183"
"Smoker","Unknown","120","0"
"Total with completed information","Female","189285","4248"
"Total with completed information","Male","152693","4636"
"Total with completed information","Total","343641","8887"
"Total with completed information","Unknown","1663","3"
