"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","122089","4703"
"Any Chronic Condition","Male","97140","5410"
"Any Chronic Condition","Total","219698","10115"
"Any Chronic Condition","Unknown","469","2"
"Any Disability","Female","8945","1298"
"Any Disability","Male","6839","1165"
"Any Disability","Total","15814","2464"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","25907","2594"
"Cardiovascular Disease","Male","23594","3101"
"Cardiovascular Disease","Total","49573","5696"
"Cardiovascular Disease","Unknown","72","1"
"Chronic Liver Disease","Female","1381","131"
"Chronic Liver Disease","Male","1198","190"
"Chronic Liver Disease","Total","2585","321"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32059","1318"
"Chronic Lung Disease","Male","20379","1364"
"Chronic Lung Disease","Total","52541","2682"
"Chronic Lung Disease","Unknown","103","0"
"Chronic Renal Disease","Female","5494","1080"
"Chronic Renal Disease","Male","5404","1339"
"Chronic Renal Disease","Total","10917","2419"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5238","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5244","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29326","1930"
"Diabetes Mellitus","Male","25368","2412"
"Diabetes Mellitus","Total","54786","4343"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","18986","845"
"Hypertension/High blood pressure","Male","14972","917"
"Hypertension/High blood pressure","Total","34054","1762"
"Hypertension/High blood pressure","Unknown","96","0"
"ICU","Female","4738","1941"
"ICU","Male","6057","2604"
"ICU","Total","10808","4546"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","10945","610"
"Immunocompromised Condition","Male","6384","702"
"Immunocompromised Condition","Total","17359","1312"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","200002","842"
"Missing/Unknown status on all conditions","Male","184218","1007"
"Missing/Unknown status on all conditions","Total","391912","1851"
"Missing/Unknown status on all conditions","Unknown","7692","2"
"None of the above conditions","Female","268756","7034"
"None of the above conditions","Male","218344","7941"
"None of the above conditions","Total","488535","14978"
"None of the above conditions","Unknown","1435","3"
"Obesity (BMI>40)","Female","6639","184"
"Obesity (BMI>40)","Male","3605","168"
"Obesity (BMI>40)","Total","10259","352"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34578","2118"
"Other Chronic Diseases","Male","22790","2168"
"Other Chronic Diseases","Total","57488","4286"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","27870","709"
"Smoker","Male","34364","1358"
"Smoker","Total","62339","2067"
"Smoker","Unknown","105","0"
"Total with completed information","Female","278840","7725"
"Total with completed information","Male","227201","8720"
"Total with completed information","Total","507521","16449"
"Total with completed information","Unknown","1480","4"
