"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","54092","2450"
"Any Chronic Condition","Male","44300","2726"
"Any Chronic Condition","Total","98706","5177"
"Any Chronic Condition","Unknown","314","1"
"Cardiovascular Disease","Female","16981","1574"
"Cardiovascular Disease","Male","14585","1777"
"Cardiovascular Disease","Total","31631","3351"
"Cardiovascular Disease","Unknown","65","0"
"Chronic Liver Disease","Female","665","68"
"Chronic Liver Disease","Male","595","100"
"Chronic Liver Disease","Total","1262","168"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","15677","724"
"Chronic Lung Disease","Male","9868","724"
"Chronic Lung Disease","Total","25646","1448"
"Chronic Lung Disease","Unknown","101","0"
"Chronic Renal Disease","Female","3148","615"
"Chronic Renal Disease","Male","2876","719"
"Chronic Renal Disease","Total","6040","1334"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","2750","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2755","5"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","15702","1031"
"Diabetes Mellitus","Male","13231","1273"
"Diabetes Mellitus","Total","29013","2305"
"Diabetes Mellitus","Unknown","80","1"
"ICU","Female","2844","1064"
"ICU","Male","3627","1447"
"ICU","Total","6485","2513"
"ICU","Unknown","14","2"
"Immunocompromised Condition","Female","5216","300"
"Immunocompromised Condition","Male","3217","358"
"Immunocompromised Condition","Total","8448","658"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","85743","657"
"Missing/Unknown status on all conditions","Male","81049","750"
"Missing/Unknown status on all conditions","Total","171796","1409"
"Missing/Unknown status on all conditions","Unknown","5004","2"
"Neurologic/Neurodevelopmental","Female","3944","724"
"Neurologic/Neurodevelopmental","Male","2697","622"
"Neurologic/Neurodevelopmental","Total","6663","1346"
"Neurologic/Neurodevelopmental","Unknown","22","0"
"None of the above conditions","Female","130233","3111"
"None of the above conditions","Male","105236","3321"
"None of the above conditions","Total","236552","6433"
"None of the above conditions","Unknown","1083","1"
"Other Chronic Diseases","Female","8406","773"
"Other Chronic Diseases","Male","5358","759"
"Other Chronic Diseases","Total","13810","1532"
"Other Chronic Diseases","Unknown","46","0"
"Smoker","Female","13807","334"
"Smoker","Male","17763","661"
"Smoker","Total","31655","995"
"Smoker","Unknown","85","0"
"Total with completed information","Female","135833","3542"
"Total with completed information","Male","110194","3822"
"Total with completed information","Total","247140","7366"
"Total with completed information","Unknown","1113","2"
