"county","collection_dt","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Georgia","2020-03-16","1654","5067","220","751","15.2","15.6"
"Georgia","2020-03-17","2098","7165","287","1038","16.2","14.2"
"Georgia","2020-03-18","1920","9085","283","1321","16.5","14.4"
"Georgia","2020-03-19","2120","11205","308","1629","17","14.3"
"Georgia","2020-03-20","2387","13592","389","2018","16.6","14.9"
"Georgia","2020-03-21","895","14487","187","2205","16.4","15.1"
"Georgia","2020-03-22","915","15402","218","2423","16.8","15.4"
"Georgia","2020-03-23","3014","18416","615","3038","17.8","16.5"
"Georgia","2020-03-24","3344","21760","649","3687","18.6","17.4"
"Georgia","2020-03-25","3335","25095","645","4332","19.2","17.9"
"Georgia","2020-03-26","3145","28240","609","4941","19.9","18.5"
"Georgia","2020-03-27","3031","31271","646","5587","20.6","18.6"
"Georgia","2020-03-28","1133","32404","339","5926","21.9","19.2"
"Georgia","2020-03-29","954","33358","308","6234","23.1","20"
"Georgia","2020-03-30","3407","36765","752","6986","23.4","20.6"
"Georgia","2020-03-31","2855","39620","615","7601","23.7","21.1"
"Georgia","2020-04-01","3340","42960","677","8278","23.8","21.5"
"Georgia","2020-04-02","3284","46244","554","8832","23.5","21.7"
"Georgia","2020-04-03","3458","49702","640","9472","23.1","21.9"
"Georgia","2020-04-04","1650","51352","297","9769","21.4","21.7"
"Georgia","2020-04-05","858","52210","173","9942","19.6","21.4"
"Georgia","2020-04-06","4056","56266","733","10675","19.1","21.2"
"Georgia","2020-04-07","4676","60942","662","11337","18","20.8"
"Georgia","2020-04-08","4828","65770","678","12015","17.1","20.5"
"Georgia","2020-04-09","4574","70344","774","12789","17.1","20.3"
"Georgia","2020-04-10","5194","75538","900","13689","17","20"
"Georgia","2020-04-11","2461","77999","341","14030","16.4","18.9"
"Georgia","2020-04-12","955","78954","221","14251","16.8","18.2"
"Georgia","2020-04-13","4663","83617","780","15031","16.6","17.8"
"Georgia","2020-04-14","5582","89199","797","15828","16.6","17.3"
"Georgia","2020-04-15","5415","94614","710","16538","16.5","16.8"
"Georgia","2020-04-16","6298","100912","782","17320","15.8","16.5"
"Georgia","2020-04-17","6852","107764","798","18118","15","16"
"Georgia","2020-04-18","3501","111265","446","18564","14.9","15.6"
"Georgia","2020-04-19","2070","113335","418","18982","14.4","15.6"
"Georgia","2020-04-20","7974","121309","886","19868","13.6","15.1"
"Georgia","2020-04-21","8906","130215","916","20784","13.1","14.8"
"Georgia","2020-04-22","8708","138923","867","21651","12.6","14.6"
"Georgia","2020-04-23","6528","145451","650","22301","12.3","14.1"
"Georgia","2020-04-24","9472","154923","719","23020","11.7","13.4"
"Georgia","2020-04-25","4823","159746","342","23362","10.9","12.9"
"Georgia","2020-04-26","2097","161843","253","23615","9.7","12.1"
"Georgia","2020-04-27","8422","170265","897","24512","9.7","11.6"
"Georgia","2020-04-28","10083","180348","903","25415","9.5","11.3"
"Georgia","2020-04-29","10758","191106","885","26300","9.2","10.9"
"Georgia","2020-04-30","11106","202212","799","27099","8.8","10.5"
"Georgia","2020-05-01","10705","212917","884","27983","8.9","10.3"
"Georgia","2020-05-02","5683","218600","451","28434","9","10"
"Georgia","2020-05-03","3520","222120","284","28718","8.5","9.1"
"Georgia","2020-05-04","10875","232995","961","29679","8.2","8.9"
"Georgia","2020-05-05","9653","242648","587","30266","7.8","8.6"
"Georgia","2020-05-06","10982","253630","588","30854","7.4","8.3"
"Georgia","2020-05-07","9122","262752","596","31450","7.3","8.1"
"Georgia","2020-05-08","11759","274511","750","32200","7","8"
"Georgia","2020-05-09","6450","280961","402","32602","6.8","7.9"
"Georgia","2020-05-10","2258","283219","249","32851","7.2","7.8"
"Georgia","2020-05-11","13545","296764","826","33677","6.8","7.5"
"Georgia","2020-05-12","13688","310452","709","34386","6.7","7.2"
"Georgia","2020-05-13","12687","323139","673","35059","6.7","7"
"Georgia","2020-05-14","13413","336552","790","35849","6.6","6.9"
"Georgia","2020-05-15","15169","351721","928","36777","6.6","6.8"
"Georgia","2020-05-16","7311","359032","550","37327","6.7","6.8"
"Georgia","2020-05-17","3694","362726","304","37631","6.3","6.8"
"Georgia","2020-05-18","12530","375256","913","38544","6.5","6.7"
"Georgia","2020-05-19","14761","390017","922","39466","6.7","6.7"
"Georgia","2020-05-20","14337","404354","764","40230","6.7","6.7"
"Georgia","2020-05-21","13210","417564","761","40991","6.6","6.6"
"Georgia","2020-05-22","12897","430461","747","41738","6.6","6.6"
"Georgia","2020-05-23","6379","436840","440","42178","6.5","6.6"
"Georgia","2020-05-24","3329","440169","264","42442","6.5","6.4"
"Georgia","2020-05-25","3155","443324","205","42647","6.4","6.4"
"Georgia","2020-05-26","15560","458884","1097","43744","6.5","6.6"
"Georgia","2020-05-27","15037","473921","800","44544","6.5","6.6"
"Georgia","2020-05-28","14321","488242","742","45286","6.4","6.5"
"Georgia","2020-05-29","13095","501337","743","46029","6.4","6.5"
"Georgia","2020-05-30","6366","507703","417","46446","6.3","6.4"
"Georgia","2020-05-31","3378","511081","231","46677","6.2","6.3"
"Georgia","2020-06-01","13514","524595","934","47611","6.2","6.3"
"Georgia","2020-06-02","14133","538728","906","48517","6.1","6.3"
"Georgia","2020-06-03","15044","553772","899","49416","6.2","6.3"
"Georgia","2020-06-04","14516","568288","876","50292","6.3","6.4"
"Georgia","2020-06-05","13106","581394","815","51107","6.4","6.4"
"Georgia","2020-06-06","7699","589093","515","51622","6.4","6.4"
"Georgia","2020-06-07","3517","592610","334","51956","6.8","6.5"
"Georgia","2020-06-08","14791","607401","1078","53034","6.9","6.5"
"Georgia","2020-06-09","14539","621940","900","53934","6.8","6.5"
"Georgia","2020-06-10","15279","637219","1154","55088","7.1","6.6"
"Georgia","2020-06-11","16645","653864","1172","56260","7.2","6.8"
"Georgia","2020-06-12","14427","668291","949","57209","7.3","6.8"
"Georgia","2020-06-13","7461","675752","658","57867","7.6","7"
"Georgia","2020-06-14","4034","679786","420","58287","7.7","7.3"
"Georgia","2020-06-15","17886","697672","1454","59741","7.8","7.3"
"Georgia","2020-06-16","18027","715699","1436","61177","8.1","7.5"
"Georgia","2020-06-17","16882","732581","1699","62876","8.4","7.7"
"Georgia","2020-06-18","17674","750255","1766","64642","8.9","8"
"Georgia","2020-06-19","18387","768642","1800","66442","9.3","8.3"
"Georgia","2020-06-20","9639","778281","1180","67622","9.8","8.7"
"Georgia","2020-06-21","3899","782180","562","68184","10.4","9"
"Georgia","2020-06-22","24376","806556","3100","71284","11","9.4"
"Georgia","2020-06-23","22384","828940","2579","73863","11.5","9.8"
"Georgia","2020-06-24","22900","851840","2746","76609","11.8","10.1"
"Georgia","2020-06-25","25381","877221","3195","79804","12.2","10.5"
"Georgia","2020-06-26","27913","905134","3112","82916","12.4","10.8"
"Georgia","2020-06-27","14105","919239","1887","84803","12.5","11.2"
"Georgia","2020-06-28","5802","925041","996","85799","12.9","11.7"
"Georgia","2020-06-29","32200","957241","4022","89821","12.9","12"
"Georgia","2020-06-30","33315","990556","4184","94005","13","12.3"
"Georgia","2020-07-01","31823","1022379","3910","97915","13.1","12.4"
"Georgia","2020-07-02","33741","1056120","4081","101996","13","12.6"
"Georgia","2020-07-03","14527","1070647","2161","104157","13.6","13"
"Georgia","2020-07-04","5473","1076120","903","105060","14","13.3"
"Georgia","2020-07-05","6303","1082423","1227","106287","14.3","13.6"
"Georgia","2020-07-06","35613","1118036","5422","111709","14.7","13.8"
"Georgia","2020-07-07","35732","1153768","4792","116501","14.8","13.9"
"Georgia","2020-07-08","35731","1189499","4749","121250","15","14"
"Georgia","2020-07-09","35524","1225023","4641","125891","15.1","14.1"
"Georgia","2020-07-10","34532","1259555","4511","130402","14.9","14.2"
"Georgia","2020-07-11","14611","1274166","2460","132862","14.9","14.5"
"Georgia","2020-07-12","7891","1282057","1451","134313","14.8","14.5"
"Georgia","2020-07-13","35134","1317191","5181","139494","14.7","14.7"
"Georgia","2020-07-14","33981","1351172","4710","144204","14.8","14.8"
"Georgia","2020-07-15","33848","1385020","4521","148725","14.8","14.9"
"Georgia","2020-07-16","36578","1421598","4693","153418","14.7","14.9"
"Georgia","2020-07-17","31185","1452783","3920","157338","14.7","14.8"
"Georgia","2020-07-18","14292","1467075","2084","159422","14.3","14.6"
"Georgia","2020-07-19","7471","1474546","1195","160617","14","14.4"
"Georgia","2020-07-20","33632","1508178","4737","165354","13.9","14.3"
"Georgia","2020-07-21","29573","1537751","3874","169228","13.8","14.3"
"Georgia","2020-07-22","31429","1569180","3903","173131","13.7","14.2"
"Georgia","2020-07-23","32255","1601435","3927","177058","13.6","14.1"
"Georgia","2020-07-24","30107","1631542","3790","180848","13.6","14.1"
"Georgia","2020-07-25","15389","1646931","2258","183106","13.6","14"
"Georgia","2020-07-26","6281","1653212","1061","184167","13.7","13.8"
"Georgia","2020-07-27","34181","1687393","4188","188355","13.4","13.7"
"Georgia","2020-07-28","29495","1716888","3625","191980","13.3","13.6"
"Georgia","2020-07-29","29864","1746752","3711","195691","13.3","13.5"
"Georgia","2020-07-30","29532","1776284","3659","199350","13.4","13.5"
"Georgia","2020-07-31","28822","1805106","3167","202517","13.1","13.3"
"Georgia","2020-08-01","14739","1819845","1955","204472","12.9","13.3"
"Georgia","2020-08-02","6349","1826194","983","205455","12.7","13.2"
"Georgia","2020-08-03","27623","1853817","2933","208388","12.5","13"
"Georgia","2020-08-04","28522","1882339","3299","211687","12.4","12.9"
"Georgia","2020-08-05","29777","1912116","3391","215078","12.2","12.8"
"Georgia","2020-08-06","27936","1940052","3004","218082","12","12.7"
"Georgia","2020-08-07","27930","1967982","2783","220865","11.9","12.5"
"Georgia","2020-08-08","14528","1982510","1440","222305","11.4","12.2"
"Georgia","2020-08-09","7291","1989801","995","223300","11.1","11.9"
"Georgia","2020-08-10","29307","2019108","3080","226380","11.1","11.8"
"Georgia","2020-08-11","26616","2045724","2640","229020","10.9","11.6"
"Georgia","2020-08-12","26254","2071978","2479","231499","10.6","11.4"
"Georgia","2020-08-13","25379","2097357","2172","233671","10.3","11.1"
"Georgia","2020-08-14","27774","2125131","2266","235937","10","10.9"
"Georgia","2020-08-15","11497","2136628","1186","237123","10.1","10.7"
"Georgia","2020-08-16","9532","2146160","1042","238165","9.7","10.4"
"Georgia","2020-08-17","19607","2165767","1793","239958","9.5","10.3"
"Georgia","2020-08-18","24656","2190423","2192","242150","9.3","10.1"
"Georgia","2020-08-19","26721","2217144","2201","244351","9.2","9.9"
"Georgia","2020-08-20","23948","2241092","1985","246336","9.1","9.7"
"Georgia","2020-08-21","26163","2267255","2038","248374","9.1","9.6"
"Georgia","2020-08-22","12765","2280020","1072","249446","8.8","9.4"
"Georgia","2020-08-23","6366","2286386","703","250149","8.8","9.3"
"Georgia","2020-08-24","25243","2311629","2281","252430","8.8","9.2"
"Georgia","2020-08-25","23278","2334907","1921","254351","8.7","9"
"Georgia","2020-08-26","26280","2361187","2227","256578","8.8","9"
"Georgia","2020-08-27","24427","2385614","1915","258493","8.7","8.9"
"Georgia","2020-08-28","24987","2410601","2040","260533","8.7","8.9"
"Georgia","2020-08-29","11997","2422598","1023","261556","8.8","8.8"
"Georgia","2020-08-30","6742","2429340","780","262336","8.8","8.8"
"Georgia","2020-08-31","24567","2453907","2135","264471","8.8","8.8"
"Georgia","2020-09-01","23864","2477771","1916","266387","8.8","8.7"
"Georgia","2020-09-02","24623","2502394","1934","268321","8.7","8.7"
"Georgia","2020-09-03","23285","2525679","1824","270145","8.7","8.7"
"Georgia","2020-09-04","23352","2549031","1897","272042","8.7","8.7"
"Georgia","2020-09-05","11430","2560461","807","272849","8.5","8.6"
"Georgia","2020-09-06","5833","2566294","564","273413","8.2","8.5"
"Georgia","2020-09-07","7151","2573445","666","274079","8.3","8.5"
"Georgia","2020-09-08","26130","2599575","2081","276160","8.3","8.5"
"Georgia","2020-09-09","25354","2624929","1864","278024","8.2","8.4"
"Georgia","2020-09-10","24746","2649675","1758","279782","8.1","8.4"
"Georgia","2020-09-11","23608","2673283","1605","281387","7.9","8.3"
"Georgia","2020-09-12","10389","2683672","786","282173","8","8.2"
"Georgia","2020-09-13","5583","2689255","584","282757","8.1","8.1"
"Georgia","2020-09-14","24905","2714160","1728","284485","7.7","8"
"Georgia","2020-09-15","23010","2737170","1485","285970","7.5","7.9"
"Georgia","2020-09-16","23113","2760283","1264","287234","7.3","7.7"
"Georgia","2020-09-17","18826","2779109","1121","288355","7.1","7.6"
"Georgia","2020-09-18","23129","2802238","1337","289692","6.9","7.4"
"Georgia","2020-09-19","11912","2814150","761","290453","6.8","7.4"
"Georgia","2020-09-20","4840","2818990","409","290862","6.5","7.3"
"Georgia","2020-09-21","23080","2842070","1427","292289","6.4","7.1"
"Georgia","2020-09-22","21434","2863504","1251","293540","6.3","6.9"
"Georgia","2020-09-23","22493","2885997","1306","294846","6.3","6.8"
"Georgia","2020-09-24","21261","2907258","1190","296036","6.3","6.7"
"Georgia","2020-09-25","21486","2928744","1203","297239","6.3","6.6"
"Georgia","2020-09-26","8700","2937444","654","297893","6.4","6.6"
"Georgia","2020-09-27","4727","2942171","380","298273","6.4","6.4"
"Georgia","2020-09-28","22042","2964213","1281","299554","6.3","6.3"
"Georgia","2020-09-29","21294","2985507","1087","300641","6.2","6.3"
"Georgia","2020-09-30","22269","3007776","1225","301866","6.2","6.3"
"Georgia","2020-10-01","23837","3031613","1154","303020","6.1","6.2"
"Georgia","2020-10-02","22652","3054265","1196","304216","6","6.1"
"Georgia","2020-10-03","12237","3066502","707","304923","5.8","6.1"
"Georgia","2020-10-04","6062","3072564","430","305353","5.6","6"
"Georgia","2020-10-05","25698","3098262","1510","306863","5.6","6"
"Georgia","2020-10-06","27328","3125590","1322","308185","5.6","5.9"
"Georgia","2020-10-07","28242","3153832","1375","309560","5.5","5.8"
"Georgia","2020-10-08","24893","3178725","1380","310940","5.6","5.8"
"Georgia","2020-10-09","25125","3203850","1305","312245","5.6","5.8"
"Georgia","2020-10-10","11705","3215555","738","312983","5.7","5.7"
"Georgia","2020-10-11","5477","3221032","467","313450","5.9","5.8"
"Georgia","2020-10-12","18882","3239914","1177","314627","5.9","5.8"
"Georgia","2020-10-13","25380","3265294","1488","316115","6.1","5.8"
"Georgia","2020-10-14","23583","3288877","1343","317458","6.2","5.9"
"Georgia","2020-10-15","23649","3312526","1468","318926","6.3","6"
"Georgia","2020-10-16","23243","3335769","1450","320376","6.4","6"
"Georgia","2020-10-17","10980","3346749","734","321110","6.5","6.1"
"Georgia","2020-10-18","5063","3351812","463","321573","6.6","6.2"
"Georgia","2020-10-19","25977","3377789","1698","323271","6.6","6.3"
"Georgia","2020-10-20","24026","3401815","1511","324782","6.7","6.4"
"Georgia","2020-10-21","27110","3428925","1693","326475","6.8","6.5"
"Georgia","2020-10-22","23098","3452023","1648","328123","6.9","6.6"
"Georgia","2020-10-23","24979","3477002","1620","329743","6.9","6.7"
"Georgia","2020-10-24","12039","3489041","962","330705","7.1","6.8"
"Georgia","2020-10-25","7098","3496139","677","331382","7.2","6.9"
"Georgia","2020-10-26","27151","3523290","1953","333335","7.3","6.9"
"Georgia","2020-10-27","25966","3549256","1676","335011","7.3","7"
"Georgia","2020-10-28","27576","3576832","1802","336813","7.3","7"
"Georgia","2020-10-29","19823","3596655","1402","338215","7.3","7.1"
"Georgia","2020-10-30","26465","3623120","1726","339941","7.3","7.1"
"Georgia","2020-10-31","12363","3635483","1032","340973","7.4","7.2"
"Georgia","2020-11-01","6617","3642100","731","341704","7.6","7.4"
"Georgia","2020-11-02","28871","3670971","2174","343878","7.6","7.5"
"Georgia","2020-11-03","24210","3695181","1677","345555","7.7","7.5"
"Georgia","2020-11-04","26060","3721241","1833","347388","7.8","7.6"
"Georgia","2020-11-05","27528","3748769","1807","349195","7.7","7.5"
"Georgia","2020-11-06","27216","3775985","1883","351078","7.8","7.5"
"Georgia","2020-11-07","13934","3789919","1377","352455","8","7.7"
"Georgia","2020-11-08","7421","3797340","831","353286","8","7.8"
"Georgia","2020-11-09","30352","3827692","2718","356004","8.2","7.9"
"Georgia","2020-11-10","30879","3858571","2452","358456","8.4","8"
"Georgia","2020-11-11","25423","3883994","2029","360485","8.5","8.1"
"Georgia","2020-11-12","32394","3916388","2653","363138","8.7","8.2"
"Georgia","2020-11-13","32739","3949127","2480","365618","8.8","8.3"
"Georgia","2020-11-14","16985","3966112","1573","367191","8.7","8.4"
"Georgia","2020-11-15","8387","3974499","971","368162","8.8","8.4"
"Georgia","2020-11-16","35926","4010425","3058","371220","8.7","8.5"
"Georgia","2020-11-17","35408","4045833","2620","373840","8.6","8.5"
"Georgia","2020-11-18","38520","4084353","2624","376464","8.5","8.5"
"Georgia","2020-11-19","38671","4123024","2736","379200","8.3","8.5"
"Georgia","2020-11-20","38666","4161690","2671","381871","8.2","8.5"
"Georgia","2020-11-21","19926","4181616","1584","383455","8","8.4"
"Georgia","2020-11-22","9852","4191468","952","384407","7.8","8.3"
"Georgia","2020-11-23","39150","4230618","3115","387522","7.7","8.2"
"Georgia","2020-11-24","28163","4258781","2483","390005","7.9","8.3"
"Georgia","2020-11-25","19206","4277987","1748","391753","8.2","8.3"
"Georgia","2020-11-26","3703","4281690","289","392042","8.3","8.3"
"Georgia","2020-11-27","652","4282342","60","392102","8.6","8.4"
"Georgia","2020-11-28","0","4282342","0","392102","7.5","7.8"
"Appling","2020-02-01","0","0","0","0",".","."
"Appling","2020-02-02","0","0","0","0",".","."
"Appling","2020-02-03","0","0","0","0",".","."
"Appling","2020-02-04","0","0","0","0",".","."
"Appling","2020-02-05","0","0","0","0",".","."
"Appling","2020-02-06","0","0","0","0",".","."
"Appling","2020-02-07","0","0","0","0","0","."
"Appling","2020-02-08","0","0","0","0","0","."
"Appling","2020-02-09","0","0","0","0","0","."
"Appling","2020-02-10","0","0","0","0","0","."
"Appling","2020-02-11","0","0","0","0","0","."
"Appling","2020-02-12","0","0","0","0","0","."
"Appling","2020-02-13","0","0","0","0","0","."
"Appling","2020-02-14","0","0","0","0","0","0"
"Appling","2020-02-15","0","0","0","0","0","0"
"Appling","2020-02-16","0","0","0","0","0","0"
"Appling","2020-02-17","0","0","0","0","0","0"
"Appling","2020-02-18","0","0","0","0","0","0"
"Appling","2020-02-19","0","0","0","0","0","0"
"Appling","2020-02-20","0","0","0","0","0","0"
"Appling","2020-02-21","0","0","0","0","0","0"
"Appling","2020-02-22","0","0","0","0","0","0"
"Appling","2020-02-23","0","0","0","0","0","0"
"Appling","2020-02-24","0","0","0","0","0","0"
"Appling","2020-02-25","0","0","0","0","0","0"
"Appling","2020-02-26","0","0","0","0","0","0"
"Appling","2020-02-27","0","0","0","0","0","0"
"Appling","2020-02-28","0","0","0","0","0","0"
"Appling","2020-02-29","0","0","0","0","0","0"
"Appling","2020-03-01","0","0","0","0","0","0"
"Appling","2020-03-02","0","0","0","0","0","0"
"Appling","2020-03-03","0","0","0","0","0","0"
"Appling","2020-03-04","0","0","0","0","0","0"
"Appling","2020-03-05","0","0","0","0","0","0"
"Appling","2020-03-06","0","0","0","0","0","0"
"Appling","2020-03-07","0","0","0","0","0","0"
"Appling","2020-03-08","0","0","0","0","0","0"
"Appling","2020-03-09","0","0","0","0","0","0"
"Appling","2020-03-10","0","0","0","0","0","0"
"Appling","2020-03-11","0","0","0","0","0","0"
"Appling","2020-03-12","0","0","0","0","0","0"
"Appling","2020-03-13","1","1","0","0","0","0"
"Appling","2020-03-14","0","1","0","0","0","0"
"Appling","2020-03-15","0","1","0","0","0","0"
"Appling","2020-03-16","3","4","0","0","0","0"
"Appling","2020-03-17","3","7","0","0","0","0"
"Appling","2020-03-18","3","10","0","0","0","0"
"Appling","2020-03-19","3","13","0","0","0","0"
"Appling","2020-03-20","2","15","0","0","0","0"
"Appling","2020-03-21","1","16","0","0","0","0"
"Appling","2020-03-22","1","17","0","0","0","0"
"Appling","2020-03-23","1","18","0","0","0","0"
"Appling","2020-03-24","4","22","0","0","0","0"
"Appling","2020-03-25","6","28","0","0","0","0"
"Appling","2020-03-26","3","31","0","0","0","0"
"Appling","2020-03-27","2","33","1","1","7.1","3.6"
"Appling","2020-03-28","3","36","2","3","16.7","8.3"
"Appling","2020-03-29","0","36","0","3","16.7","8.3"
"Appling","2020-03-30","8","44","2","5","20.2","10.1"
"Appling","2020-03-31","5","49","1","6","23.1","11.5"
"Appling","2020-04-01","4","53","0","6","23.1","11.5"
"Appling","2020-04-02","3","56","0","6","23.1","11.5"
"Appling","2020-04-03","1","57","1","7","30.2","18.7"
"Appling","2020-04-04","0","57","0","7","20.7","18.7"
"Appling","2020-04-05","2","59","0","7","20.7","18.7"
"Appling","2020-04-06","7","66","1","8","19.2","19.7"
"Appling","2020-04-07","5","71","0","8","16.3","19.7"
"Appling","2020-04-08","5","76","2","10","22","22.6"
"Appling","2020-04-09","1","77","0","10","22","22.6"
"Appling","2020-04-10","1","78","0","10","7.8","19"
"Appling","2020-04-11","3","81","3","13","22","21.4"
"Appling","2020-04-12","0","81","0","13","22","21.4"
"Appling","2020-04-13","10","91","5","18","27.1","23.2"
"Appling","2020-04-14","3","94","1","19","31.9","24.1"
"Appling","2020-04-15","4","98","0","19","26.2","24.1"
"Appling","2020-04-16","4","102","0","19","26.2","24.1"
"Appling","2020-04-17","57","159","47","66","38","22.9"
"Appling","2020-04-18","1","160","0","66","23.7","22.9"
"Appling","2020-04-19","0","160","0","66","23.7","22.9"
"Appling","2020-04-20","5","165","1","67","19.4","23.3"
"Appling","2020-04-21","3","168","0","67","14.6","23.3"
"Appling","2020-04-22","54","222","12","79","17.8","22"
"Appling","2020-04-23","80","302","0","79","17.8","22"
"Appling","2020-04-24","2","304","1","80","13.2","25.6"
"Appling","2020-04-25","6","310","0","80","13.2","18.4"
"Appling","2020-04-26","1","311","0","80","13.2","18.4"
"Appling","2020-04-27","10","321","0","80","10.3","14.9"
"Appling","2020-04-28","5","326","1","81","13.2","13.9"
"Appling","2020-04-29","6","332","0","81","10","13.9"
"Appling","2020-04-30","13","345","1","82","11.1","14.5"
"Appling","2020-05-01","5","350","0","82","4","8.6"
"Appling","2020-05-02","2","352","0","82","4","8.6"
"Appling","2020-05-03","0","352","0","82","4","8.6"
"Appling","2020-05-04","8","360","0","82","4","7.1"
"Appling","2020-05-05","7","367","0","82","1.1","7.1"
"Appling","2020-05-06","4","371","0","82","1.1","5.5"
"Appling","2020-05-07","8","379","0","82","0","5.5"
"Appling","2020-05-08","7","386","2","84","4.1","4"
"Appling","2020-05-09","3","389","0","84","4.1","4"
"Appling","2020-05-10","1","390","1","85","18.4","11.2"
"Appling","2020-05-11","7","397","0","85","18.4","11.2"
"Appling","2020-05-12","7","404","0","85","18.4","9.7"
"Appling","2020-05-13","7","411","2","87","22.4","11.8"
"Appling","2020-05-14","8","419","0","87","22.4","11.2"
"Appling","2020-05-15","4","423","3","90","29.1","16.6"
"Appling","2020-05-16","1","424","0","90","29.1","16.6"
"Appling","2020-05-17","1","425","1","91","29.1","23.7"
"Appling","2020-05-18","5","430","1","92","31.9","25.2"
"Appling","2020-05-19","13","443","2","94","34.1","26.3"
"Appling","2020-05-20","11","454","2","96","32.7","27.6"
"Appling","2020-05-21","38","492","2","98","33.4","27.9"
"Appling","2020-05-22","30","522","1","99","23.2","26.1"
"Appling","2020-05-23","2","524","1","100","30.3","29.7"
"Appling","2020-05-24","4","528","0","100","16","22.6"
"Appling","2020-05-25","2","530","0","100","13.2","22.6"
"Appling","2020-05-26","28","558","5","105","13.5","23.8"
"Appling","2020-05-27","5","563","0","105","10.9","21.8"
"Appling","2020-05-28","10","573","1","106","11.6","22.5"
"Appling","2020-05-29","3","576","0","106","11.1","17.1"
"Appling","2020-05-30","2","578","1","107","11.1","20.7"
"Appling","2020-05-31","0","578","0","107","11.1","13.6"
"Appling","2020-06-01","23","601","5","112","14.2","13.7"
"Appling","2020-06-02","8","609","5","117","20.6","17.1"
"Appling","2020-06-03","5","614","3","120","29.2","20"
"Appling","2020-06-04","11","625","4","124","32.9","22.3"
"Appling","2020-06-05","5","630","0","124","32.9","22"
"Appling","2020-06-06","0","630","0","124","25.8","18.5"
"Appling","2020-06-07","2","632","0","124","25.8","18.5"
"Appling","2020-06-08","6","638","1","125","25.1","19.7"
"Appling","2020-06-09","6","644","2","127","20.9","20.8"
"Appling","2020-06-10","10","654","2","129","15.2","22.2"
"Appling","2020-06-11","12","666","1","130","11.2","22.1"
"Appling","2020-06-12","5","671","1","131","14","23.5"
"Appling","2020-06-13","2","673","0","131","14","19.9"
"Appling","2020-06-14","5","678","1","132","16.9","21.4"
"Appling","2020-06-15","14","692","3","135","17.6","21.3"
"Appling","2020-06-16","14","706","3","138","15.9","18.4"
"Appling","2020-06-17","7","713","1","139","15.1","15.1"
"Appling","2020-06-18","12","725","0","139","13.9","12.5"
"Appling","2020-06-19","9","734","2","141","14.2","14.1"
"Appling","2020-06-20","4","738","2","143","21.3","17.7"
"Appling","2020-06-21","1","739","1","144","32.8","24.8"
"Appling","2020-06-22","19","758","2","146","31.2","24.4"
"Appling","2020-06-23","11","769","3","149","32","24"
"Appling","2020-06-24","34","803","2","151","30.8","23"
